"UniqueID","sold.fctr","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.All.X.no.rnorm.rf.accurate"
10673,"N",0.678,"Y",FALSE
10681,"N",0.146,"N",TRUE
10709,"N",0.14,"N",TRUE
10739,"N",0.292,"N",TRUE
10776,"N",0.056,"N",TRUE
10821,"N",0.132,"N",TRUE
10828,"N",0.42,"N",TRUE
10851,"N",0.57,"Y",FALSE
10888,"N",0.288,"N",TRUE
10893,"N",0.406,"N",TRUE
10904,"N",0.466,"N",TRUE
10916,"N",0.336,"N",TRUE
10917,"N",0.472,"N",TRUE
10934,"N",0.016,"N",TRUE
10952,"N",0.268,"N",TRUE
10984,"N",0.478,"N",TRUE
10992,"N",0.73,"Y",FALSE
11004,"N",0.118,"N",TRUE
11011,"N",0.196,"N",TRUE
11032,"N",0.174,"N",TRUE
11044,"N",0.142,"N",TRUE
11047,"N",0.188,"N",TRUE
11051,"N",0.23,"N",TRUE
11068,"N",0.224,"N",TRUE
11069,"N",0.116,"N",TRUE
11081,"N",0.384,"N",TRUE
11091,"N",0.008,"N",TRUE
11103,"N",0.36,"N",TRUE
11157,"N",0.116,"N",TRUE
11161,"N",0.174,"N",TRUE
11170,"N",0.196,"N",TRUE
11242,"N",0.03,"N",TRUE
11251,"N",0.326,"N",TRUE
11275,"N",0.34,"N",TRUE
11290,"N",0.14,"N",TRUE
11303,"N",0.04,"N",TRUE
11320,"N",0.176,"N",TRUE
11337,"N",0.018,"N",TRUE
11349,"N",0.084,"N",TRUE
11352,"N",0.216,"N",TRUE
11365,"N",0.024,"N",TRUE
11410,"N",0.34,"N",TRUE
11415,"N",0.338,"N",TRUE
11432,"N",0.628,"Y",FALSE
11451,"N",0.136,"N",TRUE
11502,"N",0.546,"Y",FALSE
11517,"N",0.442,"N",TRUE
11551,"N",0.144,"N",TRUE
11554,"N",0.148,"N",TRUE
11558,"N",0.128,"N",TRUE
11559,"N",0.17,"N",TRUE
11610,"N",0.31,"N",TRUE
11614,"N",0.628,"Y",FALSE
11640,"N",0.462,"N",TRUE
11644,"N",0.814,"Y",FALSE
11673,"N",0.304,"N",TRUE
11675,"N",0.358,"N",TRUE
11684,"N",0.262,"N",TRUE
11685,"N",0.22,"N",TRUE
11698,"N",0.526,"Y",FALSE
11747,"N",0.19,"N",TRUE
11749,"N",0.362,"N",TRUE
11751,"N",0.31,"N",TRUE
11755,"N",0.154,"N",TRUE
11756,"N",0.55,"Y",FALSE
11788,"N",0.216,"N",TRUE
11847,"N",0.062,"N",TRUE
11849,"N",0.138,"N",TRUE
10028,"N",0.36,"N",TRUE
10059,"N",0.14,"N",TRUE
10133,"N",0.272,"N",TRUE
10144,"N",0.134,"N",TRUE
10146,"N",0.086,"N",TRUE
10193,"N",0.452,"N",TRUE
10195,"N",0.708,"Y",FALSE
10204,"N",0.164,"N",TRUE
10241,"N",0.906,"Y",FALSE
10302,"N",0.536,"Y",FALSE
10369,"N",0.69,"Y",FALSE
10423,"N",0.654,"Y",FALSE
10424,"N",0.176,"N",TRUE
10429,"N",0.358,"N",TRUE
10434,"N",0.26,"N",TRUE
10465,"N",0.418,"N",TRUE
10472,"N",0.568,"Y",FALSE
10485,"N",0.312,"N",TRUE
10508,"N",0.362,"N",TRUE
10527,"N",0.486,"N",TRUE
10532,"N",0.6,"Y",FALSE
10574,"N",0.046,"N",TRUE
10601,"N",0.264,"N",TRUE
10629,"N",0.09,"N",TRUE
10700,"N",0.636,"Y",FALSE
10747,"N",0.588,"Y",FALSE
10765,"N",0.188,"N",TRUE
10771,"N",0.256,"N",TRUE
10788,"N",0.358,"N",TRUE
10845,"N",0.458,"N",TRUE
10850,"N",0.066,"N",TRUE
10862,"N",0.116,"N",TRUE
10873,"N",0.126,"N",TRUE
10900,"N",0.524,"Y",FALSE
10927,"N",0.106,"N",TRUE
10940,"N",0.19,"N",TRUE
10949,"N",0.076,"N",TRUE
10990,"N",0.238,"N",TRUE
11006,"N",0.238,"N",TRUE
11063,"N",0.148,"N",TRUE
11074,"N",0.168,"N",TRUE
11075,"N",0.354,"N",TRUE
11079,"N",0.12,"N",TRUE
11113,"N",0.076,"N",TRUE
11126,"N",0.12,"N",TRUE
11133,"N",0.154,"N",TRUE
11137,"N",0.22,"N",TRUE
11148,"N",0.098,"N",TRUE
11191,"N",0.032,"N",TRUE
11222,"N",0.04,"N",TRUE
11229,"N",0.076,"N",TRUE
11265,"N",0.144,"N",TRUE
11301,"N",0.204,"N",TRUE
11318,"N",0.076,"N",TRUE
11375,"N",0.09,"N",TRUE
11385,"N",0.152,"N",TRUE
11387,"N",0.118,"N",TRUE
11402,"N",0.088,"N",TRUE
11495,"N",0.492,"N",TRUE
11572,"N",0.136,"N",TRUE
11577,"N",0.194,"N",TRUE
11580,"N",0.12,"N",TRUE
11595,"N",0.094,"N",TRUE
11631,"N",0.362,"N",TRUE
11658,"N",0.068,"N",TRUE
11692,"N",0.192,"N",TRUE
11739,"N",0.064,"N",TRUE
11745,"N",0.2,"N",TRUE
11746,"N",0.16,"N",TRUE
11790,"N",0.154,"N",TRUE
11813,"N",0.17,"N",TRUE
11825,"N",0.158,"N",TRUE
11846,"N",0.116,"N",TRUE
10025,"N",0.384,"N",TRUE
10036,"N",0.192,"N",TRUE
10044,"N",0.378,"N",TRUE
10067,"N",0.438,"N",TRUE
10083,"N",0.152,"N",TRUE
10087,"N",0.34,"N",TRUE
10096,"N",0.232,"N",TRUE
10102,"N",0.182,"N",TRUE
10116,"N",0.506,"Y",FALSE
10136,"N",0.246,"N",TRUE
10139,"N",0.106,"N",TRUE
10153,"N",0.39,"N",TRUE
10197,"N",0.138,"N",TRUE
10236,"N",0.12,"N",TRUE
10246,"N",0.912,"Y",FALSE
10261,"N",0.804,"Y",FALSE
10287,"N",0.242,"N",TRUE
10541,"N",0.756,"Y",FALSE
10565,"N",0.256,"N",TRUE
10590,"N",0.222,"N",TRUE
10594,"N",0.486,"N",TRUE
10605,"N",0.344,"N",TRUE
10637,"N",0.318,"N",TRUE
10643,"N",0.366,"N",TRUE
10644,"N",0.1,"N",TRUE
10719,"N",0.238,"N",TRUE
10731,"N",0.462,"N",TRUE
10738,"N",0.746,"Y",FALSE
10865,"N",0.156,"N",TRUE
10867,"N",0.43,"N",TRUE
10889,"N",0.118,"N",TRUE
10894,"N",0.19,"N",TRUE
10946,"N",0.152,"N",TRUE
10951,"N",0.024,"N",TRUE
10956,"N",0.248,"N",TRUE
10980,"N",0.128,"N",TRUE
11012,"N",0.262,"N",TRUE
11034,"N",0.108,"N",TRUE
11035,"N",0.092,"N",TRUE
11045,"N",0.082,"N",TRUE
11073,"N",0.048,"N",TRUE
11130,"N",0.096,"N",TRUE
11136,"N",0.142,"N",TRUE
11140,"N",0.158,"N",TRUE
11162,"N",0.068,"N",TRUE
11168,"N",0.062,"N",TRUE
11182,"N",0.016,"N",TRUE
11197,"N",0.03,"N",TRUE
11205,"N",0.06,"N",TRUE
11206,"N",0.114,"N",TRUE
11211,"N",0.14,"N",TRUE
11221,"N",0.242,"N",TRUE
11224,"N",0.026,"N",TRUE
11238,"N",0.008,"N",TRUE
11253,"N",0.096,"N",TRUE
11262,"N",0.042,"N",TRUE
11274,"N",0.216,"N",TRUE
11306,"N",0.058,"N",TRUE
11321,"N",0.152,"N",TRUE
11334,"N",0.068,"N",TRUE
11373,"N",0.048,"N",TRUE
11384,"N",0.196,"N",TRUE
11399,"N",0.168,"N",TRUE
11487,"N",0.024,"N",TRUE
11533,"N",0.092,"N",TRUE
11549,"N",0.186,"N",TRUE
11566,"N",0.226,"N",TRUE
11573,"N",0.104,"N",TRUE
11612,"N",0.3,"N",TRUE
11633,"N",0.046,"N",TRUE
11642,"N",0.154,"N",TRUE
11682,"N",0.216,"N",TRUE
11760,"N",0.216,"N",TRUE
11771,"N",0.216,"N",TRUE
11772,"N",0.1,"N",TRUE
11782,"N",0.23,"N",TRUE
11786,"N",0.31,"N",TRUE
11799,"N",0.124,"N",TRUE
11822,"N",0.15,"N",TRUE
11832,"N",0.122,"N",TRUE
11834,"N",0.196,"N",TRUE
11835,"N",0.136,"N",TRUE
10065,"N",0.274,"N",TRUE
10257,"N",0.186,"N",TRUE
10347,"N",0.498,"N",TRUE
10359,"N",0.34,"N",TRUE
10374,"N",0.212,"N",TRUE
10404,"N",0.384,"N",TRUE
10488,"N",0.986,"Y",FALSE
10491,"N",0.984,"Y",FALSE
10495,"N",0.896,"Y",FALSE
10520,"N",0.216,"N",TRUE
10528,"N",0.668,"Y",FALSE
10529,"N",0.838,"Y",FALSE
10547,"N",0.252,"N",TRUE
10550,"N",0.426,"N",TRUE
10575,"N",0.324,"N",TRUE
10663,"N",0.068,"N",TRUE
10667,"N",0.078,"N",TRUE
10711,"N",0.278,"N",TRUE
10718,"N",0.31,"N",TRUE
10786,"N",0.418,"N",TRUE
10789,"N",0.282,"N",TRUE
10818,"N",0.102,"N",TRUE
10831,"N",0.124,"N",TRUE
10903,"N",0.366,"N",TRUE
10969,"N",0.222,"N",TRUE
10972,"N",0.158,"N",TRUE
11010,"N",0.284,"N",TRUE
11019,"N",0.16,"N",TRUE
11070,"N",0.184,"N",TRUE
11071,"N",0.096,"N",TRUE
11072,"N",0.186,"N",TRUE
11087,"N",0.276,"N",TRUE
11092,"N",0.178,"N",TRUE
11106,"N",0.086,"N",TRUE
11169,"N",0.514,"Y",FALSE
11175,"N",0.084,"N",TRUE
11188,"N",0.178,"N",TRUE
11193,"N",0.498,"N",TRUE
11194,"N",0.38,"N",TRUE
11263,"N",0.078,"N",TRUE
11278,"N",0.062,"N",TRUE
11310,"N",0.076,"N",TRUE
11312,"N",0.174,"N",TRUE
11346,"N",0.038,"N",TRUE
11348,"N",0.126,"N",TRUE
11364,"N",0.042,"N",TRUE
11398,"N",0.046,"N",TRUE
11411,"N",0.352,"N",TRUE
11424,"N",0.388,"N",TRUE
11429,"N",0.092,"N",TRUE
11496,"N",0.238,"N",TRUE
11512,"N",0.516,"Y",FALSE
11534,"N",0.382,"N",TRUE
11543,"N",0.342,"N",TRUE
11547,"N",0.416,"N",TRUE
11557,"N",0.206,"N",TRUE
11562,"N",0.134,"N",TRUE
11568,"N",0.134,"N",TRUE
11639,"N",0.244,"N",TRUE
11668,"N",0.078,"N",TRUE
11703,"N",0.234,"N",TRUE
11704,"N",0.608,"Y",FALSE
11741,"N",0.512,"Y",FALSE
11743,"N",0.176,"N",TRUE
11779,"N",0.172,"N",TRUE
11800,"N",0.29,"N",TRUE
11815,"N",0.312,"N",TRUE
11824,"N",0.2,"N",TRUE
10120,"N",0.782,"Y",FALSE
10155,"N",0.308,"N",TRUE
10207,"N",0.034,"N",TRUE
10229,"N",0.284,"N",TRUE
10267,"N",0.192,"N",TRUE
10308,"N",0.384,"N",TRUE
10316,"N",0.326,"N",TRUE
10413,"N",0.966,"Y",FALSE
10428,"N",0.196,"N",TRUE
10555,"N",0.34,"N",TRUE
10614,"N",0.284,"N",TRUE
10680,"N",0.78,"Y",FALSE
10742,"N",0.154,"N",TRUE
10762,"N",0.406,"N",TRUE
10767,"N",0.25,"N",TRUE
10815,"N",0.23,"N",TRUE
10852,"N",0.052,"N",TRUE
10886,"N",0.122,"N",TRUE
10895,"N",0.554,"Y",FALSE
10910,"N",0.056,"N",TRUE
10945,"N",0.304,"N",TRUE
10954,"N",0.21,"N",TRUE
10975,"N",0.118,"N",TRUE
10999,"N",0.172,"N",TRUE
11013,"N",0.024,"N",TRUE
11014,"N",0.154,"N",TRUE
11098,"N",0.18,"N",TRUE
11105,"N",0.168,"N",TRUE
11145,"N",0.172,"N",TRUE
11164,"N",0.186,"N",TRUE
11184,"N",0.114,"N",TRUE
11203,"N",0.176,"N",TRUE
11215,"N",0.154,"N",TRUE
11226,"N",0.1,"N",TRUE
11247,"N",0.106,"N",TRUE
11271,"N",0.202,"N",TRUE
11292,"N",0.026,"N",TRUE
11297,"N",0.29,"N",TRUE
11325,"N",0.268,"N",TRUE
11356,"N",0.014,"N",TRUE
11363,"N",0.204,"N",TRUE
11377,"N",0.37,"N",TRUE
11394,"N",0.244,"N",TRUE
11426,"N",0.194,"N",TRUE
11489,"N",0.034,"N",TRUE
11492,"N",0.016,"N",TRUE
11493,"N",0.012,"N",TRUE
11515,"N",0.494,"N",TRUE
11531,"N",0.292,"N",TRUE
11546,"N",0.298,"N",TRUE
11556,"N",0.29,"N",TRUE
11569,"N",0.466,"N",TRUE
11600,"N",0.06,"N",TRUE
11777,"N",0.348,"N",TRUE
11789,"N",0.228,"N",TRUE
11845,"N",0.284,"N",TRUE
10130,"Y",0.684,"Y",TRUE
10201,"Y",0.91,"Y",TRUE
10211,"Y",0.952,"Y",TRUE
10225,"Y",0.98,"Y",TRUE
10262,"Y",0.972,"Y",TRUE
10293,"Y",0.982,"Y",TRUE
10341,"Y",0.968,"Y",TRUE
10348,"Y",0.928,"Y",TRUE
10389,"Y",0.714,"Y",TRUE
10525,"Y",0.232,"N",FALSE
10553,"Y",1,"Y",TRUE
10557,"Y",0.4,"N",FALSE
10582,"Y",0.432,"N",FALSE
10585,"Y",0.988,"Y",TRUE
10611,"Y",0.222,"N",FALSE
10639,"Y",0.932,"Y",TRUE
10688,"Y",0.988,"Y",TRUE
10759,"Y",0.76,"Y",TRUE
10837,"Y",0.2,"N",FALSE
10897,"Y",0.928,"Y",TRUE
10923,"Y",0.828,"Y",TRUE
11102,"Y",0.838,"Y",TRUE
11142,"Y",0.966,"Y",TRUE
11199,"Y",0.672,"Y",TRUE
11284,"Y",0.364,"N",FALSE
11332,"Y",0.82,"Y",TRUE
11351,"Y",0.126,"N",FALSE
11359,"Y",0.006,"N",FALSE
11441,"Y",0.55,"Y",TRUE
11583,"Y",0.338,"N",FALSE
11589,"Y",0.116,"N",FALSE
11637,"Y",0.874,"Y",TRUE
11641,"Y",0.81,"Y",TRUE
11663,"Y",0.44,"N",FALSE
11664,"Y",0.76,"Y",TRUE
11665,"Y",0.62,"Y",TRUE
11695,"Y",0.598,"Y",TRUE
11705,"Y",0.108,"N",FALSE
11708,"Y",0.82,"Y",TRUE
11709,"Y",0.738,"Y",TRUE
11720,"Y",0.108,"N",FALSE
11722,"Y",0.892,"Y",TRUE
11814,"Y",0.724,"Y",TRUE
11817,"Y",0.618,"Y",TRUE
11823,"Y",0.244,"N",FALSE
10013,"Y",0.748,"Y",TRUE
10027,"Y",0.58,"Y",TRUE
10032,"Y",0.356,"N",FALSE
10095,"Y",0.964,"Y",TRUE
10134,"Y",0.998,"Y",TRUE
10169,"Y",0.994,"Y",TRUE
10192,"Y",0.972,"Y",TRUE
10285,"Y",0.988,"Y",TRUE
10294,"Y",0.992,"Y",TRUE
10300,"Y",0.962,"Y",TRUE
10324,"Y",0.948,"Y",TRUE
10333,"Y",0.984,"Y",TRUE
10339,"Y",0.996,"Y",TRUE
10360,"Y",0.996,"Y",TRUE
10361,"Y",0.93,"Y",TRUE
10387,"Y",0.992,"Y",TRUE
10400,"Y",0.992,"Y",TRUE
10415,"Y",0.97,"Y",TRUE
10430,"Y",0.77,"Y",TRUE
10441,"Y",1,"Y",TRUE
10458,"Y",0.542,"Y",TRUE
10480,"Y",1,"Y",TRUE
10552,"Y",0.764,"Y",TRUE
10556,"Y",0.944,"Y",TRUE
10732,"Y",0.134,"N",FALSE
10769,"Y",0.988,"Y",TRUE
10779,"Y",0.992,"Y",TRUE
10810,"Y",0.812,"Y",TRUE
10853,"Y",0.886,"Y",TRUE
10866,"Y",0.99,"Y",TRUE
10881,"Y",0.82,"Y",TRUE
10942,"Y",0.242,"N",FALSE
10963,"Y",0.658,"Y",TRUE
11043,"Y",0.812,"Y",TRUE
11296,"Y",0.688,"Y",TRUE
11462,"Y",0.814,"Y",TRUE
11598,"Y",0.868,"Y",TRUE
11617,"Y",0.692,"Y",TRUE
11634,"Y",0.692,"Y",TRUE
11657,"Y",0.714,"Y",TRUE
11721,"Y",0.864,"Y",TRUE
11727,"Y",0.914,"Y",TRUE
11776,"Y",0.314,"N",FALSE
11809,"Y",0.682,"Y",TRUE
11830,"Y",0.214,"N",FALSE
11839,"Y",0.768,"Y",TRUE
10045,"Y",0.24,"N",FALSE
10062,"Y",0.984,"Y",TRUE
10064,"Y",0.99,"Y",TRUE
10081,"Y",1,"Y",TRUE
10089,"Y",0.298,"N",FALSE
10091,"Y",0.998,"Y",TRUE
10099,"Y",0.426,"N",FALSE
10131,"Y",0.172,"N",FALSE
10189,"Y",0.99,"Y",TRUE
10213,"Y",0.994,"Y",TRUE
10223,"Y",0.998,"Y",TRUE
10237,"Y",0.964,"Y",TRUE
10258,"Y",1,"Y",TRUE
10259,"Y",0.258,"N",FALSE
10269,"Y",0.98,"Y",TRUE
10290,"Y",0.994,"Y",TRUE
10303,"Y",0.992,"Y",TRUE
10318,"Y",0.978,"Y",TRUE
10323,"Y",0.974,"Y",TRUE
10329,"Y",0.98,"Y",TRUE
10330,"Y",0.992,"Y",TRUE
10355,"Y",0.952,"Y",TRUE
10379,"Y",0.95,"Y",TRUE
10397,"Y",0.996,"Y",TRUE
10464,"Y",0.958,"Y",TRUE
10474,"Y",0.756,"Y",TRUE
10475,"Y",1,"Y",TRUE
10493,"Y",0.998,"Y",TRUE
10496,"Y",0.992,"Y",TRUE
10505,"Y",0.998,"Y",TRUE
10515,"Y",0.536,"Y",TRUE
10536,"Y",0.51,"Y",TRUE
10540,"Y",0.994,"Y",TRUE
10561,"Y",1,"Y",TRUE
10562,"Y",0.368,"N",FALSE
10588,"Y",0.836,"Y",TRUE
10600,"Y",0.984,"Y",TRUE
10617,"Y",0.96,"Y",TRUE
10620,"Y",0.98,"Y",TRUE
10627,"Y",0.986,"Y",TRUE
10630,"Y",0.288,"N",FALSE
10631,"Y",0.944,"Y",TRUE
10646,"Y",0.72,"Y",TRUE
10659,"Y",0.974,"Y",TRUE
10664,"Y",0.622,"Y",TRUE
10753,"Y",0.996,"Y",TRUE
10757,"Y",0.982,"Y",TRUE
10781,"Y",0.974,"Y",TRUE
10782,"Y",0.982,"Y",TRUE
10802,"Y",1,"Y",TRUE
10863,"Y",0.996,"Y",TRUE
10899,"Y",0.956,"Y",TRUE
10931,"Y",0.968,"Y",TRUE
10971,"Y",0.174,"N",FALSE
11015,"Y",0.316,"N",FALSE
11025,"Y",0.166,"N",FALSE
11036,"Y",0.19,"N",FALSE
11107,"Y",0.156,"N",FALSE
11196,"Y",0.472,"N",FALSE
11241,"Y",0.3,"N",FALSE
11289,"Y",0.964,"Y",TRUE
11313,"Y",0.968,"Y",TRUE
11467,"Y",0.85,"Y",TRUE
11505,"Y",0.35,"N",FALSE
11509,"Y",0.61,"Y",TRUE
11607,"Y",0.884,"Y",TRUE
11620,"Y",0.95,"Y",TRUE
11646,"Y",0.926,"Y",TRUE
11648,"Y",0.34,"N",FALSE
11650,"Y",0.772,"Y",TRUE
11667,"Y",0.928,"Y",TRUE
11669,"Y",0.848,"Y",TRUE
11670,"Y",0.88,"Y",TRUE
11681,"Y",0.874,"Y",TRUE
11694,"Y",0.874,"Y",TRUE
11697,"Y",0.016,"N",FALSE
11725,"Y",0.424,"N",FALSE
11785,"Y",0.942,"Y",TRUE
11810,"Y",0.448,"N",FALSE
10011,"Y",0.3,"N",FALSE
10017,"Y",0.232,"N",FALSE
10041,"Y",0.204,"N",FALSE
10049,"Y",0.9,"Y",TRUE
10070,"Y",0.722,"Y",TRUE
10098,"Y",0.948,"Y",TRUE
10105,"Y",0.326,"N",FALSE
10125,"Y",0.806,"Y",TRUE
10141,"Y",0.472,"N",FALSE
10147,"Y",0.41,"N",FALSE
10166,"Y",0.996,"Y",TRUE
10187,"Y",0.744,"Y",TRUE
10203,"Y",0.9,"Y",TRUE
10214,"Y",0.95,"Y",TRUE
10228,"Y",0.632,"Y",TRUE
10243,"Y",0.416,"N",FALSE
10247,"Y",0.996,"Y",TRUE
10268,"Y",0.716,"Y",TRUE
10309,"Y",0.99,"Y",TRUE
10322,"Y",0.988,"Y",TRUE
10373,"Y",0.806,"Y",TRUE
10394,"Y",0.222,"N",FALSE
10401,"Y",0.968,"Y",TRUE
10417,"Y",0.674,"Y",TRUE
10431,"Y",0.994,"Y",TRUE
10435,"Y",0.772,"Y",TRUE
10442,"Y",0.964,"Y",TRUE
10456,"Y",0.842,"Y",TRUE
10502,"Y",0.922,"Y",TRUE
10542,"Y",0.956,"Y",TRUE
10598,"Y",0.552,"Y",TRUE
10608,"Y",0.508,"Y",TRUE
10654,"Y",0.598,"Y",TRUE
10669,"Y",0.986,"Y",TRUE
10684,"Y",0.37,"N",FALSE
10686,"Y",0.114,"N",FALSE
10702,"Y",0.858,"Y",TRUE
10721,"Y",0.97,"Y",TRUE
10749,"Y",0.948,"Y",TRUE
10756,"Y",0.836,"Y",TRUE
10761,"Y",0.978,"Y",TRUE
10790,"Y",0.966,"Y",TRUE
10824,"Y",0.184,"N",FALSE
10882,"Y",0.362,"N",FALSE
10896,"Y",0.348,"N",FALSE
10936,"Y",0.876,"Y",TRUE
10974,"Y",0.122,"N",FALSE
11030,"Y",0.882,"Y",TRUE
11086,"Y",0.206,"N",FALSE
11125,"Y",0.104,"N",FALSE
11421,"Y",0.148,"N",FALSE
11582,"Y",0.338,"N",FALSE
11603,"Y",0.906,"Y",TRUE
11624,"Y",0.802,"Y",TRUE
11627,"Y",0.906,"Y",TRUE
11635,"Y",0.914,"Y",TRUE
11655,"Y",0.772,"Y",TRUE
11678,"Y",0.808,"Y",TRUE
11702,"Y",0.154,"N",FALSE
11735,"Y",0.38,"N",FALSE
11758,"Y",0.816,"Y",TRUE
11778,"Y",0.866,"Y",TRUE
11784,"Y",0.17,"N",FALSE
10019,"Y",0.138,"N",FALSE
10034,"Y",0.974,"Y",TRUE
10050,"Y",0.9,"Y",TRUE
10061,"Y",0.932,"Y",TRUE
10090,"Y",0.862,"Y",TRUE
10109,"Y",0.112,"N",FALSE
10119,"Y",0.782,"Y",TRUE
10183,"Y",0.14,"N",FALSE
10205,"Y",0.148,"N",FALSE
10253,"Y",0.862,"Y",TRUE
10277,"Y",0.372,"N",FALSE
10297,"Y",0.692,"Y",TRUE
10327,"Y",0.99,"Y",TRUE
10331,"Y",0.932,"Y",TRUE
10344,"Y",0.828,"Y",TRUE
10378,"Y",0.892,"Y",TRUE
10398,"Y",0.964,"Y",TRUE
10399,"Y",0.796,"Y",TRUE
10427,"Y",0.882,"Y",TRUE
10468,"Y",0.922,"Y",TRUE
10533,"Y",0.994,"Y",TRUE
10535,"Y",0.824,"Y",TRUE
10549,"Y",0.884,"Y",TRUE
10571,"Y",0.914,"Y",TRUE
10572,"Y",0.718,"Y",TRUE
10580,"Y",0.994,"Y",TRUE
10593,"Y",0.914,"Y",TRUE
10656,"Y",0.504,"Y",TRUE
10692,"Y",0.986,"Y",TRUE
10768,"Y",0.984,"Y",TRUE
