"UniqueID","sold.fctr","sold.fctr.predict.All.Interact.X.gbm.prob","sold.fctr.predict.All.Interact.X.gbm","sold.fctr.predict.All.X.gbm.prob","sold.fctr.predict.All.X.gbm","sold.fctr.predict.All.Interact.X.no.rnorm.rf.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rf","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart.prob","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart","sold.fctr.predict.All.Interact.X.glmnet.prob","sold.fctr.predict.All.Interact.X.glmnet","sold.fctr.predict.Max.cor.Y.glm.prob","sold.fctr.predict.Max.cor.Y.glm","sold.fctr.predict.Interact.High.cor.Y.glm.prob","sold.fctr.predict.Interact.High.cor.Y.glm","sold.fctr.predict.All.X.glmnet.prob","sold.fctr.predict.All.X.glmnet","sold.fctr.predict.All.Interact.X.bayesglm.prob","sold.fctr.predict.All.Interact.X.bayesglm","sold.fctr.predict.Max.cor.Y.rpart.prob","sold.fctr.predict.Max.cor.Y.rpart","sold.fctr.predict.All.X.no.rnorm.rpart.prob","sold.fctr.predict.All.X.no.rnorm.rpart","sold.fctr.predict.All.Interact.X.no.rnorm.rpart.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rpart","sold.fctr.predict.All.X.bayesglm.prob","sold.fctr.predict.All.X.bayesglm","sold.fctr.predict.Low.cor.X.glm.prob","sold.fctr.predict.Low.cor.X.glm","sold.fctr.predict.All.X.glm.prob","sold.fctr.predict.All.X.glm","sold.fctr.predict.All.Interact.X.glm.prob","sold.fctr.predict.All.Interact.X.glm","sold.fctr.predict.All.Interact.X.gbm.accurate"
11403,"N",0.00634935092245714,"N",0.038746057890519,"N",0.082,"N",0.022,"N",0.0234741784037559,"N",0.0904604675771269,"N",0.0207074789439524,"N",0.0204183601144973,"N",0.101897483604513,"N",0.013563070200938,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0109978002326066,"N",0.00869569867171932,"N",0.00842813695600744,"N",0.0133102064147431,"N",TRUE
11404,"N",0.00634935092245714,"N",0.0421745835776212,"N",0.104,"N",0.052,"N",0.0234741784037559,"N",0.0934262013390501,"N",0.0272174088702048,"N",0.0268802085951,"N",0.113613001428732,"N",0.0173662459727594,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0155141784079604,"N",0.0127224506994419,"N",0.0120815197752181,"N",0.0187788172369414,"N",TRUE
11418,"N",0.00692668437721233,"N",0.0365348573024089,"N",0.048,"N",0.016,"N",0.0234741784037559,"N",0.136280208810374,"N",0.0445520267193331,"N",0.0441283091296486,"N",0.159557773722746,"N",0.0236861630467083,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0236748899118305,"N",0.0189580992277907,"N",0.0177693486983903,"N",0.0221985641589387,"N",TRUE
11419,"N",0.0854541742007546,"N",0.0707480658472892,"N",0.002,"N",0.004,"N",0.05,"N",0.0286904693207127,"N",0.0454834345493732,"N",0.0238424610416363,"N",0.281000142498797,"N",7.46728181620077e-06,"N",0.05,"N",0.05,"N",0.05,"N",0.017311676658837,"N",0.0141995912394875,"N",0.012464121324761,"N",2.3725815169595e-06,"N",TRUE
11437,"N",0.0854541742007546,"N",0.0707480658472892,"N",0,"N",0.008,"N",0.05,"N",0.45244010448779,"N",0.280690173903486,"N",0.168295385248292,"N",0.494081960997454,"N",0.120041646593842,"N",0.05,"N",0.05,"N",0.05,"N",0.156887258943608,"N",0.136098741796283,"N",0.129667386923597,"N",0.0990003027086196,"N",TRUE
11450,"N",0.0378229612082319,"N",0.0325559000292502,"N",0.014,"N",0.004,"N",0.0234741784037559,"N",0.211537518439409,"N",0.0950139949309216,"N",0.0945396609411966,"N",0.171225023802658,"N",0.0696895922545675,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0389511954445574,"N",0.0304331889026184,"N",0.0319773266987132,"N",0.0630075070038112,"N",TRUE
11455,"N",0.0380682576059241,"N",0.019105004232373,"N",0.002,"N",0.03,"N",0.0238095238095238,"N",0.501969267891526,"N",0.878532062920831,"Y",0.880417274331634,"Y",0.566207882280518,"N",0.530261741197211,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.772370194881538,"Y",0.751561421845125,"Y",0.774310584141476,"Y",0.575847136830331,"N",TRUE
11459,"N",0.226109282862177,"N",0.0491961151782986,"N",0.028,"N",0.042,"N",0.0234741784037559,"N",0.234808696525027,"N",0.0885238516802421,"N",0.088044305646958,"N",0.180592546609231,"N",0.0650154936492715,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0420113756546193,"N",0.0362141128618178,"N",0.0330320078083503,"N",0.0559933025916505,"N",TRUE
11465,"N",0.0402942544515859,"N",0.0744572465374204,"N",0.004,"N",0.052,"N",0.0238095238095238,"N",0.364696532782398,"N",0.369033495271593,"N",0.369949540985449,"N",0.325111101319923,"N",0.275005702174663,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.293745749724578,"N",0.231779864144335,"N",0.258287173658646,"N",0.303464412817372,"N",TRUE
11526,"N",0.0575534429016387,"N",0.108593851293442,"N",0.002,"N",0.008,"N",0.0234741784037559,"N",0.23238500953214,"N",0.143685807223599,"N",0.143323718520761,"N",0.218539375940266,"N",0.12246530926463,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.113879487253268,"N",0.0831903578946988,"N",0.0925841343470553,"N",0.158279383220463,"N",TRUE
11591,"N",0.55778399454376,"Y",0.0541154381556532,"N",0.686,"Y",0.064,"N",0.0238095238095238,"N",0.420854636750947,"N",0.716498961505208,"N",0.718928892469609,"Y",0.476772683881281,"N",0.395296541681103,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.660631916869241,"Y",0.636569842223451,"Y",0.650123254878653,"Y",0.43507360242135,"N",FALSE
11597,"N",0.0169160612462764,"N",0.0633831741460137,"N",0.01,"N",0.056,"N",0.0234741784037559,"N",0.191406718417067,"N",0.064922383423418,"N",0.0644500648128322,"N",0.184200284726288,"N",0.0527499962901013,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0435631960798455,"N",0.0349890223478004,"N",0.0349590560532827,"N",0.0518180177846887,"N",TRUE
11602,"N",0.655560201137694,"Y",0.639823171914833,"Y",0.82,"Y",0.564,"Y",0.950437317784257,"Y",0.707561791222576,"Y",0.785252679716588,"N",0.657495471092423,"N",0.70104853258306,"Y",0.448753607266819,"N",0.94,"Y",0.94,"Y",0.94,"Y",0.550510608690169,"N",0.556744413426043,"N",0.490311656778547,"N",0.43904454793563,"N",FALSE
11719,"N",0.166369949419651,"N",0.110474906936073,"N",0.13,"N",0.192,"N",0.0234741784037559,"N",0.246061525311353,"N",0.14324516131533,"N",0.14288157871766,"N",0.24873215305395,"N",0.0787888606466066,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0963955430115865,"N",0.095202967295661,"N",0.0731198491651821,"N",0.0786713992547497,"N",TRUE
11763,"N",0.646934414123314,"Y",0.423925518662557,"Y",0.778,"Y",0.778,"Y",0.155555555555556,"N",0.3115646405621,"N",0.261274269260584,"N",0.26149849438178,"N",0.314519858277634,"N",0.16132914210939,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.231034559162676,"N",0.230054102895677,"N",0.19359548879557,"N",0.165919483610333,"N",FALSE
11796,"N",0.131628721846254,"N",0.0836549284128022,"N",0.036,"N",0.018,"N",0.05,"N",0.371224823238173,"N",0.0198930291016538,"N",0.0102488047209625,"N",0.212286108614304,"N",0.0361433252322341,"N",0.05,"N",0.05,"N",0.05,"N",0.00364347501219945,"N",0.00259446085009687,"N",0.00240030517968919,"N",0.0375739186587807,"N",TRUE
11838,"N",0.0517250148507213,"N",0.0988430011510917,"N",0.044,"N",0.17,"N",0.0238095238095238,"N",0.414696915171162,"N",0.502314123477965,"N",0.504048445527794,"N",0.420097427347706,"N",0.297516437388194,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.408014735573272,"N",0.325497275883195,"N",0.363017169702624,"N",0.369802207390079,"N",TRUE
10005,"N",0.038774194665847,"N",0.0400374130442178,"N",0.056,"N",0.238,"N",0.0238095238095238,"N",0.286777870464995,"N",0.338652418685491,"N",0.339369435663179,"N",0.26819737853754,"N",0.0125250974754997,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0885335040011682,"N",0.0225456786263087,"N",0.0621079629010644,"N",0.0006905635577202,"N",TRUE
10199,"N",0.969711222809107,"Y",0.979528181472465,"Y",1,"Y",0.992,"Y",0.950437317784257,"Y",0.806507260441466,"Y",0.907307449409823,"Y",0.898612884856205,"Y",0.792978375073085,"Y",0.923225361846582,"Y",0.94,"Y",0.94,"Y",0.94,"Y",0.95148720157041,"Y",0.967703928195549,"Y",0.948447998818821,"Y",0.737905908851336,"Y",FALSE
10386,"N",0.0645383665061632,"N",0.123356832951987,"N",0.012,"N",0.122,"N",0.0238095238095238,"N",0.339178602405791,"N",0.32374339768041,"N",0.324363066646946,"N",0.332114766664976,"N",0.118807509103098,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.276977340975189,"N",0.166190837824099,"N",0.236306521716518,"N",0.0058201663432896,"N",TRUE
10597,"N",0.0508579425472143,"N",0.0343741646906558,"N",0,"N",0.01,"N",0.0238095238095238,"N",0.439752853962297,"N",0.580632009252296,"N",0.582743803531988,"N",0.437626584991665,"N",0.135398029436206,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.336257312101949,"N",0.332107023995396,"N",0.219678162375263,"N",0.0310459894092312,"N",TRUE
10651,"N",0.0587042081462611,"N",0.222086490266789,"N",0,"N",0.11,"N",0.625,"Y",0.310587904470434,"N",0.274292323503829,"N",0.274596422778871,"N",0.306559465147505,"N",0.0526069314814441,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.117169145332469,"N",0.112794566597323,"N",0.067945137789395,"N",0.0108141323593613,"N",TRUE
10676,"N",0.0978100880275501,"N",0.0589348578571952,"N",0.026,"N",0.024,"N",0.0234741784037559,"N",0.234714752687462,"N",0.146989662384085,"N",0.146639007158414,"N",0.245711306330872,"N",0.170549075960076,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.22627982469012,"N",0.265876493294535,"N",0.12966040807373,"N",0.0811799093761545,"N",TRUE
10741,"N",0.724968404125908,"Y",0.684832943966745,"Y",0.932,"Y",0.822,"Y",0.950437317784257,"Y",0.70786232912348,"Y",0.839091495627453,"Y",0.781167383718367,"Y",0.717879833530527,"Y",0.390670942623167,"N",0.94,"Y",0.94,"Y",0.94,"Y",0.680568283519184,"Y",0.733576672787078,"Y",0.729850431471531,"Y",0.28066306034724,"N",FALSE
10804,"N",0.0323648462628622,"N",0.0191113701409643,"N",0.004,"N",0.046,"N",0.0238095238095238,"N",0.417357606296225,"N",0.56610428090494,"N",0.568154561347823,"N",0.407278706034302,"N",0.119644003789782,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.193668592671612,"N",0.183625322090663,"N",0.116233063261234,"N",0.0337716121879081,"N",TRUE
10829,"N",0.0474449241517239,"N",0.110265398543574,"N",0.01,"N",0.078,"N",0.0238095238095238,"N",0.321045916754633,"N",0.291769075969581,"N",0.292182879941147,"N",0.314592555201372,"N",0.0767648614791186,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.120745664102183,"N",0.115935620921769,"N",0.0682088721151705,"N",0.0239945986783913,"N",TRUE
11001,"N",0.113988092152775,"N",0.0532889666686873,"N",0.036,"N",0.036,"N",0.0234741784037559,"N",0.203249925022826,"N",0.162232767846584,"N",0.161939872551258,"N",0.205241866930227,"N",0.586821743982816,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0652438305380934,"N",0.0261753312954507,"N",0.9894338145338,"Y",0.99996295263618,"Y",TRUE
11138,"N",0.207234388819958,"N",0.118504826164658,"N",0.074,"N",0.146,"N",0.05,"N",0.578900317732639,"N",0.723394939648141,"N",0.643915700796562,"N",0.663054935025152,"N",0.245866423333319,"N",0.05,"N",0.05,"N",0.05,"N",0.43074254467839,"N",0.456525360698065,"N",0.483514282341557,"N",0.00280628485182221,"N",TRUE
11195,"N",0.0789073823893132,"N",0.0503948289076158,"N",0.008,"N",0.014,"N",0.05,"N",0.128484806721211,"N",0.00331943417674557,"N",0.00234846987318513,"N",0.10783624814632,"N",0.000383729219248674,"N",0.05,"N",0.05,"N",0.05,"N",7.58651014213153e-05,"N",4.78144810818256e-05,"N",3.08428974349471e-05,"N",0.000105278225867897,"N",TRUE
11367,"N",0.252076695181767,"N",0.154579551993927,"N",0.23,"N",0.176,"N",0.0234741784037559,"N",0.253057350199028,"N",0.185917589526602,"N",0.185728779504168,"N",0.25915526913969,"N",0.14883493489069,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.130034166470948,"N",0.166336160838315,"N",0.141145010471819,"N",0.215124705084784,"N",TRUE
11372,"N",0.0995778598972686,"N",0.0531302402431361,"N",0.02,"N",0.03,"N",0.0234741784037559,"N",0.23969399522827,"N",0.15348694658754,"N",0.15315993539132,"N",0.248468973459685,"N",0.294390335668526,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.148130980296731,"N",0.303843436791745,"N",0.182046352547204,"N",0.190853452694679,"N",TRUE
11378,"N",0.0475693352438954,"N",0.0643299584966652,"N",0.028,"N",0.024,"N",0.0234741784037559,"N",0.214861927207701,"N",0.140486250935513,"N",0.14011348443995,"N",0.232179179255157,"N",0.0920962193977753,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0745746226818093,"N",0.0969478131851902,"N",0.0769052120817498,"N",0.142539852478812,"N",TRUE
11412,"N",0.0687076867330036,"N",0.0528153792627457,"N",0.026,"N",0.032,"N",0.0234741784037559,"N",0.23070681755894,"N",0.135315739782161,"N",0.134926570287393,"N",0.234044596567174,"N",0.0781409302378947,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0531234066536549,"N",0.0272913347452575,"N",0.0544105214840237,"N",0.000655799138824463,"N",TRUE
11417,"N",0.0395612743212492,"N",0.0223909504115983,"N",0.038,"N",0.2,"N",0.0238095238095238,"N",0.463699329499531,"N",0.630501027516693,"N",0.632788185947042,"N",0.433968206134236,"N",0.684415120315504,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.684013827947949,"Y",0.516368068018644,"N",0.634357777819724,"Y",0.470610311305807,"N",TRUE
11443,"N",0.0445852361035076,"N",0.0381315346464951,"N",0.044,"N",0.222,"N",0.0238095238095238,"N",0.52410393837415,"N",0.840500341594494,"Y",0.842639101495152,"Y",0.580292634803567,"N",0.63417321838504,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.813261950633799,"Y",0.612778672926916,"Y",0.802059781170341,"Y",0.352792649352451,"N",TRUE
11458,"N",0.020977941435941,"N",0.0382067139773521,"N",0.004,"N",0.044,"N",0.0234741784037559,"N",0.178261162232124,"N",0.0723986908566512,"N",0.0719191758148184,"N",0.186350307572189,"N",0.049769239927397,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.019381132038813,"N",0.0118619211144681,"N",0.0232661759187974,"N",0.0367385701273671,"N",TRUE
11466,"N",0.0422461102448427,"N",0.0667877403291827,"N",0.046,"N",0.182,"N",0.0238095238095238,"N",0.333471547299829,"N",0.352137939018179,"N",0.35294330917314,"N",0.317793403938647,"N",0.508732125937685,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.38851847511747,"N",0.379861157350318,"N",0.41460986691921,"N",0.616610856768424,"N",TRUE
11585,"N",0.0286341518818034,"N",0.172613774422513,"N",0.028,"N",0.25,"N",0.0238095238095238,"N",0.331829437509611,"N",0.336245541005853,"N",0.336946809920837,"N",0.337600323597322,"N",0.750728975941318,"Y",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.236136676209257,"N",0.162963006531161,"N",0.175355961891543,"N",0.00176917746500524,"N",TRUE
11629,"N",0.549044979803445,"Y",0.361837877736555,"Y",0.788,"Y",0.504,"Y",0.0238095238095238,"N",0.288056997556979,"N",0.274948356154408,"N",0.275256525753691,"N",0.287812196797558,"N",0.342634838579138,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.215699989646445,"N",0.0939167128726213,"N",0.196062255149139,"N",0.379376668330526,"N",FALSE
11748,"N",0.124432709044439,"N",0.140937294430539,"N",0.1,"N",0.034,"N",0.05,"N",0.477700827926408,"N",0.0846467455869807,"N",0.0519944034539147,"N",0.336235470104418,"N",0.633480169053585,"N",0.05,"N",0.05,"N",0.05,"N",0.0791128387599926,"N",0.0486348012189197,"N",0.039650663759203,"N",0.0176046206335588,"N",TRUE
11819,"N",0.023245456317636,"N",0.0608785418991964,"N",0.082,"N",0.14,"N",0.0238095238095238,"N",0.334256824522708,"N",0.313401891098962,"N",0.313954430688984,"N",0.304642279436264,"N",0.383685437515577,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.199592332809697,"N",0.245149405170828,"N",0.193600513103692,"N",0.208128713556144,"N",TRUE
11826,"N",0.0392321665015782,"N",0.033702094661791,"N",0.084,"N",0.06,"N",0.0234741784037559,"N",0.209070641901766,"N",0.138951063562225,"N",0.138573315212785,"N",0.216619004049229,"N",0.0298714659309768,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0119143153048317,"N",0.00908795215044208,"N",0.00504110181983078,"N",0.0937668354922354,"N",TRUE
10012,"N",0.394057460493782,"N",0.134241244382868,"N",0.398,"N",0.488,"N",0.272727272727273,"N",0.267224442371313,"N",0.188418859725196,"N",0.188241935339753,"N",0.257123990027607,"N",0.127498003872139,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.157049478265099,"N",0.135597058034999,"N",0.150645201091196,"N",0.121430975485249,"N",TRUE
10038,"N",0.566758018547682,"Y",0.477730617000353,"Y",0.536,"Y",0.502,"Y",0.285714285714286,"N",0.277685202089136,"N",0.211193592819333,"N",0.21113161536498,"N",0.269162242438107,"N",0.18258657247144,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.214485322203263,"N",0.199649405015176,"N",0.206242885451956,"N",0.176601669110551,"N",FALSE
10054,"N",0.378692992916047,"N",0.071984958155234,"N",0.298,"N",0.05,"N",0.0238095238095238,"N",0.312431897295559,"N",0.300872499433464,"N",0.301344353735097,"N",0.311701520621936,"N",0.235805776797605,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.323862994174893,"N",0.30605557701648,"N",0.326903444496778,"N",0.213804948409089,"N",TRUE
10082,"N",0.134297941741199,"N",0.0550404393787385,"N",0.046,"N",0.032,"N",0.0234741784037559,"N",0.234090220579381,"N",0.136115050294744,"N",0.135728346027791,"N",0.197789885881041,"N",0.125050696831824,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.129818785586981,"N",0.125149506819734,"N",0.129835732376427,"N",0.107700358474977,"N",TRUE
10127,"N",0.755444205676346,"Y",0.801268540601876,"Y",0.858,"Y",0.848,"Y",0.950437317784257,"Y",0.726969245848277,"Y",0.78480719142525,"N",0.795554311416555,"Y",0.721055817034223,"Y",0.829496398320934,"Y",0.94,"Y",0.94,"Y",0.94,"Y",0.831050118687993,"Y",0.841659400863886,"Y",0.840209557237975,"Y",0.837146063352563,"Y",FALSE
10168,"N",0.0243563203370047,"N",0.0601395083726978,"N",0.006,"N",0.05,"N",0.0234741784037559,"N",0.168103156874338,"N",0.0678033236222604,"N",0.0673276385525555,"N",0.14971671371998,"N",0.0434096680691701,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0386093727623515,"N",0.0386938190503089,"N",0.0333463128404876,"N",0.0403727305178092,"N",TRUE
10182,"N",0.979138587116659,"Y",0.989233810830146,"Y",1,"Y",0.998,"Y",0.950437317784257,"Y",0.804230417665503,"Y",0.894450145735207,"Y",0.928306995367593,"Y",0.788666669082734,"Y",0.977698580729528,"Y",0.94,"Y",0.94,"Y",0.94,"Y",0.961671176318115,"Y",0.968471702998973,"Y",0.962887524007803,"Y",0.98088325540562,"Y",FALSE
10254,"N",0.107092598735096,"N",0.0944921418856325,"N",0.008,"N",0.022,"N",0.05,"N",0.338320200461593,"N",0.18214366813655,"N",0.250116327836913,"N",0.409387683585591,"N",0.0458277252038936,"N",0.05,"N",0.05,"N",0.05,"N",0.193388973204309,"N",0.208867708596582,"N",0.165719879115601,"N",0.026169121274139,"N",TRUE
10366,"N",0.628326328680841,"Y",0.567381757652329,"Y",0.724,"Y",0.746,"Y",0.75,"Y",0.279086593263529,"N",0.214260169928466,"N",0.214214514563586,"N",0.270733907633253,"N",0.163668953758306,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.165085726317435,"N",0.183066291695416,"N",0.165738469360229,"N",0.166451028965103,"N",FALSE
10382,"N",0.653200200375415,"Y",0.511885579740756,"Y",0.53,"Y",0.384,"N",0.533333333333333,"Y",0.301749104994757,"N",0.239831718072634,"N",0.239928738563512,"N",0.303892593592808,"N",0.21708858110603,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.319263245994873,"N",0.319842762581772,"N",0.312829273596335,"N",0.213149486927314,"N",FALSE
10494,"N",0.214060866168488,"N",0.084976734654428,"N",0.226,"N",0.078,"N",0.0234741784037559,"N",0.251386761526641,"N",0.140447465595632,"N",0.140074572095828,"N",0.24686630413377,"N",0.194946223512415,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.229191483463399,"N",0.222818543482667,"N",0.233041746915674,"N",0.190298050862155,"N",TRUE
