"UniqueID","sold.fctr","sold.fctr.predict.All.Interact.X.gbm.prob","sold.fctr.predict.All.Interact.X.gbm","sold.fctr.predict.All.X.gbm.prob","sold.fctr.predict.All.X.gbm","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.All.Interact.X.no.rnorm.rf.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rf","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart.prob","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart","sold.fctr.predict.All.Interact.X.glmnet.prob","sold.fctr.predict.All.Interact.X.glmnet","sold.fctr.predict.All.Interact.X.bayesglm.prob","sold.fctr.predict.All.Interact.X.bayesglm","sold.fctr.predict.Max.cor.Y.glm.prob","sold.fctr.predict.Max.cor.Y.glm","sold.fctr.predict.Interact.High.cor.Y.glm.prob","sold.fctr.predict.Interact.High.cor.Y.glm","sold.fctr.predict.Max.cor.Y.rpart.prob","sold.fctr.predict.Max.cor.Y.rpart","sold.fctr.predict.All.X.no.rnorm.rpart.prob","sold.fctr.predict.All.X.no.rnorm.rpart","sold.fctr.predict.All.Interact.X.no.rnorm.rpart.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rpart","sold.fctr.predict.All.X.bayesglm.prob","sold.fctr.predict.All.X.bayesglm","sold.fctr.predict.All.X.glmnet.prob","sold.fctr.predict.All.X.glmnet","sold.fctr.predict.Low.cor.X.glm.prob","sold.fctr.predict.Low.cor.X.glm","sold.fctr.predict.All.X.glm.prob","sold.fctr.predict.All.X.glm","sold.fctr.predict.All.Interact.X.glm.prob","sold.fctr.predict.All.Interact.X.glm","sold.fctr.predict.All.Interact.X.gbm.accurate"
11403,"N",0.0450658884439405,"N",0.045539105515313,"N",0.094,"N",0.11,"N",0.0473372781065089,"N",0.192513898701343,"N",0.0670955716877377,"N",0.0453146109759652,"N",0.0465295648937166,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0215051445301703,"N",0.0882642301461718,"N",0.0194349332965755,"N",0.0181251316759817,"N",0.0595548340058412,"N",TRUE
11404,"N",0.0450658884439405,"N",0.045539105515313,"N",0.136,"N",0.198,"N",0.0473372781065089,"N",0.18118935533504,"N",0.0584965915795939,"N",0.0339978353179354,"N",0.0350674770900629,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0120806300185073,"N",0.0760323076431483,"N",0.01086236190898,"N",0.00974856532838571,"N",0.0556114961181426,"N",TRUE
11418,"N",0.0369130168772872,"N",0.03941697988049,"N",0.166,"N",0.208,"N",0.0473372781065089,"N",0.18283482560917,"N",0.0481618307796678,"N",0.0269725504056047,"N",0.027921676582079,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.00958416809713411,"N",0.081233435933968,"N",0.00834042699084622,"N",0.00730692000259232,"N",0.0419063896541432,"N",TRUE
11419,"N",0.0417017812095347,"N",0.0416975273486931,"N",0.022,"N",0.01,"N",0.0175438596491228,"N",0.00477570821339603,"N",8.16834632055285e-11,"N",0.00707453283475827,"N",0.00363468773648072,"N",0.13953488372093,"N",0.13953488372093,"N",0.13953488372093,"N",0.000986289401794531,"N",0.0501596790134512,"N",0.000871600810026122,"N",0.000675428407681437,"N",7.95410549953928e-12,"N",TRUE
11437,"N",0.0575294768942668,"N",0.0575237054178555,"N",0.034,"N",0.008,"N",0.0175438596491228,"N",0.55643664869001,"N",0.129701381246011,"N",0.654705634215295,"N",0.472299222975715,"N",0.13953488372093,"N",0.13953488372093,"N",0.13953488372093,"N",0.435482128600913,"N",0.519826901052681,"Y",0.40997245827594,"N",0.410056265009207,"N",0.0943099576132548,"N",TRUE
11450,"N",0.43091804153253,"N",0.385384067392559,"N",0.048,"N",0.038,"N",0.375,"N",0.278502711099934,"N",0.124483267993432,"N",0.247038520567092,"N",0.246963173687296,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.139432183801823,"N",0.182370309813332,"N",0.12374817725736,"N",0.127765673095841,"N",0.100687644917981,"N",TRUE
11455,"N",0.087857838294524,"N",0.0688163910839747,"N",0.012,"N",0.014,"N",0.0520833333333333,"N",0.34721952255808,"N",0.169951646938582,"N",0.542868282164461,"N",0.538117974313485,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.399695391637091,"N",0.309006105895851,"N",0.376115137131599,"N",0.396879240572073,"N",0.143377123109957,"N",TRUE
11459,"N",0.0860426426186109,"N",0.0727364142696936,"N",0,"N",0.002,"N",0.0520833333333333,"N",0.332169580853758,"N",0.17135572384551,"N",0.475684139166262,"N",0.471892510601236,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.35075649993616,"N",0.302390585049979,"N",0.332469753177792,"N",0.330608365206574,"N",0.136808700303961,"N",TRUE
11465,"N",0.0950006412575403,"N",0.0773627222434443,"N",0.054,"N",0.032,"N",0.0520833333333333,"N",0.35827888268031,"N",0.280314548939681,"N",0.590552556249207,"N",0.58523335840968,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.569529207069506,"Y",0.448998938396925,"N",0.51349446108172,"Y",0.549092671373039,"N",0.273207515114478,"N",TRUE
11526,"N",0.112366952469022,"N",0.0893787923360462,"N",0.108,"N",0.042,"N",0.0473372781065089,"N",0.23286877595232,"N",0.128694659567937,"N",0.111202391255906,"N",0.112556249564945,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.062609219159362,"N",0.175917322617926,"N",0.050409940780424,"N",0.0513770690056551,"N",0.143239355792554,"N",TRUE
11591,"N",0.10608842898349,"N",0.0979492647615201,"N",0.022,"N",0.022,"N",0.0520833333333333,"N",0.328492427221964,"N",0.161368233113495,"N",0.459083289026691,"N",0.455549811302662,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.328400586617397,"N",0.288044676846489,"N",0.307773239332609,"N",0.310026612997369,"N",0.123224378484709,"N",TRUE
11597,"N",0.159036420776268,"N",0.175646187874553,"N",0.324,"N",0.302,"N",0.0473372781065089,"N",0.252839300157051,"N",0.09641128412133,"N",0.127234289655041,"N",0.12850566616123,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0639014056236719,"N",0.172073599441557,"N",0.0552803384828236,"N",0.0539523047698288,"N",0.0746400474195306,"N",TRUE
11602,"N",0.729933013359495,"Y",0.744082749019295,"Y",0.556,"Y",0.706,"Y",0.933139534883721,"Y",0.690696858301321,"Y",0.476274899841751,"N",0.771764151778745,"Y",0.612818382331328,"N",0.933139534883721,"Y",0.933139534883721,"Y",0.933139534883721,"Y",0.618238174632611,"Y",0.626204369701113,"Y",0.639901627670896,"Y",0.582346723230081,"N",0.4246201747934,"N",FALSE
11719,"N",0.0494249657995021,"N",0.0563233051456427,"N",0.182,"N",0.222,"N",0.0473372781065089,"N",0.22908573787078,"N",0.0836852770814205,"N",0.0796556543026595,"N",0.081058908684907,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0499003040921091,"N",0.179671881473316,"N",0.0538860865964983,"N",0.03898241427095,"N",0.066223856712813,"N",TRUE
11763,"N",0.418173311720186,"N",0.447097606790447,"Y",0.584,"Y",0.716,"Y",0.714285714285714,"Y",0.271362259080263,"N",0.122910943584408,"N",0.176352766766508,"N",0.177197735211364,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.133240723001211,"N",0.261373646164052,"N",0.141477300349269,"N",0.111307756661427,"N",0.0911907873033445,"N",TRUE
11796,"N",0.812697214462349,"Y",0.814436316684191,"Y",0.498,"N",0.578,"Y",0.933139534883721,"Y",0.704311378871855,"Y",0.511928767030887,"Y",0.782966863268507,"Y",0.627842770473309,"N",0.933139534883721,"Y",0.933139534883721,"Y",0.933139534883721,"Y",0.527325694683997,"Y",0.583830685820337,"Y",0.480970829138084,"N",0.515682604423328,"N",0.532555577513704,"Y",FALSE
11838,"N",0.100062335261284,"N",0.104920118381811,"N",0.042,"N",0.026,"N",0.0520833333333333,"N",0.324680489949163,"N",0.171202449396346,"N",0.373637836747941,"N",0.371509227599256,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.31497297657275,"N",0.360971832989268,"N",0.258283650094686,"N",0.281419072032666,"N",0.146966132448449,"N",TRUE
10005,"N",0.0631992231029572,"N",0.0623570153602705,"N",0.242,"N",0.192,"N",0.0520833333333333,"N",0.271240859918923,"N",0.00553263968105722,"N",0.461883855684072,"N",0.458306356828631,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.070376046529318,"N",0.149685844123153,"N",0.0156496464572791,"N",0.0464824758352618,"N",0.000711146370127151,"N",TRUE
10199,"N",0.953816840387181,"Y",0.965303310376215,"Y",0.984,"Y",0.994,"Y",0.933139534883721,"Y",0.798273619410792,"Y",0.93616989683003,"Y",0.862360435840085,"Y",0.848711192680023,"Y",0.933139534883721,"Y",0.933139534883721,"Y",0.933139534883721,"Y",0.908571433869756,"Y",0.761597363641431,"Y",0.944216988340473,"Y",0.908245355790627,"Y",0.868628674034746,"Y",FALSE
10386,"N",0.098282418143245,"N",0.10628436692756,"N",0.11,"N",0.114,"N",0.0520833333333333,"N",0.310580169066292,"N",0.139550903106664,"N",0.368570744601409,"N",0.366527478477868,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.239270265606878,"N",0.350757168842072,"N",0.133070880876282,"N",0.18861498586953,"N",0.0199670762207859,"N",TRUE
10597,"N",0.0975180087986108,"N",0.0805496255935931,"N",0.022,"N",0.02,"N",0.0520833333333333,"N",0.381143287089156,"N",0.0938079853923826,"N",0.686685406529238,"N",0.680620183213751,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.298971727006233,"N",0.497358854583065,"N",0.279195822324276,"N",0.183122214837878,"N",0.0332213605359009,"N",TRUE
10651,"N",0.0912492580189954,"N",0.0712427666426417,"N",0.04,"N",0.028,"N",0.0520833333333333,"N",0.320142541851912,"N",0.0503895688003044,"N",0.427448888867811,"N",0.424423906305287,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.11038533766149,"N",0.352655185530672,"N",0.0979752143839907,"N",0.0595791417425982,"N",0.0161161308496602,"N",TRUE
10676,"N",0.167720642872277,"N",0.220808831977923,"N",0.15,"N",0.158,"N",0.25,"N",0.260978661187561,"N",0.193061621309817,"N",0.165507998874007,"N",0.166466024004658,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.155414587210217,"N",0.203841080845764,"N",0.182283374443365,"N",0.0818304719242635,"N",0.102755161490096,"N",TRUE
10741,"N",0.112263942260289,"N",0.114277067724982,"N",0.216,"N",0.246,"N",0.318181818181818,"N",0.587033414093062,"N",0.0869016840325993,"N",0.700407018285085,"Y",0.640817516057841,"N",0.13953488372093,"N",0.13953488372093,"N",0.13953488372093,"N",0.342788841144086,"N",0.396767286382004,"N",0.388140887853005,"N",0.37076375417391,"N",0.0547233099562091,"N",TRUE
10804,"N",0.0788652576594581,"N",0.0654723053549578,"N",0.064,"N",0.038,"N",0.0520833333333333,"N",0.372111984950733,"N",0.0726658207338716,"N",0.652563503566953,"N",0.64669149470383,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.212379631326992,"N",0.414203946712616,"N",0.187525395860608,"N",0.122606341977264,"N",0.0261413825845532,"N",TRUE
10829,"N",0.0975180087986108,"N",0.0811031714841848,"N",0.054,"N",0.044,"N",0.0520833333333333,"N",0.322685752199415,"N",0.0776224415758146,"N",0.438935375717518,"N",0.435723575555802,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.10749126550148,"N",0.348346131865355,"N",0.0970919650941608,"N",0.0572232702487769,"N",0.0327844624765784,"N",TRUE
11001,"N",0.0327184397562069,"N",0.0324961567858681,"N",0.022,"N",0.016,"N",0.0473372781065089,"N",0.181952248896865,"N",0.318467400217816,"N",0.0717384481964115,"N",0.0731249307780305,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0211397469198522,"N",0.0855570606564004,"N",0.00865909840173631,"N",0.786397195492496,"Y",0.797036680229033,"Y",TRUE
11138,"N",0.0406041473759389,"N",0.0364953254239799,"N",0.122,"N",0.072,"N",0.0175438596491228,"N",0.435028797950358,"N",0.0283746145467745,"N",0.545956988957351,"N",0.494897691620487,"N",0.13953488372093,"N",0.13953488372093,"N",0.13953488372093,"N",0.204604283409852,"N",0.39491658405541,"N",0.214094266041215,"N",0.209908402908378,"N",0.000584115069781701,"N",TRUE
11195,"N",0.0409134671897554,"N",0.0431578200443307,"N",0.028,"N",0.016,"N",0.0175438596491228,"N",0.220345739845041,"N",0.000404338515179325,"N",0.301904326340859,"N",0.237165542779913,"N",0.13953488372093,"N",0.13953488372093,"N",0.13953488372093,"N",0.0241748678288997,"N",0.254731553575659,"N",0.0260090062430818,"N",0.0209675599490935,"N",0.000159784148750267,"N",TRUE
11367,"N",0.0828579523674239,"N",0.0769287076742038,"N",0.062,"N",0.064,"N",0.0520833333333333,"N",0.296697305975792,"N",0.140168406254303,"N",0.339605103501482,"N",0.338049065176635,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.104318489506747,"N",0.182059106582468,"N",0.138577004130171,"N",0.114306928639614,"N",0.177154516773561,"N",TRUE
11372,"N",0.257233042267445,"N",0.233647303214826,"N",0.208,"N",0.21,"N",0.714285714285714,"Y",0.2623575094676,"N",0.273650312546833,"N",0.174368424891863,"N",0.175234770243967,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.111497770941737,"N",0.172310743400994,"N",0.237137703607551,"N",0.138810716588285,"N",0.115850318287416,"N",TRUE
11378,"N",0.297503890133253,"N",0.32072988587252,"N",0.282,"N",0.302,"N",0.222222222222222,"N",0.263046706744074,"N",0.106076754912986,"N",0.208241597087423,"N",0.208705709588245,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0496661615384856,"N",0.133725063332109,"N",0.0681712007408263,"N",0.052584526610821,"N",0.14532439173681,"N",TRUE
11412,"N",0.291002841694439,"N",0.214664497117095,"N",0.218,"N",0.198,"N",0.25,"N",0.294898911660809,"N",0.134844040425579,"N",0.302281509882989,"N",0.301343524870206,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.105627692797043,"N",0.227289544523513,"N",0.048164175558744,"N",0.111018057834691,"N",0.00383523413418422,"N",TRUE
11417,"N",0.0921946725110585,"N",0.0682678998729916,"N",0.12,"N",0.13,"N",0.0520833333333333,"N",0.39131450493254,"N",0.433474300968767,"N",0.729288116076801,"Y",0.72311490198598,"Y",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.708810350205653,"Y",0.37180269115206,"N",0.549145178182259,"Y",0.71103997570737,"Y",0.293048322320955,"N",TRUE
11443,"N",0.106429915917769,"N",0.0867110650425909,"N",0.13,"N",0.12,"N",0.0520833333333333,"N",0.412220876665799,"N",0.269699529959703,"N",0.792500431513737,"Y",0.786496571089305,"Y",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.5904198234022,"Y",0.4088478932786,"N",0.319998679575483,"N",0.560991375667455,"N",0.111107703454592,"N",TRUE
11458,"N",0.0319802813656208,"N",0.0362248331773042,"N",0.018,"N",0.026,"N",0.0473372781065089,"N",0.217789153085658,"N",0.037964503839394,"N",0.0732818316529697,"N",0.0746726603679681,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0090473588919726,"N",0.0829388864855334,"N",0.00450885384851824,"N",0.00784871355449082,"N",0.012378626634056,"N",TRUE
11466,"N",0.0848453070497501,"N",0.0725133649365738,"N",0.116,"N",0.136,"N",0.0520833333333333,"N",0.362052676047768,"N",0.419761505538937,"N",0.620293709554497,"N",0.614679838926399,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.575032350023321,"Y",0.337508403174896,"N",0.581525739148812,"Y",0.613897498054754,"Y",0.483123887767781,"N",TRUE
11585,"N",0.0742823022060528,"N",0.0642797064072202,"N",0.164,"N",0.126,"N",0.0520833333333333,"N",0.358471506358758,"N",0.56179603813517,"Y",0.580756641963659,"N",0.575545220608546,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.231240819396567,"N",0.308578240590131,"N",0.12094365417209,"N",0.180140805226171,"N",0.00432723063085279,"N",TRUE
11629,"N",0.48235099344253,"N",0.419492876190226,"Y",0.604,"Y",0.596,"Y",0.25,"N",0.291861028750458,"N",0.350628228994492,"N",0.297117826501882,"N",0.296263713506528,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.246620309009537,"N",0.260313997445133,"N",0.098091912309534,"N",0.252886291057025,"N",0.459253060326202,"N",TRUE
11748,"N",0.387114921743178,"N",0.39371524932875,"N",0.382,"N",0.364,"N",0.318181818181818,"N",0.667715887118665,"Y",0.867513575785991,"Y",0.758898758176528,"Y",0.567898678863375,"N",0.13953488372093,"N",0.13953488372093,"N",0.13953488372093,"N",0.741152145288151,"Y",0.631764192119181,"Y",0.657800717984464,"Y",0.599211032528785,"N",0.121854781631254,"N",TRUE
11819,"N",0.0721344032327649,"N",0.0673039949095782,"N",0.082,"N",0.104,"N",0.0520833333333333,"N",0.325608031386212,"N",0.239839101227647,"N",0.443700814896982,"N",0.440412192900585,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.207550672548755,"N",0.194629831088498,"N",0.248526442709123,"N",0.20343375896147,"N",0.129105723844788,"N",TRUE
11826,"N",0.0454231149843617,"N",0.0536260080789078,"N",0.166,"N",0.172,"N",0.0473372781065089,"N",0.229296406612766,"N",0.036530853711864,"N",0.105785372805119,"N",0.107159201408781,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.00993731040075037,"N",0.0700842744863087,"N",0.0127088273166543,"N",0.00550861640512341,"N",0.0988208544671811,"N",TRUE
10012,"N",0.392965073919125,"N",0.397164815874352,"N",0.41,"N",0.368,"N",0.222222222222222,"N",0.281741702157974,"N",0.115548494456921,"N",0.20864843343179,"N",0.209107278189748,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.177857272326493,"N",0.32709398080907,"N",0.152961806106842,"N",0.157803717383167,"N",0.103224759092859,"N",TRUE
10038,"N",0.353158179203954,"N",0.370217646287547,"N",0.38,"N",0.322,"N",0.361111111111111,"N",0.275985106791287,"N",0.208559750309115,"N",0.190317947633296,"N",0.191004359916493,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.266575048987175,"N",0.364009792796593,"N",0.261910870017073,"N",0.261651689562436,"N",0.204662299546151,"N",TRUE
10054,"N",0.185741435533773,"N",0.199446828896092,"N",0.146,"N",0.122,"N",0,"N",0.269472758488516,"N",0.16639510960966,"N",0.170840633535153,"N",0.171744232136625,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.247350754024982,"N",0.346752423445391,"N",0.238224465248645,"N",0.244975878042804,"N",0.146661458154303,"N",TRUE
10082,"N",0.341336495018273,"N",0.301843108819131,"N",0.192,"N",0.178,"N",0.25,"N",0.290567864201072,"N",0.180105083173484,"N",0.293871034999346,"N",0.293069389828172,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.398253392111963,"N",0.366062138766795,"N",0.395122016870423,"N",0.408315246684125,"N",0.153072618704084,"N",TRUE
10127,"N",0.821738767806568,"Y",0.854473728123095,"Y",0.67,"Y",0.764,"Y",0.933139534883721,"Y",0.68799884519121,"Y",0.642434549656727,"Y",0.769530182291954,"Y",0.79935647079899,"Y",0.933139534883721,"Y",0.933139534883721,"Y",0.933139534883721,"Y",0.822105721756719,"Y",0.767430810646459,"Y",0.82565170261159,"Y",0.829655432210436,"Y",0.622493253461737,"Y",FALSE
10168,"N",0.125526015284393,"N",0.12013858223382,"N",0.068,"N",0.04,"N",0.0473372781065089,"N",0.239012019797666,"N",0.10624752330206,"N",0.125451634356515,"N",0.126733795361458,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.112437804106821,"N",0.225688978496136,"N",0.11476292313696,"N",0.103616184641845,"N",0.104617543610326,"N",TRUE
10182,"N",0.894012079926988,"Y",0.91042303996022,"Y",0.574,"Y",0.8,"Y",0.933139534883721,"Y",0.719053456783741,"Y",0.886396944347083,"Y",0.794966705117895,"Y",0.84386853590923,"Y",0.933139534883721,"Y",0.933139534883721,"Y",0.933139534883721,"Y",0.918031647228653,"Y",0.820896417009398,"Y",0.926415243577027,"Y",0.920932635851883,"Y",0.872613399271924,"Y",FALSE
10254,"N",0.0582018185879506,"N",0.0598438893873803,"N",0.024,"N",0.008,"N",0.0175438596491228,"N",0.290627441298778,"N",0.00437510064471269,"N",0.381581162740087,"N",0.469059055054356,"N",0.13953488372093,"N",0.13953488372093,"N",0.13953488372093,"N",0.477363995362928,"N",0.576375875251571,"Y",0.495253859885696,"N",0.459020599225612,"N",0.00194271863882999,"N",TRUE
10366,"N",0.242693429354435,"N",0.25555651023724,"N",0.34,"N",0.436,"N",0,"N",0.269958825472854,"N",0.116274462941069,"N",0.172247713180139,"N",0.173136569781636,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.145445265296165,"N",0.28650153965749,"N",0.174461224371857,"N",0.14118839680806,"N",0.111918103871346,"N",TRUE
10382,"N",0.259618371251346,"N",0.282718369770795,"N",0.216,"N",0.344,"N",0.25,"N",0.267007424927272,"N",0.195571532140235,"N",0.163820305421685,"N",0.164795067444739,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.215891417219661,"N",0.348293434902663,"N",0.216151079283226,"N",0.206454737111153,"N",0.19461125502455,"N",TRUE
