"UniqueID","sold.fctr","sold.fctr.predict.All.X.bayesglm.prob","sold.fctr.predict.All.X.bayesglm","sold.fctr.predict.All.X.bayesglm.accurate"
10665,"N",0.00318739419007819,"N",TRUE
10673,"N",0.599611646686013,"N",TRUE
10681,"N",0.128372122533456,"N",TRUE
10709,"N",0.162637895403069,"N",TRUE
10739,"N",0.397262744033671,"N",TRUE
10776,"N",0.00898187663432711,"N",TRUE
10821,"N",0.00254547545138072,"N",TRUE
10828,"N",0.71049244391979,"Y",FALSE
10851,"N",0.817253294777007,"Y",FALSE
10888,"N",0.130412814851732,"N",TRUE
10893,"N",0.270310075594143,"N",TRUE
10904,"N",0.0815374698481046,"N",TRUE
10916,"N",0.219766698474951,"N",TRUE
10917,"N",0.580326523933038,"N",TRUE
10934,"N",0.00875023889483284,"N",TRUE
10952,"N",0.386403697074536,"N",TRUE
10984,"N",0.30822846378228,"N",TRUE
10992,"N",0.786492395342372,"Y",FALSE
11004,"N",0.596079417396434,"N",TRUE
11011,"N",0.209685805398817,"N",TRUE
11032,"N",0.17141060160363,"N",TRUE
11044,"N",0.239069888537901,"N",TRUE
11047,"N",0.01721373430085,"N",TRUE
11051,"N",0.178519197896625,"N",TRUE
11068,"N",0.1053986317315,"N",TRUE
11069,"N",0.128990559758257,"N",TRUE
11081,"N",0.238554190125066,"N",TRUE
11091,"N",0.00466463647191448,"N",TRUE
11103,"N",0.229618188771041,"N",TRUE
11157,"N",0.56301658998006,"N",TRUE
11161,"N",0.17998811834333,"N",TRUE
11170,"N",0.196877005483716,"N",TRUE
11242,"N",0.00586241548549742,"N",TRUE
11251,"N",0.333687961950759,"N",TRUE
11275,"N",0.400379320653941,"N",TRUE
11290,"N",0.0998040558479221,"N",TRUE
11303,"N",0.000998007674303098,"N",TRUE
11320,"N",0.204773408796749,"N",TRUE
11337,"N",0.00378522961238044,"N",TRUE
11349,"N",0.496203683146558,"N",TRUE
11352,"N",0.165175314317385,"N",TRUE
11365,"N",0.00691129827518918,"N",TRUE
11410,"N",0.755216104964836,"Y",FALSE
11415,"N",0.115291565481854,"N",TRUE
11432,"N",0.939427275464636,"Y",FALSE
11451,"N",0.174279839973513,"N",TRUE
11502,"N",0.178187157234323,"N",TRUE
11517,"N",0.106607088081445,"N",TRUE
11551,"N",0.0866805269184589,"N",TRUE
11554,"N",0.14206503359283,"N",TRUE
11558,"N",0.155540873988698,"N",TRUE
11559,"N",0.100342326854459,"N",TRUE
11610,"N",0.137997645964226,"N",TRUE
11614,"N",0.304696003357044,"N",TRUE
11640,"N",0.648704127407697,"Y",FALSE
11644,"N",0.600345024329943,"Y",FALSE
11673,"N",0.31975648167828,"N",TRUE
11675,"N",0.320942156567446,"N",TRUE
11684,"N",0.262848580092381,"N",TRUE
11685,"N",0.131800477959779,"N",TRUE
11698,"N",0.357484895606382,"N",TRUE
11747,"N",0.177249040046615,"N",TRUE
11749,"N",0.242817701254862,"N",TRUE
11751,"N",0.264504488638597,"N",TRUE
11755,"N",0.0816533385569639,"N",TRUE
11756,"N",0.403283205210512,"N",TRUE
11788,"N",0.150437705878391,"N",TRUE
11847,"N",0.00672521805012654,"N",TRUE
11849,"N",0.0340243260462965,"N",TRUE
10028,"N",0.0553991595609554,"N",TRUE
10059,"N",0.378915497169919,"N",TRUE
10133,"N",0.410427865987929,"N",TRUE
10144,"N",0.107886886502621,"N",TRUE
10146,"N",0.218194392455164,"N",TRUE
10193,"N",0.583954979517748,"N",TRUE
10195,"N",0.619619743749047,"Y",FALSE
10204,"N",0.0192994019630683,"N",TRUE
10241,"N",0.34464910945939,"N",TRUE
10302,"N",0.529975323386655,"N",TRUE
10369,"N",0.209185211375902,"N",TRUE
10423,"N",0.632250791826713,"Y",FALSE
10424,"N",0.338642987476308,"N",TRUE
10429,"N",0.0532978876202048,"N",TRUE
10434,"N",0.0877751278491162,"N",TRUE
10465,"N",0.438497606331182,"N",TRUE
10472,"N",0.682305748987007,"Y",FALSE
10485,"N",0.128987408762921,"N",TRUE
10508,"N",0.265928082956861,"N",TRUE
10527,"N",0.348165824815026,"N",TRUE
10532,"N",0.693190931298473,"Y",FALSE
10574,"N",0.158629393271915,"N",TRUE
10601,"N",0.130169517917308,"N",TRUE
10629,"N",0.17088531639513,"N",TRUE
10700,"N",0.363597540250591,"N",TRUE
10747,"N",0.259035170474835,"N",TRUE
10765,"N",0.355985339271706,"N",TRUE
10771,"N",0.121141690595076,"N",TRUE
10788,"N",0.223809477599925,"N",TRUE
10845,"N",0.168746344335744,"N",TRUE
10850,"N",0.109085708798522,"N",TRUE
10862,"N",0.238369374781409,"N",TRUE
10873,"N",0.0332568646393925,"N",TRUE
10900,"N",0.407926679115657,"N",TRUE
10927,"N",0.14978208894375,"N",TRUE
10940,"N",0.00325484553937177,"N",TRUE
10949,"N",0.00433355095465405,"N",TRUE
10990,"N",0.235761596002749,"N",TRUE
11006,"N",0.557468116223051,"N",TRUE
11063,"N",0.160301291604604,"N",TRUE
11074,"N",0.0235768239736805,"N",TRUE
11075,"N",0.268980490640334,"N",TRUE
11079,"N",0.145549122766717,"N",TRUE
11113,"N",0.215328724250443,"N",TRUE
11126,"N",0.100066673646792,"N",TRUE
11133,"N",0.354700702824145,"N",TRUE
11137,"N",0.088581465032256,"N",TRUE
11148,"N",0.0632650820497562,"N",TRUE
11191,"N",0.10835303335936,"N",TRUE
11222,"N",0.0496712481373071,"N",TRUE
11229,"N",0.111524912656014,"N",TRUE
11265,"N",0.233296257279755,"N",TRUE
11301,"N",0.132680339203435,"N",TRUE
11318,"N",0.0444001234643058,"N",TRUE
11375,"N",0.00117353197036406,"N",TRUE
11385,"N",0.215248921026111,"N",TRUE
11387,"N",0.0324232496551812,"N",TRUE
11402,"N",0.163465356276837,"N",TRUE
11495,"N",0.180653465104982,"N",TRUE
11572,"N",0.0207622356575293,"N",TRUE
11577,"N",0.0943578628498285,"N",TRUE
11580,"N",0.0858295861999336,"N",TRUE
11595,"N",0.235245965941458,"N",TRUE
11631,"N",0.324885365572749,"N",TRUE
11658,"N",0.0451786243484682,"N",TRUE
11692,"N",0.10551312769239,"N",TRUE
11739,"N",0.0438189998646559,"N",TRUE
11745,"N",0.0468520583372337,"N",TRUE
11746,"N",0.52379411129982,"N",TRUE
11790,"N",0.0243290423458579,"N",TRUE
11813,"N",0.0777936711614278,"N",TRUE
11825,"N",0.0667644105569928,"N",TRUE
11846,"N",0.132116943954861,"N",TRUE
10025,"N",0.47146653556288,"N",TRUE
10036,"N",0.243094756562745,"N",TRUE
10044,"N",0.102769028257858,"N",TRUE
10067,"N",0.435179345365578,"N",TRUE
10083,"N",0.211100159775661,"N",TRUE
10087,"N",0.24095864321157,"N",TRUE
10096,"N",0.211021614977486,"N",TRUE
10102,"N",0.153049619723408,"N",TRUE
10116,"N",0.443072575828496,"N",TRUE
10136,"N",0.654009503847464,"Y",FALSE
10139,"N",0.00226309167709429,"N",TRUE
10153,"N",0.0900523864787226,"N",TRUE
10197,"N",0.382770093700176,"N",TRUE
10236,"N",0.171484551898049,"N",TRUE
10246,"N",0.662001738569766,"Y",FALSE
10261,"N",0.737676911367911,"Y",FALSE
10287,"N",0.236094190083029,"N",TRUE
10541,"N",0.66231710338852,"Y",FALSE
10565,"N",0.232210880328757,"N",TRUE
10590,"N",0.409437266758178,"N",TRUE
10594,"N",0.795957467292378,"Y",FALSE
10605,"N",0.031238647691329,"N",TRUE
10637,"N",0.269094990032905,"N",TRUE
10643,"N",0.259487221934219,"N",TRUE
10644,"N",0.0932138897273968,"N",TRUE
10719,"N",0.451938577702059,"N",TRUE
10731,"N",0.585611429768558,"N",TRUE
10738,"N",0.731830974852227,"Y",FALSE
10865,"N",0.0755542129954693,"N",TRUE
10867,"N",0.53641932445722,"N",TRUE
10889,"N",0.233978368151811,"N",TRUE
10894,"N",0.197207267434194,"N",TRUE
10946,"N",0.0430037833725775,"N",TRUE
10951,"N",0.0589017754393858,"N",TRUE
10956,"N",0.213614795418841,"N",TRUE
10980,"N",0.177036064060341,"N",TRUE
11012,"N",0.257177014727473,"N",TRUE
11034,"N",0.127782466838533,"N",TRUE
11035,"N",0.167213703240575,"N",TRUE
11045,"N",0.153120295801972,"N",TRUE
11073,"N",0.135941272041748,"N",TRUE
11130,"N",0.136094659430493,"N",TRUE
11136,"N",0.0962611041157879,"N",TRUE
11140,"N",0.337951747499145,"N",TRUE
11162,"N",0.00114436235466997,"N",TRUE
11168,"N",0.00339363499588159,"N",TRUE
11197,"N",0.055240948098942,"N",TRUE
11205,"N",0.200184777190905,"N",TRUE
11206,"N",0.158230470163699,"N",TRUE
11211,"N",0.143238592231158,"N",TRUE
11221,"N",0.342603904863318,"N",TRUE
11224,"N",0.119511517854266,"N",TRUE
11238,"N",0.0777345090953505,"N",TRUE
11253,"N",0.266333801662586,"N",TRUE
11262,"N",0.501875455552112,"N",TRUE
11274,"N",0.658583123431452,"Y",FALSE
11306,"N",0.112475917599704,"N",TRUE
11321,"N",0.480369316717136,"N",TRUE
11334,"N",0.210978383277805,"N",TRUE
11373,"N",0.148693813009206,"N",TRUE
11384,"N",0.0834289695499479,"N",TRUE
11399,"N",0.121098270005181,"N",TRUE
11487,"N",0.0510359467576057,"N",TRUE
11533,"N",0.0638988915993197,"N",TRUE
11549,"N",0.338566523219219,"N",TRUE
11566,"N",0.100200728766797,"N",TRUE
11573,"N",0.123602129105129,"N",TRUE
11612,"N",0.144315897109732,"N",TRUE
11633,"N",0.178426383677837,"N",TRUE
11642,"N",0.154075253896888,"N",TRUE
11682,"N",0.084334718699589,"N",TRUE
11760,"N",0.369946169524547,"N",TRUE
11771,"N",0.134285646878196,"N",TRUE
11772,"N",0.0642223224391304,"N",TRUE
11782,"N",0.114657810553111,"N",TRUE
11786,"N",0.142784685148727,"N",TRUE
11799,"N",0.339759648795627,"N",TRUE
11822,"N",0.0253967621813777,"N",TRUE
11832,"N",0.0677866511752702,"N",TRUE
11834,"N",0.1756962863402,"N",TRUE
11835,"N",0.108863480131898,"N",TRUE
10065,"N",0.301110348414979,"N",TRUE
10257,"N",0.105107328616173,"N",TRUE
10347,"N",0.853984959227121,"Y",FALSE
10359,"N",0.25734336002635,"N",TRUE
10374,"N",0.116411419083415,"N",TRUE
10404,"N",0.793273789252518,"Y",FALSE
10488,"N",0.900754113678777,"Y",FALSE
10491,"N",0.990381682415946,"Y",FALSE
10495,"N",0.712160556713615,"Y",FALSE
10520,"N",0.195894928534699,"N",TRUE
10528,"N",0.403419814327751,"N",TRUE
10529,"N",0.582310696005126,"N",TRUE
10547,"N",0.276269519928997,"N",TRUE
10550,"N",0.229442219475121,"N",TRUE
10575,"N",0.238742130780386,"N",TRUE
10663,"N",0.255565747620416,"N",TRUE
10667,"N",0.443807919164686,"N",TRUE
10710,"N",0.158018410192421,"N",TRUE
10711,"N",0.231663001703224,"N",TRUE
10786,"N",0.583944557206733,"N",TRUE
10789,"N",0.27195091310052,"N",TRUE
10818,"N",0.135880014007689,"N",TRUE
10819,"N",0.148762965280034,"N",TRUE
10903,"N",0.144275971911591,"N",TRUE
10969,"N",0.416017717728614,"N",TRUE
10972,"N",0.800709121840669,"Y",FALSE
11010,"N",0.216201862598385,"N",TRUE
11019,"N",0.133759609189324,"N",TRUE
11060,"N",0.149587255653631,"N",TRUE
11070,"N",0.0894943251817896,"N",TRUE
11071,"N",0.0844106069520091,"N",TRUE
11072,"N",0.303972595333028,"N",TRUE
11092,"N",0.303683016932379,"N",TRUE
11093,"N",0.301398817210536,"N",TRUE
11147,"N",0.116785655647268,"N",TRUE
11174,"N",0.0850573835076084,"N",TRUE
11181,"N",0.677583898685008,"Y",FALSE
11193,"N",0.24067969158098,"N",TRUE
11194,"N",0.338751462472948,"N",TRUE
11248,"N",0.0732739462959504,"N",TRUE
11278,"N",0.497804469331996,"N",TRUE
11285,"N",0.610655057611053,"Y",FALSE
11310,"N",0.094813884611949,"N",TRUE
11328,"N",0.363397341001532,"N",TRUE
11342,"N",0.206535642797756,"N",TRUE
11346,"N",0.520453848778318,"N",TRUE
11347,"N",0.160325625680391,"N",TRUE
11362,"N",0.130161854752485,"N",TRUE
11397,"N",0.0416435222488741,"N",TRUE
11405,"N",0.186536378373201,"N",TRUE
11411,"N",0.47613212866848,"N",TRUE
11424,"N",0.126431921036885,"N",TRUE
11452,"N",0.126521056895601,"N",TRUE
11482,"N",0.771694265512214,"Y",FALSE
11496,"N",0.276624952582803,"N",TRUE
11528,"N",0.0981470168810374,"N",TRUE
11541,"N",0.146189092269963,"N",TRUE
11543,"N",0.2211292278051,"N",TRUE
11553,"N",0.155564623741267,"N",TRUE
11557,"N",0.109038436199054,"N",TRUE
11562,"N",0.106526389106435,"N",TRUE
11568,"N",0.142600035215543,"N",TRUE
11626,"N",0.588504981221658,"N",TRUE
11703,"N",0.259972782665998,"N",TRUE
11728,"N",0.336568933068188,"N",TRUE
11779,"N",0.0845275537106991,"N",TRUE
11800,"N",0.225131810886045,"N",TRUE
11801,"N",0.0784177674544113,"N",TRUE
10026,"N",0.225728314947105,"N",TRUE
10120,"N",0.775066737616068,"Y",FALSE
10148,"N",0.306754649793628,"N",TRUE
10207,"N",0.272137797074302,"N",TRUE
10229,"N",0.205189593404113,"N",TRUE
10267,"N",0.203731302822968,"N",TRUE
10308,"N",0.196989604867766,"N",TRUE
10316,"N",0.195315181324947,"N",TRUE
10413,"N",0.8194711442664,"Y",FALSE
10428,"N",0.271182263496489,"N",TRUE
10555,"N",0.123741317605749,"N",TRUE
10614,"N",0.249618657788334,"N",TRUE
10674,"N",0.4472489994335,"N",TRUE
10742,"N",0.0779494898158123,"N",TRUE
10748,"N",0.853958286167136,"Y",FALSE
10767,"N",0.0963064231710597,"N",TRUE
10815,"N",0.256478491640788,"N",TRUE
10839,"N",0.125161893825618,"N",TRUE
10852,"N",0.13868666489328,"N",TRUE
10895,"N",0.281075632510421,"N",TRUE
10945,"N",0.322959986236686,"N",TRUE
10947,"N",0.0885679865688082,"N",TRUE
10975,"N",0.1393354203127,"N",TRUE
10999,"N",0.162675009623357,"N",TRUE
11013,"N",0.0842983292414255,"N",TRUE
11098,"N",0.208377681715983,"N",TRUE
11135,"N",0.0693197228032554,"N",TRUE
11164,"N",0.100602487581607,"N",TRUE
11171,"N",0.188350128247092,"N",TRUE
11184,"N",0.11822893497769,"N",TRUE
11215,"N",0.185126474891119,"N",TRUE
11216,"N",0.40773401555981,"N",TRUE
11226,"N",0.0394140220795388,"N",TRUE
11254,"N",0.0640680888922708,"N",TRUE
11283,"N",0.0288098305669172,"N",TRUE
11291,"N",0.246476925263233,"N",TRUE
11292,"N",0.0480087341019562,"N",TRUE
11317,"N",0.0854287150057933,"N",TRUE
11340,"N",0.0544896226180036,"N",TRUE
11356,"N",0.0575448485703866,"N",TRUE
11377,"N",0.478564996927317,"N",TRUE
11394,"N",0.0895402675576733,"N",TRUE
11480,"N",0.174264300812792,"N",TRUE
11488,"N",0.263699742858187,"N",TRUE
11491,"N",0.354971919439599,"N",TRUE
11492,"N",0.445946236006752,"N",TRUE
11494,"N",0.591313227775017,"N",TRUE
11510,"N",0.203412498515772,"N",TRUE
11515,"N",0.120374505745687,"N",TRUE
11532,"N",0.19073019466935,"N",TRUE
11548,"N",0.157902158937196,"N",TRUE
11556,"N",0.106394601202649,"N",TRUE
11564,"N",0.130922054111449,"N",TRUE
11777,"N",0.333538988025498,"N",TRUE
11793,"N",0.110468595974799,"N",TRUE
11843,"N",0.110233975223161,"N",TRUE
10130,"Y",0.887488081730027,"Y",TRUE
10201,"Y",0.700124969633189,"Y",TRUE
10211,"Y",0.653797017355223,"Y",TRUE
10225,"Y",0.947063038450725,"Y",TRUE
10262,"Y",0.745354472688529,"Y",TRUE
10286,"Y",0.732716094149188,"Y",TRUE
10341,"Y",0.717633267091622,"Y",TRUE
10478,"Y",0.949756841479163,"Y",TRUE
10525,"Y",0.0578698159915818,"N",FALSE
10553,"Y",0.847730659235138,"Y",TRUE
10557,"Y",0.826415592701444,"Y",TRUE
10582,"Y",0.592489499779611,"N",FALSE
10585,"Y",0.989164024778816,"Y",TRUE
10611,"Y",0.100310833617281,"N",FALSE
10688,"Y",0.967977142798646,"Y",TRUE
10759,"Y",0.838760265907357,"Y",TRUE
10837,"Y",0.275172213275416,"N",FALSE
10869,"Y",0.576748463083019,"N",FALSE
10897,"Y",0.55684676763371,"N",FALSE
10923,"Y",0.881574202387131,"Y",TRUE
11055,"Y",0.482626340933674,"N",FALSE
11056,"Y",0.200064152517292,"N",FALSE
11102,"Y",0.983711135248551,"Y",TRUE
11199,"Y",0.977633600978591,"Y",TRUE
11326,"Y",0.703789643281629,"Y",TRUE
11332,"Y",0.898970564983328,"Y",TRUE
11359,"Y",0.0164902365121631,"N",FALSE
11427,"Y",0.062630676370686,"N",FALSE
11448,"Y",0.607590731597136,"Y",TRUE
11570,"Y",0.100898936633896,"N",FALSE
11583,"Y",0.578491280654569,"N",FALSE
11589,"Y",0.105992321332423,"N",FALSE
11623,"Y",0.984955283131491,"Y",TRUE
11641,"Y",0.11723922063072,"N",FALSE
11663,"Y",0.124763382825031,"N",FALSE
11686,"Y",0.411047326535471,"N",FALSE
11695,"Y",0.349475103107942,"N",FALSE
11705,"Y",0.0152220474373645,"N",FALSE
11708,"Y",0.966942273500236,"Y",TRUE
11711,"Y",0.973613266730312,"Y",TRUE
11714,"Y",0.875184188153026,"Y",TRUE
11720,"Y",0.0466607393322762,"N",FALSE
11764,"Y",0.0716807932299499,"N",FALSE
11816,"Y",0.33246630010694,"N",FALSE
11821,"Y",0.379855844839225,"N",FALSE
10013,"Y",0.646204790120256,"Y",TRUE
10027,"Y",0.335849204564826,"N",FALSE
10032,"Y",0.0854323807057385,"N",FALSE
10095,"Y",0.924831369478648,"Y",TRUE
10134,"Y",0.861547935067828,"Y",TRUE
10169,"Y",0.898622160461385,"Y",TRUE
10192,"Y",0.921014072271304,"Y",TRUE
10285,"Y",0.999920509214024,"Y",TRUE
10294,"Y",0.948984434904781,"Y",TRUE
10300,"Y",0.967669585559972,"Y",TRUE
10324,"Y",0.84820401500884,"Y",TRUE
10328,"Y",0.479185880430672,"N",FALSE
10333,"Y",0.955418291623854,"Y",TRUE
10339,"Y",0.888950754450126,"Y",TRUE
10360,"Y",0.99230762459698,"Y",TRUE
10361,"Y",0.908384073233899,"Y",TRUE
10364,"Y",0.887835935733764,"Y",TRUE
10400,"Y",0.928991533845838,"Y",TRUE
10415,"Y",0.901913895207017,"Y",TRUE
10430,"Y",0.814633711569317,"Y",TRUE
10458,"Y",0.358581583203625,"N",FALSE
10480,"Y",0.997649417802212,"Y",TRUE
10551,"Y",0.95931550548921,"Y",TRUE
10552,"Y",0.100272548796745,"N",FALSE
10732,"Y",0.296599638878355,"N",FALSE
10763,"Y",0.17821341602533,"N",FALSE
10769,"Y",0.996133733405299,"Y",TRUE
10798,"Y",0.91608121137879,"Y",TRUE
10808,"Y",0.900201744446681,"Y",TRUE
10822,"Y",0.992174903924452,"Y",TRUE
10853,"Y",0.7496699444317,"Y",TRUE
10859,"Y",0.306531437544645,"N",FALSE
10876,"Y",0.973341834283242,"Y",TRUE
10892,"Y",0.995723601704746,"Y",TRUE
10942,"Y",0.3913502099689,"N",FALSE
11190,"Y",0.331918377479318,"N",FALSE
11611,"Y",0.82373436545354,"Y",TRUE
11617,"Y",0.925281384698306,"Y",TRUE
11621,"Y",0.993751416881848,"Y",TRUE
11634,"Y",0.924027998771587,"Y",TRUE
11680,"Y",0.793825971751451,"Y",TRUE
11721,"Y",0.817339516003704,"Y",TRUE
11753,"Y",0.727955622956955,"Y",TRUE
11776,"Y",0.145894870775357,"N",FALSE
11812,"Y",0.814961077683654,"Y",TRUE
11830,"Y",0.225698894119849,"N",FALSE
10045,"Y",0.648601054273196,"Y",TRUE
10062,"Y",0.996358455932557,"Y",TRUE
10064,"Y",0.995586828814296,"Y",TRUE
10081,"Y",0.996276720397721,"Y",TRUE
10089,"Y",0.279648563443864,"N",FALSE
10091,"Y",0.99989160365529,"Y",TRUE
10099,"Y",0.645198409137197,"Y",TRUE
10131,"Y",0.292448286125407,"N",FALSE
10189,"Y",0.99772445834629,"Y",TRUE
10213,"Y",0.76427769854665,"Y",TRUE
10223,"Y",0.998335142126227,"Y",TRUE
10233,"Y",0.996136486397428,"Y",TRUE
10237,"Y",0.82719428445572,"Y",TRUE
10255,"Y",0.996103580042034,"Y",TRUE
10259,"Y",0.279165978084527,"N",FALSE
10265,"Y",0.827607970453499,"Y",TRUE
10288,"Y",0.803291205545184,"Y",TRUE
10303,"Y",0.940469302025597,"Y",TRUE
10313,"Y",0.764648228502894,"Y",TRUE
10318,"Y",0.968480888384703,"Y",TRUE
10323,"Y",0.969974641445996,"Y",TRUE
10330,"Y",0.9994888725503,"Y",TRUE
10336,"Y",0.840466820025635,"Y",TRUE
10355,"Y",0.631624816667051,"Y",TRUE
10379,"Y",0.865148074939859,"Y",TRUE
10396,"Y",0.667538548040239,"Y",TRUE
10463,"Y",0.871089006585992,"Y",TRUE
10464,"Y",0.743141964916029,"Y",TRUE
10474,"Y",0.715447472719887,"Y",TRUE
10475,"Y",0.996007925773667,"Y",TRUE
10487,"Y",0.812352476345196,"Y",TRUE
10496,"Y",0.684486615443076,"Y",TRUE
10499,"Y",0.773269440177632,"Y",TRUE
10505,"Y",0.821474077814694,"Y",TRUE
10531,"Y",0.372255648682574,"N",FALSE
10536,"Y",0.246934125517937,"N",FALSE
10561,"Y",0.999941163532617,"Y",TRUE
10562,"Y",0.382488274114173,"N",FALSE
10589,"Y",0.769245940763576,"Y",TRUE
10599,"Y",0.863742558617384,"Y",TRUE
10617,"Y",0.992728976435836,"Y",TRUE
10623,"Y",0.934599649170995,"Y",TRUE
10630,"Y",0.219940688429907,"N",FALSE
10631,"Y",0.999957824594224,"Y",TRUE
