"UniqueID","sold.fctr","sold.fctr.predict.All.Interact.X.no.rnorm.rf.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rf","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.Max.cor.Y.rpart.prob","sold.fctr.predict.Max.cor.Y.rpart","sold.fctr.predict.All.X.no.rnorm.rpart.prob","sold.fctr.predict.All.X.no.rnorm.rpart","sold.fctr.predict.All.Interact.X.no.rnorm.rpart.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rpart","sold.fctr.predict.All.Interact.X.glmnet.prob","sold.fctr.predict.All.Interact.X.glmnet","sold.fctr.predict.Max.cor.Y.glm.prob","sold.fctr.predict.Max.cor.Y.glm","sold.fctr.predict.All.X.glmnet.prob","sold.fctr.predict.All.X.glmnet","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart.prob","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart","sold.fctr.predict.All.Interact.X.bayesglm.prob","sold.fctr.predict.All.Interact.X.bayesglm","sold.fctr.predict.Interact.High.cor.Y.glm.prob","sold.fctr.predict.Interact.High.cor.Y.glm","sold.fctr.predict.All.X.bayesglm.prob","sold.fctr.predict.All.X.bayesglm","sold.fctr.predict.Low.cor.X.glm.prob","sold.fctr.predict.Low.cor.X.glm","sold.fctr.predict.All.X.glm.prob","sold.fctr.predict.All.X.glm","sold.fctr.predict.All.Interact.X.glm.prob","sold.fctr.predict.All.Interact.X.glm","sold.fctr.predict.Ensemble.glmnet.prob","sold.fctr.predict.Ensemble.glmnet","sold.fctr.predict.Ensemble.glmnet.accurate"
11404,"N",0.168,"N",0.16,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.175399994216039,"N",0.0312912258154804,"N",0.110565583741242,"N",0.0419161676646706,"N",0.0471562317034844,"N",0.0324965956078776,"N",0.00871204861223263,"N",0.00752863063452289,"N",0.0069180012932462,"N",2.22044604925031e-16,"N",0.141599187377223,"N",TRUE
11418,"N",0.14,"N",0.122,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.180661013921758,"N",0.0233909268622447,"N",0.109614433013701,"N",0.0419161676646706,"N",0.0457119446770446,"N",0.0244207454461466,"N",0.00787990171649914,"N",0.00669286433166774,"N",0.00597858546012442,"N",2.22044604925031e-16,"N",0.123100729033709,"N",TRUE
11419,"N",0.002,"N",0.022,"N",0.125,"N",0.125,"N",0.125,"N",0.00410836139744364,"N",0.00490896966968537,"N",0.0893365136498565,"N",0.125,"N",2.37758405879841e-10,"N",0.00255758877893857,"N",0.000667655299048305,"N",0.00056227648474875,"N",0.000451170030667761,"N",2.22044604925031e-16,"N",0.0735352705110444,"N",TRUE
11437,"N",0.006,"N",0.028,"N",0.125,"N",0.125,"N",0.125,"N",0.546903014239384,"N",0.641338091332967,"N",0.632517371499667,"N",0.125,"N",0.134268130791026,"N",0.456707653133429,"N",0.418500285661748,"N",0.391328001537413,"N",0.393275312275012,"N",2.22044604925031e-16,"N",0.0762783729880728,"N",TRUE
11450,"N",0.05,"N",0.028,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.272034626598551,"N",0.245910725627851,"N",0.276681772526496,"N",0.466666666666667,"Y",0.135203476950767,"N",0.245844456684439,"N",0.148678627926797,"N",0.133760472137535,"N",0.138324473878907,"N",2.22044604925031e-16,"N",0.0887892983469094,"N",TRUE
11455,"N",0.014,"N",0.008,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.349069066966685,"N",0.589388016185084,"N",0.440155018420299,"N",0.1015625,"N",0.17834089712304,"N",0.583175853833247,"N",0.458770515618313,"N",0.437482597337076,"N",0.45936193259627,"N",2.22044604925031e-16,"N",0.0742613061122697,"N",TRUE
11459,"N",0,"N",0,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.33282083501038,"N",0.516169840008568,"N",0.404972813747381,"N",0.1015625,"N",0.155586213945919,"N",0.511034922373675,"N",0.340978011245384,"N",0.319788877667151,"N",0.320639982530832,"N",2.22044604925031e-16,"N",0.0704972582591034,"N",TRUE
11465,"N",0.038,"N",0.072,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.349958416319012,"N",0.593266632543339,"N",0.447525434721262,"N",0.1015625,"N",0.234732184140625,"N",0.587005733776279,"N",0.528302643099222,"Y",0.471299395379277,"N",0.505082812534212,"Y",1,"Y",0.0910277897353527,"N",TRUE
11526,"N",0.008,"N",0.084,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.229180287174099,"N",0.11318780528445,"N",0.198619560221005,"N",0.0419161676646706,"N",0.107555050574891,"N",0.114765967072347,"N",0.0536121756820521,"N",0.0427010861014234,"N",0.0439318328471443,"N",2.22044604925031e-16,"N",0.0855861753139123,"N",TRUE
11591,"N",0.008,"N",0.03,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.33468599452312,"N",0.524759240810723,"N",0.409010813944897,"N",0.1015625,"N",0.155710345598002,"N",0.519484249486358,"N",0.351006030503877,"N",0.327386150197634,"N",0.332870356244137,"N",2.22044604925031e-16,"N",0.0768523365169649,"N",TRUE
11597,"N",0.128,"N",0.192,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.260636752664909,"N",0.141057352916981,"N",0.238891166635541,"N",0.0419161676646706,"N",0.102273692757253,"N",0.142436002777462,"N",0.0726405375736041,"N",0.0626098777433492,"N",0.0619669807680269,"N",2.22044604925031e-16,"N",0.140191104154854,"N",TRUE
11602,"N",0.246,"N",0.33,"N",0.125,"N",0.125,"N",0.125,"N",0.629462296750319,"Y",0.718252621922876,"Y",0.67160059232384,"N",0.125,"N",0.362387258637006,"N",0.543635348479651,"N",0.610406451484242,"Y",0.636563337761241,"Y",0.577702041295326,"Y",2.22044604925031e-16,"N",0.241349234322673,"N",TRUE
11719,"N",0.552,"N",0.338,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.222353741608053,"N",0.0650420232845059,"N",0.171315963770217,"N",0.0419161676646706,"N",0.0757771916516444,"N",0.0666392260014183,"N",0.0384368408224471,"N",0.0407200144959217,"N",0.0296706026300335,"N",2.22044604925031e-16,"N",0.393351180565506,"N",TRUE
11763,"N",0.428,"N",0.412,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.265070406307306,"N",0.152820559849835,"N",0.247288591168703,"N",0.222222222222222,"N",0.114817901846329,"N",0.154084872567914,"N",0.11192327596266,"N",0.117998471804892,"N",0.0925597986039602,"N",2.22044604925031e-16,"N",0.37401957524535,"N",TRUE
11796,"N",0.58,"N",0.602,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.737266317519499,"Y",0.811017679677241,"Y",0.724845809572913,"Y",0.941717791411043,"Y",0.652491715263939,"Y",0.665285216059062,"Y",0.583285292785352,"Y",0.538051665527537,"Y",0.569891151081857,"Y",2.22044604925031e-16,"N",0.623629806989876,"Y",FALSE
11838,"N",0.026,"N",0.046,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.322809758962272,"N",0.361617435175598,"N",0.369402418757569,"N",0.1015625,"N",0.167507490868651,"N",0.359365723763799,"N",0.314375861627492,"N",0.260021994002072,"N",0.281497049998873,"N",2.22044604925031e-16,"N",0.0830419620558423,"N",TRUE
10005,"N",0.17,"N",0.222,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.258996261115167,"N",0.410730196126362,"N",0.290336068688695,"N",0.1015625,"N",0.00959462642853614,"N",0.407514663944437,"N",0.0625510124855142,"N",0.0147331411091611,"N",0.0470550365509499,"N",2.22044604925031e-16,"N",0.162660467273252,"N",TRUE
10199,"N",0.97,"Y",0.984,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.805841253020898,"Y",0.870416434814907,"Y",0.760857658916293,"Y",0.941717791411043,"Y",0.94722382202943,"Y",0.863102320988328,"Y",0.920927230157934,"Y",0.95279084527602,"Y",0.926045547939542,"Y",2.22044604925031e-16,"N",0.918371978605176,"Y",FALSE
10386,"N",0.146,"N",0.096,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.313710843172382,"N",0.375477656063718,"N",0.354478712533803,"N",0.1015625,"N",0.171635245679979,"N",0.372952694006347,"N",0.242645861717947,"N",0.12877044992348,"N",0.191881637346798,"N",2.22044604925031e-16,"N",0.12043191886196,"N",TRUE
10597,"N",0,"N",0.02,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.387562714098059,"N",0.70929082506792,"Y",0.520778131602967,"N",0.1015625,"N",0.114776629157401,"N",0.702094199247636,"Y",0.312434139016379,"N",0.287615534495311,"N",0.19259011264719,"N",2.22044604925031e-16,"N",0.0734774261296971,"N",TRUE
10651,"N",0.014,"N",0.044,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.316303743630359,"N",0.402922772474475,"N",0.367804414807688,"N",0.1015625,"N",0.0625815074690109,"N",0.399859200029589,"N",0.101278524062973,"N",0.0872602322462586,"N",0.0534874928645515,"N",2.22044604925031e-16,"N",0.0796237485537308,"N",TRUE
10676,"N",0.134,"N",0.146,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.253721506134159,"N",0.139110053035049,"N",0.230143652606842,"N",0.0419161676646706,"N",0.185788313739478,"N",0.140506047854055,"N",0.134230099467081,"N",0.152683664782783,"N",0.0678836143919833,"N",2.22044604925031e-16,"N",0.129769754136384,"N",TRUE
10741,"N",0.048,"N",0.072,"N",0.125,"N",0.125,"N",0.125,"N",0.410846206632751,"N",0.523565251928626,"N",0.551341434421403,"N",0.125,"N",0.0170137500988115,"N",0.457522739796086,"N",0.236414206014851,"N",0.271385719505561,"N",0.259906826150128,"N",2.22044604925031e-16,"N",0.0913282736270697,"N",TRUE
10804,"N",0.006,"N",0.052,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.381043514373172,"N",0.685441519818865,"N",0.507050228142572,"N",0.1015625,"N",0.117588831732375,"N",0.67834307169011,"Y",0.30442020129904,"N",0.273515962996327,"N",0.188131564638816,"N",2.22044604925031e-16,"N",0.0801071267101446,"N",TRUE
10829,"N",0.01,"N",0.054,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.330688630274802,"N",0.469145921492559,"N",0.398786979325524,"N",0.1015625,"N",0.0978987764197245,"N",0.464828184741752,"N",0.118744741411831,"N",0.104935690070256,"N",0.0636614183611392,"N",2.22044604925031e-16,"N",0.0810227141782663,"N",TRUE
11001,"N",0,"N",0.018,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.181872949370361,"N",0.0725237005106909,"N",0.137881851739761,"N",0.0419161676646706,"N",0.394010554873591,"N",0.0741531302899869,"N",0.0321511513731678,"N",0.0133593261078351,"N",0.72709692331272,"Y",1,"Y",0.0745937796399748,"N",TRUE
11138,"N",0.064,"N",0.096,"N",0.125,"N",0.125,"N",0.125,"N",0.303090484734478,"N",0.390637362560903,"N",0.5008678442093,"N",0.125,"N",0.00755521277198726,"N",0.367071695654442,"N",0.159477862053978,"N",0.157488056744315,"N",0.161014226013696,"N",2.22044604925031e-16,"N",0.0996717516700466,"N",TRUE
11195,"N",0.062,"N",0.032,"N",0.125,"N",0.125,"N",0.125,"N",0.229645400006312,"N",0.29873967483533,"N",0.461897097108916,"N",0.125,"N",0.00100509705944861,"N",0.247144752371787,"N",0.0292012897640706,"N",0.0309635396685954,"N",0.0251882878217961,"N",2.22044604925031e-16,"N",0.0859622556390129,"N",TRUE
11367,"N",0.416,"N",0.286,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.28305915209404,"N",0.273376088084672,"N",0.295634833922482,"N",0.133333333333333,"N",0.13452279205834,"N",0.27282144763395,"N",0.0789864193531623,"N",0.104071579428114,"N",0.089000505010312,"N",2.22044604925031e-16,"N",0.295823920720946,"N",TRUE
11372,"N",0.192,"N",0.18,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.261230443030661,"N",0.16404294354916,"N",0.245402496075116,"N",0.3125,"Y",0.28115035371677,"N",0.165184020592491,"N",0.116678145532002,"N",0.241752588794266,"N",0.155600854419906,"N",2.22044604925031e-16,"N",0.164980578879124,"N",TRUE
11378,"N",0.274,"N",0.224,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.249616055944738,"N",0.157028216060612,"N",0.229718307440677,"N",0.222222222222222,"N",0.0985796566548273,"N",0.158247864062105,"N",0.034936945594402,"N",0.046881679181981,"N",0.0379411185061638,"N",2.22044604925031e-16,"N",0.205622926037482,"N",TRUE
11412,"N",0.108,"N",0.166,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.296928697537816,"N",0.302905908051107,"N",0.319240510898478,"N",0.1015625,"N",0.15447179092898,"N",0.30179873137985,"N",0.106364965425595,"N",0.045444807573924,"N",0.112820238617199,"N",2.22044604925031e-16,"N",0.129005008373714,"N",TRUE
11417,"N",0.092,"N",0.122,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.390229448912896,"N",0.725333436921088,"Y",0.522323807207883,"N",0.1015625,"N",0.523819205610455,"Y",0.718103375549769,"Y",0.749267002441363,"Y",0.613499252073868,"Y",0.774092538965586,"Y",1,"Y",0.117635102012182,"N",TRUE
11443,"N",0.092,"N",0.128,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.408143531942895,"N",0.782037774613292,"Y",0.559309495637126,"N",0.1015625,"N",0.294781947558072,"N",0.774929367466615,"Y",0.54126583721158,"Y",0.275201273292956,"N",0.51917343387725,"Y",1,"Y",0.116488385276905,"N",TRUE
11458,"N",0.004,"N",0.038,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.220276268655836,"N",0.0724617793503103,"N",0.172069336726419,"N",0.0419161676646706,"N",0.0337569495289944,"N",0.0740910056411249,"N",0.00778598354602985,"N",0.00359823456996181,"N",0.00618183359691311,"N",2.22044604925031e-16,"N",0.0758603847201413,"N",TRUE
11466,"N",0.178,"N",0.124,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.36812521897808,"N",0.642381397647878,"N",0.475523736138412,"N",0.1015625,"N",0.493035659395255,"N",0.635591721214313,"Y",0.675268069073787,"Y",0.68940517481351,"Y",0.726342721905807,"Y",1,"Y",0.141140390245437,"N",TRUE
11585,"N",0.138,"N",0.19,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.346282388843418,"N",0.523988185333333,"N",0.424241468978213,"N",0.1015625,"N",0.679782278867201,"Y",0.518725637365415,"N",0.221028975517273,"N",0.115382773108031,"N",0.175806927471751,"N",2.22044604925031e-16,"N",0.152007752408419,"N",TRUE
11629,"N",0.778,"Y",0.756,"Y",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.284561779609543,"N",0.259897446949331,"N",0.295039607033671,"N",0.133333333333333,"N",0.447714436899075,"N",0.259586129854854,"N",0.265207778622953,"N",0.104702369961252,"N",0.277281909423431,"N",1,"Y",0.768386168541566,"Y",FALSE
11748,"N",0.69,"Y",0.62,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.694544102524104,"Y",0.781054428566877,"Y",0.698024519253918,"N",0.941717791411043,"Y",0.926522393923013,"Y",0.593898452530725,"N",0.778203080563841,"Y",0.70119622138655,"Y",0.667498505051009,"Y",1,"Y",0.699710037510013,"Y",FALSE
11819,"N",0.138,"N",0.078,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.32031158293279,"N",0.413235154586245,"N",0.369880332242999,"N",0.1015625,"N",0.308569501290085,"N",0.409971032265523,"N",0.239736894274259,"N",0.285415409416009,"N",0.236990112794063,"N",2.22044604925031e-16,"N",0.115422713957139,"N",TRUE
11826,"N",0.196,"N",0.332,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.231768652294276,"N",0.104563503036797,"N",0.195211276869155,"N",0.0419161676646706,"N",0.0455384236177648,"N",0.106179537132371,"N",0.0120030304635949,"N",0.0167193424164123,"N",0.00697308022741142,"N",1,"Y",0.21226961709047,"N",TRUE
10012,"N",0.332,"N",0.352,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.284179432534384,"N",0.210994908434586,"N",0.289117949102326,"N",0.368421052631579,"Y",0.114016683867842,"N",0.211498683222071,"N",0.191803196401005,"N",0.166919524624028,"N",0.171157018912789,"N",2.22044604925031e-16,"N",0.29539052384194,"N",TRUE
10038,"N",0.306,"N",0.34,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.283077813719891,"N",0.207315314427464,"N",0.286900318590277,"N",0.6,"Y",0.211209378799148,"N",0.20787503294134,"N",0.307184101472803,"N",0.307137755350144,"N",0.305613340849325,"N",1,"Y",0.286871816934393,"N",TRUE
10054,"N",0.14,"N",0.19,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.271768289238914,"N",0.171832626568544,"N",0.26443713918646,"N",0.125,"N",0.171912044606478,"N",0.17288077238582,"N",0.275520020471328,"N",0.269506146963894,"N",0.274086693336403,"N",1,"Y",0.145866057527124,"N",TRUE
10082,"N",0.118,"N",0.174,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.288725145524195,"N",0.314092508675061,"N",0.315638908141623,"N",0.1015625,"N",0.17570576423258,"N",0.312770676481085,"N",0.418897936548069,"N",0.418860913910646,"N",0.428879126396778,"N",1,"Y",0.134290481126096,"N",TRUE
10127,"N",0.766,"Y",0.716,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.721370919887236,"Y",0.797874547545495,"Y",0.721126293433212,"Y",0.941717791411043,"Y",0.734859639353743,"Y",0.823551566390734,"Y",0.833385029290181,"Y",0.83567310768753,"Y",0.838926603992246,"Y",1,"Y",0.776279945041595,"Y",FALSE
10168,"N",0.062,"N",0.108,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.244076434461677,"N",0.151853307247927,"N",0.226109241809047,"N",0.222222222222222,"N",0.104133405290398,"N",0.153127616259279,"N",0.132180336956112,"N",0.135441128679478,"N",0.12363105880252,"N",2.22044604925031e-16,"N",0.104476868864551,"N",TRUE
10182,"N",0.468,"N",0.5,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.680430572338145,"Y",0.763175425684327,"Y",0.700864973533074,"Y",0.823529411764706,"Y",0.776696742869299,"Y",0.811902785529173,"Y",0.885392599105459,"Y",0.89446262723239,"Y",0.887943292343159,"Y",1,"Y",0.494248149580389,"N",TRUE
10254,"N",0,"N",0,"N",0.125,"N",0.125,"N",0.125,"N",0.326455433020164,"N",0.409590059169829,"N",0.526174326163717,"N",0.125,"N",0.0179987947979652,"N",0.488193466579435,"N",0.556654164199658,"Y",0.57414489825646,"Y",0.545845772431613,"Y",2.22044604925031e-16,"N",0.0697487399455515,"N",TRUE
10366,"N",0.45,"N",0.486,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.278605928211307,"N",0.192782119516793,"N",0.277950357410138,"N",0.181818181818182,"N",0.120947086007159,"N",0.193553705243496,"N",0.177163108515134,"N",0.216510881163814,"N",0.175485813722717,"N",2.22044604925031e-16,"N",0.428972263308298,"N",TRUE
10382,"N",0.324,"N",0.382,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.272928770483806,"N",0.175278794398302,"N",0.266715333285114,"N",0.6,"Y",0.167152248135171,"N",0.176284023440924,"N",0.200496914194573,"N",0.199389972404421,"N",0.190447638687961,"N",2.22044604925031e-16,"N",0.316748721496194,"N",TRUE
10494,"N",0.298,"N",0.304,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.268788261458297,"N",0.163188893221548,"N",0.258616654606916,"N",0.3125,"Y",0.182880337102905,"N",0.164339802362093,"N",0.210705749115152,"N",0.202216890634877,"N",0.20623220808367,"N",2.22044604925031e-16,"N",0.255116543382502,"N",TRUE
10638,"N",0.276,"N",0.218,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.237557544363464,"N",0.0900455968332312,"N",0.200533647251706,"N",0.0419161676646706,"N",0.222078480528649,"N",0.0916948826163483,"N",0.177551856777713,"N",0.184719261830968,"N",0.17041885419766,"N",2.22044604925031e-16,"N",0.201216104703792,"N",TRUE
10658,"N",0.17,"N",0.26,"N",0.125,"N",0.125,"N",0.125,"N",0.6495337583898,"Y",0.736173524039048,"Y",0.685985861051724,"N",0.125,"N",0.645314672654942,"Y",0.7893283257081,"Y",0.821680407126874,"Y",0.833960289019736,"Y",0.817516176601097,"Y",1,"Y",0.187064134448094,"N",TRUE
10772,"N",0.55,"N",0.42,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.25659338346942,"N",0.130895518468457,"N",0.235272209252053,"N",0.0419161676646706,"N",0.327836951572387,"N",0.132359377843932,"N",0.293942946067032,"N",0.274442740224395,"N",0.285439253820258,"N",1,"Y",0.448236353800335,"N",TRUE
10857,"N",0.388,"N",0.212,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.223577532771205,"N",0.0668268686966614,"N",0.176508608623935,"N",0.0419161676646706,"N",0.211495686329799,"N",0.0684331992289359,"N",0.116445658554533,"N",0.10545570272332,"N",0.104713536835212,"N",2.22044604925031e-16,"N",0.245241902611716,"N",TRUE
10955,"N",0.992,"Y",0.96,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.922857142857143,"Y",0.789037925178605,"Y",0.852557235914979,"Y",0.75687694536851,"Y",0.941717791411043,"Y",0.945858982674605,"Y",0.884636727803235,"Y",0.891771472135842,"Y",0.903020812178722,"Y",0.901562663997728,"Y",1,"Y",0.917914682447743,"Y",FALSE
