"UniqueID","startprice","startprice.log","startprice.predict.All.X.glmnet","startprice.predict.All.X.glmnet.err","startprice.predict.All.X.glmnet.accurate"
10057,84.99,4.44253360251053,215.810363844063,130.820363844063,FALSE
10058,269.99,5.59838492127545,217.415898356947,52.5741016430533,FALSE
10059,295,5.68697535633982,143.686479526566,151.313520473434,FALSE
10060,210,5.34710753071747,191.98599622768,18.0140037723195,FALSE
10063,304.89,5.71995105581779,158.432523719377,146.457476280623,FALSE
10065,195,5.27299955856375,198.21334596958,3.21334596957996,FALSE
10066,319,5.76519110278484,287.683481701037,31.316518298963,FALSE
10067,389.99,5.96612109776931,388.638148453656,1.35185154634445,FALSE
10069,254.99,5.5412243287032,229.512013728669,25.4779862713307,FALSE
10071,159.95,5.07486126639553,206.92932087596,46.9793208759596,FALSE
10072,279.99,5.63475388824576,278.324681448616,1.66531855138413,FALSE
10077,119.95,4.7870749892857,204.354593276745,84.4045932767452,FALSE
10079,269.94,5.59819971208114,295.035992243837,25.0959922438375,FALSE
10082,169.95,5.13550427614213,217.168387037453,47.2183870374534,FALSE
10083,319.85,5.76785213589615,319.250804710641,0.599195289359443,FALSE
10084,329.99,5.79906235097108,334.629550519703,4.6395505197026,FALSE
10085,249.95,5.52126089785958,263.741978694309,13.7919786943088,FALSE
10087,550,6.30991827822652,442.745960519451,107.254039480549,FALSE
10088,169.98,5.13568078307048,223.873226505767,53.893226505767,FALSE
10093,194.29,5.26935188825502,166.116208940501,28.1737910594986,FALSE
10094,193.15,5.26346708911229,215.566132894936,22.4161328949359,FALSE
10096,489.99,6.19438498273316,328.616746803032,161.373253196968,FALSE
10100,199.99,5.298267365298,217.803421514806,17.8134215148061,FALSE
10102,349,5.85507192220243,332.562454105432,16.4375458945675,FALSE
10103,160,5.07517381523383,109.638291380086,50.3617086199144,FALSE
10104,295,5.68697535633982,278.626930263294,16.3730697367064,FALSE
10106,279.95,5.6346110157949,225.79691604147,54.15308395853,FALSE
10107,149.95,5.01030190519502,256.843334186019,106.893334186019,FALSE
10110,99,4.59511985013459,184.045149103679,85.045149103679,FALSE
10111,320,5.76832099579377,323.534527004907,3.53452700490715,FALSE
10112,255,5.54126354515843,54.1479041631745,200.852095836825,FALSE
10115,250,5.52146091786225,167.789854321126,82.2101456788736,FALSE
10116,549.99,6.30990009624304,390.645662612365,159.344337387636,FALSE
10120,250,5.52146091786225,192.612077644654,57.387922355346,FALSE
10121,249.99,5.52142091706223,198.793370920915,51.1966290790848,FALSE
10122,299.99,5.7037491407673,275.641878136516,24.3481218634836,FALSE
10126,344,5.8406416573734,179.314273740974,164.685726259026,FALSE
10127,100,4.60517018598809,11.6583448163389,88.3416551836611,FALSE
10128,250,5.52146091786225,167.655785689734,82.3442143102658,FALSE
10129,175,5.16478597392351,173.371260239804,1.62873976019563,FALSE
10132,119.99,4.7874084059763,189.850153446271,69.8601534462706,FALSE
10133,225,5.41610040220442,219.975943219844,5.02405678015609,FALSE
10135,225,5.41610040220442,69.854817122886,155.145182877114,FALSE
10136,389.99,5.96612109776931,336.72968271506,53.2603172849402,FALSE
10139,274.99,5.61673473336903,269.836940869644,5.1530591303565,FALSE
10144,215,5.37063802812766,241.389018982956,26.3890189829564,FALSE
10146,187.5,5.23377884541047,184.06735339764,3.43264660236025,FALSE
10148,229,5.43372200355424,266.851275605786,37.851275605786,FALSE
10149,159.93,5.07473621950278,199.591283685232,39.6612836852318,FALSE
10153,639.99,6.46145255123165,361.982626566297,278.007373433703,FALSE
10155,284.99,5.65245409193376,209.859461728571,75.1305382714295,FALSE
10158,139.98,4.94149955526139,191.289544976487,51.3095449764875,FALSE
10160,294.99,5.68694145746017,281.170366457189,13.8196335428112,FALSE
10163,299.99,5.7037491407673,338.446381292251,38.4563812922513,FALSE
10164,270,5.59842195899838,239.176538880559,30.8234611194406,FALSE
10167,399.99,5.99143954679548,213.457688053356,186.532311946644,FALSE
10168,279.95,5.6346110157949,225.157511799446,54.7924882005544,FALSE
10170,329,5.79605775076537,320.938461728291,8.06153827170942,FALSE
10171,187.5,5.23377884541047,183.809529106501,3.69047089349911,FALSE
10172,269,5.59471137960184,261.972208753745,7.02779124625482,FALSE
10182,100,4.60517018598809,69.325471043208,30.674528956792,FALSE
10184,15,2.70805020110221,188.711541195927,173.711541195927,FALSE
10188,299,5.70044357339069,279.766861314553,19.2331386854471,FALSE
10191,215,5.37063802812766,242.866771816522,27.8667718165215,FALSE
10193,250,5.52146091786225,120.971236420216,129.028763579784,FALSE
10195,200,5.29831736654804,94.9952064042903,105.00479359571,FALSE
10197,404.99,6.00386237544368,301.944802536656,103.045197463344,FALSE
10199,50,3.91202300542815,106.366803206053,56.3668032060531,FALSE
10200,89.99,4.49969855304586,214.335608898749,124.345608898749,FALSE
10204,309.99,5.73654003889437,219.984364709522,90.0056352904776,FALSE
10206,200,5.29831736654804,208.967091752842,8.96709175284175,FALSE
10207,269,5.59471137960184,261.611254746151,7.38874525384927,FALSE
10212,299,5.70044357339069,279.51934999506,19.4806500049404,FALSE
10215,374.95,5.9267926837474,397.690004220596,22.7400042205964,FALSE
10216,189,5.24174701505964,237.323535382973,48.3235353829728,FALSE
10217,75,4.31748811353631,147.954468510539,72.9544685105394,FALSE
10219,480,6.17378610390194,302.735571350486,177.264428649514,FALSE
10221,465.99,6.14416417466793,275.628918904229,190.361081095771,FALSE
10222,399.99,5.99143954679548,184.440413725765,215.549586274235,FALSE
10229,187.99,5.23638876992587,231.61828354455,43.6282835445495,FALSE
10232,425,6.05208916892442,318.804989010346,106.195010989654,FALSE
10235,164.99,5.10588486600335,178.914138976628,13.9241389766277,FALSE
10236,319.95,5.76816473358547,280.330777892742,39.6192221072575,FALSE
10239,398.99,5.98893635391915,262.839491982962,136.150508017038,FALSE
10241,99.99,4.60507018098776,57.7942300678094,42.1957699321906,FALSE
10244,155,5.04342511691925,262.486679493932,107.486679493932,FALSE
10246,400,5.99146454710798,214.743140548061,185.256859451939,FALSE
10249,114.94,4.7444102530796,159.013343510733,44.0733435107326,FALSE
10252,159.99,5.07511131328062,165.554737545705,5.56473754570536,FALSE
10254,229.97,5.43794886563323,68.5829370847281,161.387062915272,FALSE
10257,499.99,6.21458809822219,341.913043554594,158.076956445406,FALSE
10260,334.99,5.81410068063326,285.682765201799,49.3072347982006,FALSE
10261,250,5.52146091786225,149.868967417573,100.131032582427,FALSE
10264,225,5.41610040220442,86.4940299443851,138.505970055615,FALSE
10266,320,5.76832099579377,261.898129444291,58.1018705557088,FALSE
10267,335,5.81413053182507,315.93118523341,19.0688147665896,FALSE
10274,144.99,4.9766647745251,187.783373747827,42.7933737478272,FALSE
10279,399,5.98896141688986,241.046354522864,157.953645477136,FALSE
10282,199.99,5.298267365298,246.930090449648,46.9400904496478,FALSE
10283,20,2.99573227355399,51.4073091880914,31.4073091880914,FALSE
10287,439.99,6.08675199938131,384.961876292307,55.0281237076932,FALSE
10296,89.99,4.49969855304586,66.6205948676792,23.3694051323208,FALSE
10299,200,5.29831736654804,100.503353424077,99.4966465759227,FALSE
10302,225,5.41610040220442,87.6928182866355,137.307181713365,FALSE
10308,325,5.78382518232974,337.48485780498,12.4848578049797,FALSE
10314,500,6.21460809842219,329.410465902215,170.589534097785,FALSE
10315,350,5.85793315448346,315.436162594424,34.5638374055762,FALSE
10316,187.99,5.23638876992587,230.721055011386,42.7310550113862,FALSE
10317,109.98,4.70029853107967,186.665518876298,76.6855188762983,FALSE
10320,350,5.85793315448346,354.172193620389,4.17219362038873,FALSE
10325,124,4.82028156560504,187.257412193904,63.257412193904,FALSE
10335,250,5.52146091786225,194.246247714078,55.7537522859225,FALSE
10347,150,5.01063529409626,117.809204966528,32.190795033472,FALSE
10351,140,4.9416424226093,53.7719020340805,86.2280979659195,FALSE
10359,275,5.61677109766657,210.577140643899,64.4228593561008,FALSE
10362,189.99,5.24697143919645,196.093237808334,6.1032378083342,FALSE
10366,99.99,4.60507018098776,157.806725828203,57.8167258282027,FALSE
10369,339,5.82600010738045,270.343112471413,68.6568875285869,FALSE
10374,185.49,5.22300097223859,193.599555934934,8.1095559349335,FALSE
10377,179.96,5.19273460397297,212.510212917486,32.5502129174857,FALSE
10382,95,4.55387689160054,155.128868512533,60.1288685125327,FALSE
10383,264.95,5.57954112893877,23.2302245076968,241.719775492303,FALSE
10385,15,2.70805020110221,198.920113288264,183.920113288264,FALSE
10386,165,5.10594547390058,211.789691458444,46.7896914584443,FALSE
10390,15,2.70805020110221,198.868548430036,183.868548430036,FALSE
10404,179,5.18738580584075,56.5036012134028,122.496398786597,FALSE
10409,175,5.16478597392351,199.870351649038,24.8703516490376,FALSE
10413,120,4.78749174278205,135.362955530393,15.3629555303932,FALSE
10414,280,5.63478960316925,217.077998187443,62.9220018125569,FALSE
10416,89.99,4.49969855304586,99.2967357415475,9.30673574154746,FALSE
10423,350,5.85793315448346,92.6438488691039,257.356151130896,FALSE
10424,249.99,5.52142091706223,201.395379307603,48.5946206923974,FALSE
10426,310,5.73657229747919,277.312374062911,32.6876259370891,FALSE
10428,458,6.12686918411419,365.877116524449,92.1228834755511,FALSE
10429,265,5.57972982598622,227.010607874634,37.9893921253663,FALSE
10432,228.59,5.43193000587196,217.580785060406,11.0092149395937,FALSE
10433,249.97,5.52134091066167,214.369201956836,35.6007980431636,FALSE
10434,249.99,5.52142091706223,178.987437243365,71.0025627566354,FALSE
10440,340,5.82894561761021,241.718252187249,98.2817478127508,FALSE
10451,185,5.22035582507832,211.884402017473,26.8844020174729,FALSE
10455,190,5.24702407216049,76.9180254383338,113.081974561666,FALSE
10461,400,5.99146454710798,280.574808212231,119.425191787769,FALSE
10465,188.99,5.24169410360695,230.424111866972,41.4341118669724,FALSE
10466,99.94,4.60457000591606,141.806374395086,41.8663743950862,FALSE
10469,225,5.41610040220442,240.094344884418,15.0943448844176,FALSE
10471,110,4.70048036579242,154.651268930819,44.6512689308188,FALSE
10472,200,5.29831736654804,98.7192093293964,101.280790670604,FALSE
10473,249,5.51745289646471,148.637311866579,100.362688133421,FALSE
10483,249,5.51745289646471,274.94499606684,25.9449960668396,FALSE
10485,252.99,5.53334996225466,165.36636954127,87.6236304587303,FALSE
10488,40,3.68887945411394,60.6335860664713,20.6335860664713,FALSE
10489,100,4.60517018598809,75.3101647750064,24.6898352249936,FALSE
10491,5,1.6094379124341,50.3444863351604,45.3444863351604,FALSE
10494,124.95,4.82791365728096,163.067361528496,38.1173615284964,FALSE
10495,159.99,5.07511131328062,60.5613952649524,99.4286047350476,FALSE
10498,89.99,4.49969855304586,197.754747492316,107.764747492316,FALSE
10500,315,5.75257263882563,223.668804034435,91.3311959655652,FALSE
10503,184.99,5.2203017695633,232.503130213253,47.5131302132528,FALSE
10504,150,5.01063529409626,85.5594118741987,64.4405881258013,FALSE
10506,200,5.29831736654804,263.340145187292,63.3401451872917,FALSE
10508,199.99,5.298267365298,231.565315247195,31.5753152471955,FALSE
10512,79,4.36944785246702,123.331160796581,44.3311607965808,FALSE
10513,399.99,5.99143954679548,343.791666878694,56.198333121306,FALSE
10518,154,5.03695260241363,223.483170544815,69.4831705448148,FALSE
10520,169.99,5.13573961179068,214.207148849655,44.2171488496551,FALSE
10522,195,5.27299955856375,276.198275612377,81.1982756123774,FALSE
10523,425,6.05208916892442,321.226115643794,103.773884356206,FALSE
10526,69,4.23410650459726,5.80783279338029,63.1921672066197,FALSE
10527,300,5.7037824746562,94.1518272010344,205.848172798966,FALSE
10528,149,5.00394630594546,91.5682250877718,57.4317749122282,FALSE
10529,150,5.01063529409626,62.9730856003024,87.0269143996976,FALSE
10532,224.98,5.41601150936468,127.211219416027,97.7687805839731,FALSE
10537,14,2.63905732961526,197.35254159814,183.35254159814,FALSE
10539,149,5.00394630594546,211.827383950918,62.8273839509185,FALSE
10541,400,5.99146454710798,198.817855343852,201.182144656148,FALSE
10546,394.99,5.97886044812496,231.081098762811,163.908901237189,FALSE
10547,175,5.16478597392351,193.242493636423,18.2424936364226,FALSE
10550,399.99,5.99143954679548,332.775157599682,67.2148424003178,FALSE
10554,234,5.4553211153577,205.12017479775,28.8798252022504,FALSE
10555,349.99,5.85790458264672,316.967967644752,33.022032355248,FALSE
10559,325,5.78382518232974,217.238013593508,107.761986406492,FALSE
10560,140,4.9416424226093,209.179203225157,69.1792032251575,FALSE
10563,399.99,5.99143954679548,258.737755458967,141.252244541033,FALSE
10564,95,4.55387689160054,58.8661478600036,36.1338521399964,FALSE
10565,499,6.21260609575152,301.432347382634,197.567652617366,FALSE
10567,125,4.8283137373023,67.7653978161366,57.2346021838634,FALSE
10568,82.95,4.41823801663645,140.327697217688,57.3776972176883,FALSE
10569,150,5.01063529409626,82.3762189478965,67.6237810521035,FALSE
10574,289.99,5.66984643962735,203.272721630659,86.7172783693415,FALSE
10575,219.99,5.39358209077382,217.443084608725,2.54691539127478,FALSE
10581,75,4.31748811353631,42.3699626783876,32.6300373216124,FALSE
10583,275,5.61677109766657,225.12552819895,49.8744718010503,FALSE
10586,198,5.28826703069454,193.16486178129,4.83513821871003,FALSE
10587,300,5.7037824746562,321.707827938006,21.7078279380057,FALSE
10590,410,6.01615715969835,303.328951031657,106.671048968343,FALSE
10591,150,5.01063529409626,184.514161736186,34.5141617361865,FALSE
10594,60,4.0943445622221,387.665202704167,327.665202704167,FALSE
10595,113,4.72738781871234,81.506602509434,31.493397490566,FALSE
10596,155,5.04342511691925,275.601459181823,120.601459181823,FALSE
10597,90,4.49980967033027,275.037913282695,185.037913282695,FALSE
10601,699.95,6.55100890392083,246.546737779338,453.403262220662,FALSE
10602,275,5.61677109766657,87.733301661351,187.266698338649,FALSE
10603,94.99,4.55377162290209,64.9837099804295,30.0062900195705,FALSE
10605,550,6.30991827822652,308.744342537577,241.255657462423,FALSE
10607,210,5.34710753071747,148.886791143753,61.1132088562471,FALSE
10609,80,4.38202663467388,259.518349284836,179.518349284836,FALSE
10613,439.99,6.08675199938131,357.405824182516,82.5841758174838,FALSE
10614,349.99,5.85790458264672,281.903229464788,68.0867705352118,FALSE
10619,395,5.97888576490112,249.72801520827,145.27198479173,FALSE
10622,208.99,5.34228640393016,235.650192770804,26.6601927708044,FALSE
10628,175,5.16478597392351,105.142630310375,69.8573696896249,FALSE
10629,229.98,5.43799234862052,209.511104217482,20.4688957825184,FALSE
10632,120,4.78749174278205,210.017754149628,90.0177541496275,FALSE
10637,560,6.32793678372919,433.066907869135,126.933092130865,FALSE
10638,159.95,5.07486126639553,206.015765143626,46.0657651436258,FALSE
10643,560,6.32793678372919,454.981534448298,105.018465551702,FALSE
10644,549.9,6.30973644351377,387.799913429446,162.100086570554,FALSE
10645,80,4.38202663467388,174.393061378789,94.3930613787889,FALSE
10647,449.99,6.10922536029523,331.73586224972,118.25413775028,FALSE
10648,79.99,4.38190162686073,26.3085705118492,53.6814294881508,FALSE
10649,227.95,5.42912630665945,175.908922447626,52.0410775523737,FALSE
10650,785,6.66568371778241,414.855001147168,370.144998852832,FALSE
10651,186,5.2257466737132,261.598054245064,75.5980542450638,FALSE
10655,349.95,5.85779028713555,253.290898542338,96.659101457662,FALSE
10658,100,4.60517018598809,60.4095782946626,39.5904217053374,FALSE
10660,329.99,5.79906235097108,333.854691785744,3.86469178574441,FALSE
10663,250,5.52146091786225,190.863593014336,59.1364069856644,FALSE
10665,127.99,4.8519521358677,146.841412799728,18.8514127997276,FALSE
10667,89.99,4.49969855304586,196.011855284217,106.021855284217,FALSE
10668,469.99,6.15271141788201,363.595333690878,106.394666309122,FALSE
10671,400,5.99146454710798,135.034030247772,264.965969752228,FALSE
10673,179.99,5.19290129379139,68.4207113279876,111.569288672012,FALSE
10674,222.72,5.40591537714606,266.82608108377,44.1060810837704,FALSE
10676,285,5.65248918026865,232.452625393482,52.5473746065183,FALSE
10679,387.45,5.95958680820996,265.904138963905,121.545861036095,FALSE
10680,239.99,5.48059725580725,195.969069148076,44.0209308519239,FALSE
10681,175,5.16478597392351,187.310245800689,12.3102458006888,FALSE
10682,438,6.08221891037645,415.747715470121,22.252284529879,FALSE
10683,140,4.9416424226093,60.0783738314251,79.9216261685749,FALSE
10687,80,4.38202663467388,64.9915769425028,15.0084230574972,FALSE
10690,185,5.22035582507832,248.817089057949,63.8170890579493,FALSE
10691,449.99,6.10922536029523,146.296536009624,303.693463990376,FALSE
10695,175,5.16478597392351,99.318860259977,75.681139740023,FALSE
10700,319.99,5.76828974530548,261.836141704325,58.1538582956748,FALSE
10705,210,5.34710753071747,95.6003629906351,114.399637009365,FALSE
10706,150,5.01063529409626,15.8513521202231,134.148647879777,FALSE
10707,429,6.06145691892802,210.38295667405,218.61704332595,FALSE
10709,215.99,5.37523211031616,192.173271405521,23.8167285944791,FALSE
10710,219.99,5.39358209077382,276.89766071428,56.9076607142802,FALSE
10711,199.99,5.298267365298,213.527670695589,13.5376706955887,FALSE
10718,159.95,5.07486126639553,173.657734000246,13.7077340002459,FALSE
10719,319,5.76519110278484,301.998577689381,17.0014223106192,FALSE
10722,244.96,5.50109493190937,106.791236314894,138.168763685106,FALSE
10724,340,5.82894561761021,333.194661600429,6.80533839957104,FALSE
10731,459,6.12905021006055,247.165543984641,211.834456015359,FALSE
10733,209.99,5.34705991053603,206.368905210392,3.62109478960809,FALSE
10735,80,4.38202663467388,155.495307766913,75.4953077669133,FALSE
10737,220,5.39362754635236,177.039379304524,42.9606206954761,FALSE
10738,350,5.85793315448346,316.322438937214,33.6775610627865,FALSE
10739,169.99,5.13573961179068,183.25762714845,13.2676271484504,FALSE
10741,199.97,5.29816735529691,123.709490689907,76.2605093100933,FALSE
10742,559.99,6.3279189264269,372.87019886257,187.11980113743,FALSE
10743,90,4.49980967033027,5.30555428267724,84.6944457173228,FALSE
10744,320,5.76832099579377,234.739717831429,85.2602821685707,FALSE
10746,400,5.99146454710798,304.585806258216,95.4141937417837,FALSE
10747,209,5.34233425196481,209.636860384212,0.636860384211985,FALSE
10748,350,5.85793315448346,208.948757455659,141.051242544341,FALSE
10751,200,5.29831736654804,203.346522206014,3.34652220601447,FALSE
10752,265,5.57972982598622,144.17200886894,120.82799113106,FALSE
10760,150,5.01063529409626,61.8353760241418,88.1646239758582,FALSE
10762,449.99,6.10922536029523,229.323463024594,220.666536975406,FALSE
10764,400,5.99146454710798,246.726068687371,153.273931312629,FALSE
10765,249.99,5.52142091706223,222.652815212263,27.3371847877365,FALSE
10766,199,5.29330482472449,77.7176095018277,121.282390498172,FALSE
10767,614.99,6.42160600751172,374.338170214421,240.651829785579,FALSE
10770,260,5.56068163101553,193.455550728805,66.544449271195,FALSE
10771,265,5.57972982598622,165.163660122259,99.8363398777406,FALSE
10772,129.99,4.86745752441993,193.945340900029,63.9553409000287,FALSE
10774,266.05,5.58368426104238,178.900418849118,87.1495811508815,FALSE
10776,171,5.14166355650266,224.377058930975,53.3770589309754,FALSE
10777,76,4.33073334028633,272.864721331516,196.864721331516,FALSE
10783,350,5.85793315448346,310.609691864304,39.3903081356958,FALSE
10785,164,5.0998664278242,62.1790309086811,101.820969091319,FALSE
10786,249.95,5.52126089785958,57.560320516096,192.389679483904,FALSE
10787,339,5.82600010738045,293.75542500065,45.2445749993504,FALSE
10788,200,5.29831736654804,219.584137346174,19.5841373461744,FALSE
10789,160,5.07517381523383,190.746754498198,30.7467544981984,FALSE
10791,395,5.97888576490112,217.478460151342,177.521539848658,FALSE
10793,800,6.68461172766793,310.876664672756,489.123335327244,FALSE
10800,565.95,6.33850573507843,318.232134681749,247.717865318251,FALSE
10801,180,5.19295685089021,20.1032102653474,159.896789734653,FALSE
10804,89,4.48863636973214,260.020169583294,171.020169583294,FALSE
10806,232.99,5.45099553418974,293.559478539384,60.569478539384,FALSE
10807,167.38,5.12026667660473,208.212984111655,40.8329841116555,FALSE
10809,299,5.70044357339069,289.653753554426,9.34624644557425,FALSE
10815,299,5.70044357339069,246.464927662144,52.5350723378563,FALSE
10818,249.99,5.52142091706223,275.78385977656,25.7938597765603,FALSE
10819,175,5.16478597392351,177.561156337465,2.56115633746532,FALSE
10821,129.99,4.86745752441993,151.793194589796,21.8031945897958,FALSE
10828,249.97,5.52134091066167,103.080035981264,146.889964018736,FALSE
10829,188,5.23644196282995,272.645303860926,84.6453038609263,FALSE
10831,199.99,5.298267365298,220.722837754772,20.7328377547716,FALSE
10833,182,5.2040066870768,236.67217811595,54.6721781159501,FALSE
10836,125,4.8283137373023,28.0907885564325,96.9092114435675,FALSE
10839,529.99,6.27285813844364,381.774100975585,148.215899024415,FALSE
10841,79.99,4.38190162686073,4.01164989167685,75.9783501083231,FALSE
10842,119.99,4.7874084059763,140.856974895581,20.8669748955808,FALSE
10845,649.99,6.47695697815595,323.990881696101,325.999118303899,FALSE
10847,299,5.70044357339069,272.970613000132,26.0293869998677,FALSE
10849,258.98,5.55675083864069,279.926147963266,20.9461479632663,FALSE
10850,279.99,5.63475388824576,196.859246537768,83.1307534622319,FALSE
10851,150,5.01063529409626,225.624891702063,75.6248917020628,FALSE
10852,350,5.85793315448346,327.41261092208,22.5873890779202,FALSE
10856,249.99,5.52142091706223,230.489250883884,19.5007491161165,FALSE
10857,200,5.29831736654804,189.061820064895,10.9381799351048,FALSE
10862,250,5.52146091786225,209.944937120893,40.0550628791065,FALSE
10865,579.99,6.36301086201252,360.256261844173,219.733738155827,FALSE
10867,500,6.21460809842219,260.261423579997,239.738576420003,FALSE
10873,279.99,5.63475388824576,191.568243955518,88.4217560444817,FALSE
10874,276.99,5.62398140445265,172.433731961588,104.556268038412,FALSE
10877,379.99,5.94014493658469,240.943055612298,139.046944387702,FALSE
10878,275,5.61677109766657,196.348668036347,78.6513319636535,FALSE
10879,145,4.97673374242057,57.4433242700856,87.5566757299144,FALSE
10883,439,6.08449941307517,359.948245787718,79.0517542122818,FALSE
10884,379,5.93753620508243,313.496214634488,65.5037853655124,FALSE
10886,350,5.85793315448346,305.261213257088,44.7387867429116,FALSE
10888,194.85,5.27223003178472,179.963890238941,14.8861097610587,FALSE
10889,360,5.88610403145016,319.363409400468,40.6365905995322,FALSE
10890,500,6.21460809842219,237.772488222846,262.227511777154,FALSE
10891,463.26,6.13828845154878,230.162223413292,233.097776586708,FALSE
10893,99,4.59511985013459,177.734265797755,78.7342657977555,FALSE
10894,795.99,6.6795866229514,388.738355934888,407.251644065112,FALSE
10895,259.95,5.56048930482972,144.910658974399,115.039341025601,FALSE
10900,300,5.7037824746562,72.1273131581925,227.872686841808,FALSE
10903,244.97,5.50113575406765,279.369247494406,34.3992474944064,FALSE
10904,249.97,5.52134091066167,60.4765644700062,189.493435529994,FALSE
10906,199.99,5.298267365298,189.540136815669,10.4498631843315,FALSE
10908,500,6.21460809842219,327.660259097293,172.339740902707,FALSE
10909,660,6.49223983502047,447.73093799395,212.26906200605,FALSE
10910,359.99,5.88607625328657,331.276448874356,28.7135511256442,FALSE
10911,525,6.26339826259162,378.601660403258,146.398339596742,FALSE
10914,209.85,5.3463929897796,168.082605377482,41.7673946225176,FALSE
10915,299.99,5.7037491407673,186.112064688438,113.877935311562,FALSE
10916,149.97,5.01043527409359,177.15552770612,27.1855277061198,FALSE
10917,179.99,5.19290129379139,43.9278418374352,136.062158162565,FALSE
10921,349.99,5.85790458264672,278.865890944088,71.1241090559122,FALSE
10922,200,5.29831736654804,60.164674617562,139.835325382438,FALSE
10924,449.95,6.10913646547996,293.464938034722,156.485061965278,FALSE
10925,350.25,5.85864718521712,369.518129987662,19.268129987662,FALSE
10927,479.99,6.17376527035159,262.801611336287,217.188388663713,FALSE
10928,154,5.03695260241363,218.266988228365,64.2669882283646,FALSE
10929,239,5.47646355193151,92.8719519495278,146.128048050472,FALSE
10930,376,5.92958914338989,282.966276226325,93.0337237736753,FALSE
10932,385,5.95324333428778,331.049563498154,53.9504365018464,FALSE
10933,322.99,5.77762136299107,258.753829410291,64.2361705897095,FALSE
10934,162,5.08759633523238,222.747609410978,60.7476094109778,FALSE
10938,229,5.43372200355424,128.925331543774,100.074668456226,FALSE
10939,459.99,6.13120475011641,227.498067043331,232.491932956669,FALSE
10940,350,5.85793315448346,199.220828929287,150.779171070713,FALSE
10941,149.98,5.01050195187324,17.1451002036343,132.834899796366,FALSE
10945,449.99,6.10922536029523,295.344744525073,154.645255474927,FALSE
10946,318,5.76205138278018,260.481458735559,57.5185412644412,FALSE
10947,400,5.99146454710798,281.831461011543,118.168538988457,FALSE
10948,110,4.70048036579242,130.954581790957,20.9545817909574,FALSE
10949,200.29,5.29976631631314,101.587577433904,98.7024225660955,FALSE
10951,829.99,6.72141365252529,442.464588049798,387.525411950202,FALSE
10952,150,5.01063529409626,9.31774299704242,140.682257002958,FALSE
10953,529.99,6.27285813844364,327.786283922922,202.203716077078,FALSE
10954,300,5.7037824746562,253.907464926921,46.0925350730786,FALSE
10955,70,4.24849524204936,9.63897230842213,60.3610276915779,FALSE
10956,279.99,5.63475388824576,298.199982454922,18.2099824549215,FALSE
10959,115,4.74493212836325,188.009896957049,73.0098969570486,FALSE
10960,499,6.21260609575152,129.123646457731,369.876353542269,FALSE
10964,193,5.26269018890489,274.152791914383,81.1527919143833,FALSE
10967,399.99,5.99143954679548,118.494329882729,281.495670117271,FALSE
10968,174.99,5.16472882943366,231.504093102648,56.5140931026479,FALSE
10969,159.99,5.07511131328062,180.303397506219,20.3133975062189,FALSE
10970,259.99,5.5606431687374,56.8950575230083,203.094942476992,FALSE
10972,199.99,5.298267365298,15.0176018155913,184.972398184409,FALSE
10973,180,5.19295685089021,129.587691408883,50.4123085911174,FALSE
10975,359,5.88332238848828,330.606105717395,28.3938942826053,FALSE
