"UniqueID","sold.fctr","sold.fctr.predict.All.Interact.X.gbm.prob","sold.fctr.predict.All.Interact.X.gbm","sold.fctr.predict.All.X.gbm.prob","sold.fctr.predict.All.X.gbm","sold.fctr.predict.All.Interact.X.no.rnorm.rf.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rf","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart.prob","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart","sold.fctr.predict.All.Interact.X.glmnet.prob","sold.fctr.predict.All.Interact.X.glmnet","sold.fctr.predict.Max.cor.Y.glm.prob","sold.fctr.predict.Max.cor.Y.glm","sold.fctr.predict.Interact.High.cor.Y.glm.prob","sold.fctr.predict.Interact.High.cor.Y.glm","sold.fctr.predict.All.X.glmnet.prob","sold.fctr.predict.All.X.glmnet","sold.fctr.predict.All.Interact.X.bayesglm.prob","sold.fctr.predict.All.Interact.X.bayesglm","sold.fctr.predict.All.X.bayesglm.prob","sold.fctr.predict.All.X.bayesglm","sold.fctr.predict.Low.cor.X.glm.prob","sold.fctr.predict.Low.cor.X.glm","sold.fctr.predict.Max.cor.Y.rpart.prob","sold.fctr.predict.Max.cor.Y.rpart","sold.fctr.predict.All.X.no.rnorm.rpart.prob","sold.fctr.predict.All.X.no.rnorm.rpart","sold.fctr.predict.All.Interact.X.no.rnorm.rpart.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rpart","sold.fctr.predict.All.X.glm.prob","sold.fctr.predict.All.X.glm","sold.fctr.predict.All.Interact.X.glm.prob","sold.fctr.predict.All.Interact.X.glm","sold.fctr.predict.All.Interact.X.gbm.accurate"
11419,"N",0.0434405554372234,"N",0.0781524400274562,"N",0.004,"N",0.004,"N",0.119047619047619,"N",0.0100581990473533,"N",0.00304048431923554,"N",0.0013673134579389,"N",0.0714807855131719,"N",1.59339827355544e-07,"N",0.000264218234186539,"N",0.000206648717416038,"N",0.119047619047619,"N",0.119047619047619,"N",0.119047619047619,"N",0.000147714884579917,"N",2.22044604925031e-16,"N",TRUE
11437,"N",0.0434405554372234,"N",0.0781524400274562,"N",0.002,"N",0.004,"N",0.119047619047619,"N",0.497408005542207,"N",0.537934274728498,"N",0.333818521158099,"N",0.58366710121769,"N",0.138743583098901,"N",0.325955543169775,"N",0.292442913141312,"N",0.119047619047619,"N",0.119047619047619,"N",0.119047619047619,"N",0.289807462602916,"N",2.22044604925031e-16,"N",TRUE
11450,"N",0.0361811841339297,"N",0.0338583719368968,"N",0.016,"N",0,"N",0.0328638497652582,"N",0.246122551329872,"N",0.127114925707711,"N",0.127763764687544,"N",0.229535248288332,"N",0.111116246270408,"N",0.0883081897114956,"N",0.0749568178643256,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0755535455113812,"N",2.22044604925031e-16,"N",TRUE
11455,"N",0.0273864261219037,"N",0.0472375810053047,"N",0.004,"N",0,"N",0.024,"N",0.340529795488007,"N",0.394614000858339,"N",0.393469997157079,"N",0.382417786933919,"N",0.198755192600823,"N",0.343603450195515,"N",0.326534990980912,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.339438245609502,"N",2.22044604925031e-16,"N",TRUE
11459,"N",0.356922660421985,"Y",0.356092178406926,"N",0.056,"N",0.064,"N",0.275,"N",0.280398561185513,"N",0.200306031844175,"N",0.200624964521925,"N",0.279657597275973,"N",0.13675181508712,"N",0.162733222165685,"N",0.151656185990647,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.141730229123001,"N",2.22044604925031e-16,"N",FALSE
11465,"N",0.0293120554357403,"N",0.0398360011723571,"N",0.004,"N",0,"N",0.024,"N",0.345535604565818,"N",0.403390994414055,"N",0.402176056173973,"N",0.386652214309753,"N",0.278612718490313,"N",0.425051838221341,"N",0.361890302666669,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.392663810224095,"N",2.22044604925031e-16,"N",TRUE
11526,"N",0.05598240951704,"N",0.054055778182504,"N",0.004,"N",0,"N",0.0328638497652582,"N",0.23251166320457,"N",0.0991146653453932,"N",0.0998153751682837,"N",0.2062052104877,"N",0.123646496149296,"N",0.0722883793139772,"N",0.0538185581622323,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0563021553516198,"N",2.22044604925031e-16,"N",TRUE
11591,"N",0.645119320646352,"Y",0.612358975293153,"Y",0.692,"Y",0.65,"Y",0.421052631578947,"Y",0.298573161480399,"N",0.250627452619937,"N",0.250616192031602,"N",0.30888310014721,"N",0.165082244518796,"N",0.226515636585165,"N",0.209049424163461,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.205406109602997,"N",2.22044604925031e-16,"N",FALSE
11597,"N",0.0438224176787282,"N",0.0617771866363757,"N",0.006,"N",0,"N",0.0328638497652582,"N",0.224549835542922,"N",0.0866974603095139,"N",0.0874022949888461,"N",0.194637611526897,"N",0.0764652951825691,"N",0.0427558323668984,"N",0.0338846750683597,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0336661578566637,"N",2.22044604925031e-16,"N",TRUE
11602,"N",0.651502727774421,"Y",0.604823758058281,"Y",0.49,"N",0.36,"N",0.949852507374631,"Y",0.713781132795571,"Y",0.796779795740414,"Y",0.62590416314197,"N",0.717108130383756,"Y",0.469008582385398,"N",0.566471641216313,"N",0.588975622311371,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.512334057152396,"N",1,"Y",FALSE
11719,"N",0.149673378436162,"N",0.133845984050097,"N",0.11,"N",0.312,"N",0.0328638497652582,"N",0.256140810040214,"N",0.143293086989518,"N",0.143889867357774,"N",0.241599270069064,"N",0.0862495783762095,"N",0.0747490363860327,"N",0.0780929663947849,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0556995589098085,"N",2.22044604925031e-16,"N",TRUE
11763,"N",0.666237793967573,"Y",0.632703684412871,"Y",0.862,"Y",0.834,"Y",0.277777777777778,"N",0.303869642050409,"N",0.266438180772242,"N",0.266312159751333,"N",0.317454807266508,"N",0.142500530673769,"N",0.188502754334561,"N",0.193645469108979,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.154397328967058,"N",2.22044604925031e-16,"N",FALSE
11796,"N",0.276986529308442,"N",0.216874369409851,"N",0.26,"N",0.272,"N",0.119047619047619,"N",0.654456755404221,"N",0.730052220186517,"Y",0.536414862120835,"N",0.678835958142413,"N",0.374027606588088,"N",0.428060461430596,"N",0.370474031558023,"N",0.119047619047619,"N",0.119047619047619,"N",0.119047619047619,"N",0.400437546521415,"N",1,"Y",TRUE
11838,"N",0.0402870146719658,"N",0.0550394055796384,"N",0.042,"N",0.034,"N",0.024,"N",0.374568618762904,"N",0.505310026656109,"N",0.503316178040964,"N",0.435142238753226,"N",0.226670152522982,"N",0.399580211938751,"N",0.316579133172153,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.360313310514158,"N",2.22044604925031e-16,"N",TRUE
10005,"N",0.0453037240580679,"N",0.0520604929284126,"N",0.13,"N",0.002,"N",0.024,"N",0.288187601672766,"N",0.47181244611382,"N",0.470062093077744,"N",0.325353624215316,"N",0.0140227490934776,"N",0.10814335391706,"N",0.0241943917234368,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0803295352428279,"N",2.22044604925031e-16,"N",TRUE
10199,"N",0.989181367027033,"Y",0.967317169502443,"Y",1,"Y",0.998,"Y",0.949852507374631,"Y",0.793631115076039,"Y",0.877505589873477,"Y",0.857478172474427,"Y",0.764120797560762,"Y",0.913801857292056,"Y",0.922000752530797,"Y",0.953164587689691,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.922392628834483,"Y",2.22044604925031e-16,"N",FALSE
10386,"N",0.0586468586602389,"N",0.053289998178076,"N",0.03,"N",0,"N",0.024,"N",0.330304745311133,"N",0.396550447772492,"N",0.395390769682991,"N",0.366759498396466,"N",0.140191364884998,"N",0.298352658163421,"N",0.174132696278502,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.257161547481541,"N",2.22044604925031e-16,"N",TRUE
10597,"N",0.0490922863470403,"N",0.0412913095383383,"N",0.012,"N",0,"N",0.024,"N",0.395239088103071,"N",0.635626422555741,"N",0.632895984565339,"N",0.477252837491785,"N",0.116407558419875,"N",0.328244090196906,"N",0.332025695268187,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.211563778244587,"N",2.22044604925031e-16,"N",TRUE
10651,"N",0.0560590037098616,"N",0.0404668667325099,"N",0.016,"N",0,"N",0.024,"N",0.306318473580222,"N",0.326269080570508,"N",0.325679279917154,"N",0.32809879691119,"N",0.0557218627676215,"N",0.0958991676376719,"N",0.0933914236894942,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0528621112733084,"N",2.22044604925031e-16,"N",TRUE
10676,"N",0.0770975410843255,"N",0.0519193572586966,"N",0.036,"N",0.006,"N",0.0328638497652582,"N",0.238242792322682,"N",0.120000810923823,"N",0.120667779733227,"N",0.21703115370883,"N",0.170201893151672,"N",0.133926603485419,"N",0.154408322299511,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0690058018216964,"N",2.22044604925031e-16,"N",TRUE
10741,"N",0.766370761371044,"Y",0.751098625511069,"Y",0.882,"Y",0.904,"Y",0.949852507374631,"Y",0.694245592433159,"N",0.794704564842611,"Y",0.706705633398624,"Y",0.69486710578135,"N",0.374078110838479,"N",0.579498734346388,"N",0.642248343283977,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.640742253394362,"Y",2.22044604925031e-16,"N",FALSE
10804,"N",0.0294045221998133,"N",0.0310684752530384,"N",0.018,"N",0,"N",0.024,"N",0.383985161752057,"N",0.607791172363595,"N",0.605182362431576,"N",0.462718526237342,"N",0.0943114015927327,"N",0.211212398176508,"N",0.205846156288411,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.126874601071447,"N",2.22044604925031e-16,"N",TRUE
10829,"N",0.0490922863470403,"N",0.0390223383887457,"N",0.026,"N",0,"N",0.024,"N",0.316053532263877,"N",0.359765343653392,"N",0.358904610110315,"N",0.344201034935592,"N",0.0828338533509006,"N",0.105955731297236,"N",0.103857045229167,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0577058051208579,"N",2.22044604925031e-16,"N",TRUE
11001,"N",0.110523028050036,"N",0.0804208318066684,"N",0.074,"N",0.032,"N",0.0328638497652582,"N",0.211487065143264,"N",0.149693545683878,"N",0.150265951140025,"N",0.194720372094951,"N",0.53721089844038,"N",0.0348430957270722,"N",0.0173499575121784,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.939646716681449,"Y",2.22044604925031e-16,"N",TRUE
11138,"N",0.0949163272855819,"N",0.0938123914114698,"N",0.1,"N",0.05,"N",0.119047619047619,"N",0.53671322172108,"N",0.602289959890994,"N",0.469474912431711,"N",0.60466305628834,"N",0.16030242376524,"N",0.287071548492396,"N",0.311609005248974,"N",0.119047619047619,"N",0.119047619047619,"N",0.119047619047619,"N",0.292121185658834,"N",2.22044604925031e-16,"N",TRUE
11195,"N",0.0639508239228122,"N",0.0688117197992597,"N",0.056,"N",0.022,"N",0.119047619047619,"N",0.292876197212347,"N",0.277512393407835,"N",0.238563299857963,"N",0.44426533970821,"N",0.00554897879537758,"N",0.0145094005045556,"N",0.0162978575436404,"N",0.119047619047619,"N",0.119047619047619,"N",0.119047619047619,"N",0.0114280504606983,"N",2.22044604925031e-16,"N",TRUE
11367,"N",0.209296184088375,"N",0.163773174206452,"N",0.248,"N",0.146,"N",0.0328638497652582,"N",0.254138787380263,"N",0.18007942934079,"N",0.18051122000606,"N",0.244985607105542,"N",0.139422231934118,"N",0.0722298797595655,"N",0.092725752138171,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0766087271890206,"N",2.22044604925031e-16,"N",TRUE
11372,"N",0.0527327183011721,"N",0.0498301308411195,"N",0.048,"N",0.006,"N",0.0328638497652582,"N",0.243718848198066,"N",0.134046446611336,"N",0.134674740773351,"N",0.225593730938549,"N",0.282897881615477,"N",0.087103632429475,"N",0.212536285756616,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.103489830935582,"N",2.22044604925031e-16,"N",TRUE
11378,"N",0.0379978328331214,"N",0.0482631188803772,"N",0.024,"N",0,"N",0.0328638497652582,"N",0.214778414344139,"N",0.0967382001035693,"N",0.0974406999665322,"N",0.186007012179315,"N",0.0868883034091893,"N",0.0276880071169721,"N",0.0366377993037851,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0274742342240007,"N",2.22044604925031e-16,"N",TRUE
11412,"N",0.073461330759155,"N",0.0545508218830233,"N",0.028,"N",0.004,"N",0.0328638497652582,"N",0.241471876453288,"N",0.135909292861653,"N",0.136531605327541,"N",0.223278898420778,"N",0.100458531049769,"N",0.0508867476564155,"N",0.023037499055259,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0504277078459182,"N",2.22044604925031e-16,"N",TRUE
11417,"N",0.052483463396693,"N",0.0428882206020635,"N",0.116,"N",0,"N",0.024,"N",0.434613875391665,"N",0.759888897897693,"Y",0.756958629827171,"Y",0.546657233541077,"N",0.636260062484261,"N",0.817488452491719,"Y",0.666294910181756,"Y",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.805606177864568,"Y",2.22044604925031e-16,"N",TRUE
11443,"N",0.0474329194426732,"N",0.0567726753189605,"N",0.128,"N",0,"N",0.024,"N",0.39906091626213,"N",0.654239218061587,"N",0.651440935732206,"N",0.484022666702882,"N",0.407073423776317,"N",0.582157641667323,"N",0.303837032041362,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.57117746308571,"N",2.22044604925031e-16,"N",TRUE
11458,"N",0.0371249705065917,"N",0.0383402339320889,"N",0.01,"N",0,"N",0.0328638497652582,"N",0.196319952072097,"N",0.0588982425599069,"N",0.0595569914476872,"N",0.157671236465297,"N",0.0819652638399415,"N",0.0166667140847897,"N",0.010115220143872,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0184088925411408,"N",2.22044604925031e-16,"N",TRUE
11466,"N",0.0400319434485185,"N",0.0546678907828326,"N",0.082,"N",0,"N",0.024,"N",0.330491805659547,"N",0.42659497880248,"N",0.425194317209811,"N",0.372913820232655,"N",0.475621749689212,"N",0.47858966572417,"N",0.457127737592172,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.530139162930998,"N",2.22044604925031e-16,"N",TRUE
11585,"N",0.0549120406576987,"N",0.0539570983047211,"N",0.092,"N",0,"N",0.024,"N",0.312914807060389,"N",0.336527868197823,"N",0.335855539423519,"N",0.337268793847516,"N",0.750061929193472,"Y",0.146064818292239,"N",0.0834807917961045,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.121172203794132,"N",2.22044604925031e-16,"N",TRUE
11629,"N",0.729932547987195,"Y",0.640558996338721,"Y",0.818,"Y",0.844,"Y",0.277777777777778,"N",0.284263318691272,"N",0.256877538993926,"N",0.256821425016931,"N",0.294561365542796,"N",0.31697658229642,"N",0.194107221865769,"N",0.07115049108218,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.184555592869094,"N",2.22044604925031e-16,"N",FALSE
11748,"N",0.609870512318436,"Y",0.386866562976965,"N",0.594,"Y",0.502,"Y",0.949852507374631,"Y",0.680708757438463,"N",0.767256937059414,"Y",0.551287990184346,"N",0.69066359513683,"N",0.927050035516928,"Y",0.792472114250994,"Y",0.703201255460763,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.689194230200856,"Y",2.22044604925031e-16,"N",FALSE
11819,"N",0.0133065258317236,"N",0.0475156131187928,"N",0.122,"N",0.044,"N",0.024,"N",0.345829105312253,"N",0.468269838796776,"N",0.466546114892596,"N",0.397169505955305,"N",0.388971703203412,"N",0.329316078456413,"N",0.400458119842431,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.333185940571081,"N",2.22044604925031e-16,"N",TRUE
11826,"N",0.035783611893095,"N",0.0375541510642529,"N",0.096,"N",0.024,"N",0.0328638497652582,"N",0.217898064609309,"N",0.100373739702346,"N",0.101073319149544,"N",0.192112180319641,"N",0.0523738630066141,"N",0.0133481492396782,"N",0.0168462606641429,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.00892207747320614,"N",2.22044604925031e-16,"N",TRUE
10012,"N",0.536271081952076,"Y",0.474396358054704,"Y",0.482,"N",0.51,"Y",0.888888888888889,"Y",0.282152002278102,"N",0.210484197639485,"N",0.210741499181433,"N",0.286546136450826,"N",0.129976105696687,"N",0.136584983990165,"N",0.119844858266993,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.12515764815792,"N",2.22044604925031e-16,"N",FALSE
10038,"N",0.574777158592948,"Y",0.571051743049977,"Y",0.416,"N",0.45,"N",0.363636363636364,"Y",0.28811136060889,"N",0.226813094520442,"N",0.22696565325184,"N",0.296169565669724,"N",0.185844413971908,"N",0.203478608488085,"N",0.194475220916139,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.190181794197088,"N",1,"Y",FALSE
10054,"N",0.382888746583407,"Y",0.405074621145203,"Y",0.286,"N",0.302,"N",0.684210526315789,"Y",0.305440608051638,"N",0.277906258157695,"N",0.277694521211664,"N",0.324516108392118,"N",0.200677888052187,"N",0.275772891298469,"N",0.262823715312062,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.269802578064295,"N",2.22044604925031e-16,"N",FALSE
10082,"N",0.0893922585289203,"N",0.0917875429882372,"N",0.06,"N",0.084,"N",0.0328638497652582,"N",0.255563381077394,"N",0.146244798116289,"N",0.146830588055123,"N",0.244468610428668,"N",0.147058098975499,"N",0.168299194844465,"N",0.169622821545209,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.164981656079617,"N",2.22044604925031e-16,"N",TRUE
10127,"N",0.758483043487037,"Y",0.800602890169239,"Y",0.804,"Y",0.562,"Y",0.949852507374631,"Y",0.729596778328884,"Y",0.810524100882156,"Y",0.833665747137458,"Y",0.726384383882174,"Y",0.801531208158423,"Y",0.804178953673047,"Y",0.812628042800655,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.811920678324513,"Y",1,"Y",FALSE
10168,"N",0.0222248817356007,"N",0.0332038100743071,"N",0.002,"N",0.002,"N",0.0328638497652582,"N",0.191112278211099,"N",0.0480762875337366,"N",0.0486906317539382,"N",0.15125821365593,"N",0.0524600814404695,"N",0.0255679556195435,"N",0.0268010662329012,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0208934375972499,"N",2.22044604925031e-16,"N",TRUE
10182,"N",0.988470522325214,"Y",0.9775106895332,"Y",1,"Y",1,"Y",0.949852507374631,"Y",0.795439352236736,"Y",0.873018075032868,"Y",0.918902962705076,"Y",0.769919140926551,"Y",0.97412061738491,"Y",0.956079195544077,"Y",0.965142972406755,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.933526011560694,"Y",0.958318191097576,"Y",1,"Y",FALSE
10254,"N",0.0830125617312379,"N",0.0869970963208566,"N",0.036,"N",0,"N",0.119047619047619,"N",0.380793621775264,"N",0.388871905552878,"N",0.516104415931929,"N",0.511446648259284,"N",0.057368574162123,"N",0.408616760536705,"N",0.447779780105723,"N",0.119047619047619,"N",0.119047619047619,"N",0.119047619047619,"N",0.375052659201426,"N",1,"Y",TRUE
10366,"N",0.775751789649116,"Y",0.619699335445436,"Y",0.696,"Y",0.808,"Y",0.363636363636364,"Y",0.288922251370364,"N",0.229166059921102,"N",0.229302981295328,"N",0.297364001331199,"N",0.161381577216646,"N",0.173293308237262,"N",0.170344862211443,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.17444997110817,"N",2.22044604925031e-16,"N",FALSE
10382,"N",0.714938187971901,"Y",0.614073284604998,"Y",0.43,"N",0.512,"Y",0.421052631578947,"Y",0.29769042348557,"N",0.247733721381259,"N",0.2477429846561,"N",0.307903760427612,"N",0.200180006335094,"N",0.241679496386459,"N",0.239339716777059,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.228773645763866,"N",1,"Y",FALSE
