"UniqueID","startprice","startprice.log","startprice.predict.All.X.no.rnorm.rf","startprice.predict.All.X.no.rnorm.rf.err","startprice.predict.All.X.no.rnorm.rf.accurate"
10111,320,5.76832099579377,226.454517333333,93.5454826666668,FALSE
10112,255,5.54126354515843,67.834045825397,187.165954174603,FALSE
10115,250,5.52146091786225,195.590133666667,54.4098663333332,FALSE
10116,549.99,6.30990009624304,463.795039969696,86.1949600303036,FALSE
10120,250,5.52146091786225,174.348406785714,75.6515932142859,FALSE
10121,249.99,5.52142091706223,212.684941666667,37.3050583333333,FALSE
10122,299.99,5.7037491407673,211.105859603175,88.8841403968253,FALSE
10126,344,5.8406416573734,217.059811,126.940189,FALSE
10127,100,4.60517018598809,50.4089832060317,49.5910167939683,FALSE
10128,250,5.52146091786225,195.414469666667,54.5855303333333,FALSE
10129,175,5.16478597392351,179.253189333333,4.25318933333347,FALSE
10132,119.99,4.7874084059763,186.745074,66.755074,FALSE
10133,225,5.41610040220442,202.666284,22.3337159999998,FALSE
10135,225,5.41610040220442,107.6390745,117.3609255,FALSE
10136,389.99,5.96612109776931,404.455670333333,14.4656703333326,FALSE
10139,274.99,5.61673473336903,335.615636611111,60.6256366111107,FALSE
10144,215,5.37063802812766,227.438558714286,12.4385587142858,FALSE
10146,187.5,5.23377884541047,194.383465666667,6.88346566666652,FALSE
10148,229,5.43372200355424,267.796346619048,38.7963466190477,FALSE
10149,159.93,5.07473621950278,191.238072,31.3080719999999,FALSE
10153,639.99,6.46145255123165,461.45025177922,178.53974822078,FALSE
10155,284.99,5.65245409193376,233.214635857143,51.7753641428573,FALSE
10158,139.98,4.94149955526139,172.235045666667,32.2550456666668,FALSE
10160,294.99,5.68694145746017,300.084776692308,5.09477669230796,FALSE
10163,299.99,5.7037491407673,358.891028184371,58.9010281843708,FALSE
10164,270,5.59842195899838,241.982419047619,28.0175809523809,FALSE
10167,399.99,5.99143954679548,293.734670358975,106.255329641025,FALSE
10168,279.95,5.6346110157949,234.565798476191,45.3842015238095,FALSE
10170,329,5.79605775076537,327.638416039682,1.36158396031755,FALSE
10171,187.5,5.23377884541047,194.514787666667,7.01478766666654,FALSE
10172,269,5.59471137960184,317.965269952381,48.9652699523809,FALSE
10182,100,4.60517018598809,47.1026747012988,52.8973252987012,FALSE
10184,15,2.70805020110221,157.320544904762,142.320544904762,FALSE
10188,299,5.70044357339069,243.307051380952,55.6929486190476,FALSE
10191,215,5.37063802812766,209.199783571429,5.80021642857145,FALSE
10193,250,5.52146091786225,118.917604357143,131.082395642857,FALSE
10195,200,5.29831736654804,94.6117226666667,105.388277333333,FALSE
10197,404.99,6.00386237544368,390.083133666666,14.9068663333339,FALSE
10199,50,3.91202300542815,63.0168461269842,13.0168461269842,FALSE
10200,89.99,4.49969855304586,151.334750833333,61.3447508333333,FALSE
10204,309.99,5.73654003889437,227.777930666667,82.2120693333332,FALSE
10206,200,5.29831736654804,172.712208047619,27.287791952381,FALSE
10207,269,5.59471137960184,317.605774952381,48.6057749523808,FALSE
10212,299,5.70044357339069,243.750105380952,55.2498946190476,FALSE
10215,374.95,5.9267926837474,438.061909588744,63.1119095887438,FALSE
10216,189,5.24174701505964,205.708670666667,16.7086706666667,FALSE
10217,75,4.31748811353631,78.8944680021644,3.89446800216439,FALSE
10219,480,6.17378610390194,419.745933333333,60.2540666666669,FALSE
10221,465.99,6.14416417466793,386.289814,79.700186,FALSE
10222,399.99,5.99143954679548,210.011344,189.978656,FALSE
10229,187.99,5.23638876992587,264.915051761905,76.9250517619047,FALSE
10232,425,6.05208916892442,431.372191428571,6.37219142857134,FALSE
10235,164.99,5.10588486600335,174.727012,9.73701199999999,FALSE
10236,319.95,5.76816473358547,338.441555025641,18.4915550256408,FALSE
10239,398.99,5.98893635391915,404.837577666666,5.8475776666661,FALSE
10241,99.99,4.60507018098776,56.936933,43.053067,FALSE
10244,155,5.04342511691925,226.776760095238,71.7767600952384,FALSE
10246,400,5.99146454710798,211.641242936508,188.358757063492,FALSE
10249,114.94,4.7444102530796,96.9016727878787,18.0383272121213,FALSE
10252,159.99,5.07511131328062,181.762510333333,21.7725103333335,FALSE
10254,229.97,5.43794886563323,45.7937911558442,184.176208844156,FALSE
10257,499.99,6.21458809822219,390.473930095238,109.516069904762,FALSE
10260,334.99,5.81410068063326,319.112770943723,15.8772290562771,FALSE
10261,250,5.52146091786225,182.57824047619,67.4217595238096,FALSE
10264,225,5.41610040220442,100.652357403319,124.347642596681,FALSE
10266,320,5.76832099579377,349.013242,29.0132419999996,FALSE
10267,335,5.81413053182507,336.06449118254,1.06449118253954,FALSE
10274,144.99,4.9766647745251,157.752437238095,12.7624372380951,FALSE
10279,399,5.98896141688986,357.832961,41.1670390000002,FALSE
10282,199.99,5.298267365298,217.303696666667,17.3136966666668,FALSE
10283,20,2.99573227355399,41.3473178571429,21.3473178571429,FALSE
10287,439.99,6.08675199938131,384.580889962149,55.4091100378515,FALSE
10296,89.99,4.49969855304586,67.6678884517251,22.3221115482749,FALSE
10299,200,5.29831736654804,79.4205600465158,120.579439953484,FALSE
10302,225,5.41610040220442,95.2568943650793,129.743105634921,FALSE
10308,325,5.78382518232974,297.781605602453,27.2183943975469,FALSE
10314,500,6.21460809842219,284.396042,215.603958,FALSE
10315,350,5.85793315448346,334.288709849206,15.7112901507937,FALSE
10316,187.99,5.23638876992587,264.763079095238,76.7730790952381,FALSE
10317,109.98,4.70029853107967,96.006134025974,13.973865974026,FALSE
10320,350,5.85793315448346,459.336104809523,109.336104809523,FALSE
10325,124,4.82028156560504,157.945710904762,33.9457109047618,FALSE
10335,250,5.52146091786225,174.825109,75.1748909999999,FALSE
10347,150,5.01063529409626,99.8744826259601,50.1255173740399,FALSE
10351,140,4.9416424226093,72.8414080193957,67.1585919806043,FALSE
10359,275,5.61677109766657,225.294851,49.7051489999999,FALSE
10362,189.99,5.24697143919645,186.489150666667,3.50084933333309,FALSE
10366,99.99,4.60507018098776,101.466547454545,1.47654745454544,FALSE
10369,339,5.82600010738045,260.559397,78.440603,FALSE
10374,185.49,5.22300097223859,160.534488333333,24.9555116666666,FALSE
10377,179.96,5.19273460397297,151.435778833333,28.5242211666666,FALSE
10382,95,4.55387689160054,97.1261613593073,2.12616135930735,FALSE
10383,264.95,5.57954112893877,84.3080534949495,180.64194650505,FALSE
10385,15,2.70805020110221,172.608705,157.608705,FALSE
10386,165,5.10594547390058,194.434339222222,29.4343392222225,FALSE
10390,15,2.70805020110221,172.608705,157.608705,FALSE
10404,179,5.18738580584075,63.7675750909092,115.232424909091,FALSE
10409,175,5.16478597392351,176.931065666667,1.9310656666666,FALSE
10413,120,4.78749174278205,152.959969674603,32.9599696746031,FALSE
10414,280,5.63478960316925,231.164841666667,48.8351583333332,FALSE
10416,89.99,4.49969855304586,86.5450126808668,3.44498731913315,FALSE
10423,350,5.85793315448346,45.9770214761906,304.022978523809,FALSE
10424,249.99,5.52142091706223,224.779463333333,25.2105366666667,FALSE
10426,310,5.73657229747919,252.000849714286,57.9991502857141,FALSE
10428,458,6.12686918411419,447.82379768254,10.1762023174603,FALSE
10429,265,5.57972982598622,237.972612,27.0273879999998,FALSE
10432,228.59,5.43193000587196,212.847765666667,15.7422343333331,FALSE
10433,249.97,5.52134091066167,199.219297333333,50.7507026666667,FALSE
10434,249.99,5.52142091706223,207.179736666667,42.8102633333334,FALSE
10440,340,5.82894561761021,187.700646333333,152.299353666667,FALSE
10451,185,5.22035582507832,212.089331784993,27.0893317849929,FALSE
10455,190,5.24702407216049,70.6884765771756,119.311523422824,FALSE
10461,400,5.99146454710798,418.801363666666,18.8013636666665,FALSE
10465,188.99,5.24169410360695,215.554923666667,26.5649236666665,FALSE
10466,99.94,4.60457000591606,99.0550225714286,0.884977428571432,FALSE
10469,225,5.41610040220442,230.721861,5.72186100000008,FALSE
10471,110,4.70048036579242,99.9749495714285,10.0250504285715,FALSE
10472,200,5.29831736654804,127.604327232593,72.3956727674072,FALSE
10473,249,5.51745289646471,143.255740101621,105.744259898379,FALSE
10483,249,5.51745289646471,233.270621,15.7293789999998,FALSE
10485,252.99,5.53334996225466,174.471688333333,78.5183116666666,FALSE
10488,40,3.68887945411394,92.1695839786855,52.1695839786855,FALSE
10489,100,4.60517018598809,89.0305932539683,10.9694067460317,FALSE
10491,5,1.6094379124341,55.1309605454546,50.1309605454546,FALSE
10494,124.95,4.82791365728096,103.852868095238,21.097131904762,FALSE
10495,159.99,5.07511131328062,95.6567726886422,64.3332273113578,FALSE
10498,89.99,4.49969855304586,162.572867690476,72.582867690476,FALSE
10500,315,5.75257263882563,205.074898666667,109.925101333333,FALSE
10503,184.99,5.2203017695633,205.972775666667,20.9827756666666,FALSE
10504,150,5.01063529409626,99.2438054495798,50.7561945504202,FALSE
10506,200,5.29831736654804,277.123652666667,77.1236526666667,FALSE
10508,199.99,5.298267365298,206.714543666667,6.72454366666656,FALSE
10512,79,4.36944785246702,89.7679327857142,10.7679327857142,FALSE
10513,399.99,5.99143954679548,373.886903579365,26.1030964206353,FALSE
10518,154,5.03695260241363,205.067572,51.0675720000001,FALSE
10520,169.99,5.13573961179068,185.815851333333,15.8258513333334,FALSE
10522,195,5.27299955856375,215.944314333333,20.9443143333333,FALSE
10523,425,6.05208916892442,405.232371738095,19.7676282619054,FALSE
10526,69,4.23410650459726,32.3860669047618,36.6139330952382,FALSE
10527,300,5.7037824746562,93.7103154797042,206.289684520296,FALSE
10528,149,5.00394630594546,76.8771280000001,72.1228719999999,FALSE
10529,150,5.01063529409626,66.0641994520202,83.9358005479798,FALSE
10532,224.98,5.41601150936468,84.9552445037594,140.024755496241,FALSE
10537,14,2.63905732961526,175.336802333333,161.336802333333,FALSE
10539,149,5.00394630594546,225.930155666667,76.9301556666668,FALSE
10541,400,5.99146454710798,143.848561880952,256.151438119048,FALSE
10546,394.99,5.97886044812496,316.307079787546,78.6829202124542,FALSE
10547,175,5.16478597392351,167.238429047619,7.76157095238125,FALSE
10550,399.99,5.99143954679548,359.275404095238,40.7145959047619,FALSE
10554,234,5.4553211153577,208.141008333333,25.8589916666668,FALSE
10555,349.99,5.85790458264672,339.37425918254,10.6157408174604,FALSE
10559,325,5.78382518232974,211.213486380952,113.786513619048,FALSE
10560,140,4.9416424226093,237.55963,97.5596299999999,FALSE
10563,399.99,5.99143954679548,340.228426666666,59.7615733333337,FALSE
10564,95,4.55387689160054,34.7263359785215,60.2736640214785,FALSE
10565,499,6.21260609575152,446.937096666666,52.0629033333339,FALSE
10567,125,4.8283137373023,83.970405968254,41.029594031746,FALSE
10568,82.95,4.41823801663645,91.0946148571428,8.14461485714278,FALSE
10569,150,5.01063529409626,76.6482111864907,73.3517888135093,FALSE
10574,289.99,5.66984643962735,209.922611333333,80.0673886666668,FALSE
10575,219.99,5.39358209077382,201.981675714286,18.0083242857143,FALSE
10581,75,4.31748811353631,42.6520210000001,32.3479789999999,FALSE
10583,275,5.61677109766657,219.071904333333,55.9280956666666,FALSE
10586,198,5.28826703069454,143.929861333333,54.0701386666667,FALSE
10587,300,5.7037824746562,431.257219333332,131.257219333332,FALSE
10590,410,6.01615715969835,350.385569725496,59.6144302745041,FALSE
10591,150,5.01063529409626,163.088986571428,13.0889865714284,FALSE
10594,60,4.0943445622221,432.735673064934,372.735673064934,FALSE
10595,113,4.72738781871234,55.7071350536132,57.2928649463868,FALSE
10596,155,5.04342511691925,228.739207,73.7392070000001,FALSE
10597,90,4.49980967033027,237.038947333333,147.038947333333,FALSE
10601,699.95,6.55100890392083,227.388793333333,472.561206666667,FALSE
10602,275,5.61677109766657,26.8676453492063,248.132354650794,FALSE
10603,94.99,4.55377162290209,53.8630353549783,41.1269646450217,FALSE
10605,550,6.30991827822652,402.903085666666,147.096914333334,FALSE
10607,210,5.34710753071747,103.240673047619,106.759326952381,FALSE
10609,80,4.38202663467388,229.464725333333,149.464725333333,FALSE
10613,439.99,6.08675199938131,399.554543057387,40.435456942613,FALSE
10614,349.99,5.85790458264672,337.577110380952,12.4128896190476,FALSE
10619,395,5.97888576490112,267.824878761905,127.175121238095,FALSE
10622,208.99,5.34228640393016,210.484594714286,1.49459471428574,FALSE
10628,175,5.16478597392351,81.0139916666668,93.9860083333332,FALSE
10629,229.98,5.43799234862052,222.412334333333,7.56766566666673,FALSE
10632,120,4.78749174278205,188.392766546898,68.3927665468976,FALSE
10637,560,6.32793678372919,485.995531444444,74.0044685555557,FALSE
10638,159.95,5.07486126639553,104.230337,55.719663,FALSE
10643,560,6.32793678372919,477.610152984127,82.3898470158734,FALSE
10644,549.9,6.30973644351377,450.63560731746,99.2643926825398,FALSE
10645,80,4.38202663467388,114.265470666667,34.2654706666667,FALSE
10647,449.99,6.10922536029523,389.522552666666,60.467447333334,FALSE
10648,79.99,4.38190162686073,33.8321268333333,46.1578731666667,FALSE
10649,227.95,5.42912630665945,185.686500095238,42.2634999047618,FALSE
10650,785,6.66568371778241,509.100189650793,275.899810349207,FALSE
10651,186,5.2257466737132,236.155439333333,50.1554393333333,FALSE
10655,349.95,5.85779028713555,336.767076692307,13.1829233076926,FALSE
10658,100,4.60517018598809,49.3033134285714,50.6966865714286,FALSE
10660,329.99,5.79906235097108,293.971506824675,36.0184931753246,FALSE
10663,250,5.52146091786225,180.525958,69.4740419999999,FALSE
10665,127.99,4.8519521358677,198.140107,70.1501070000001,FALSE
10667,89.99,4.49969855304586,174.670137023809,84.6801370238092,FALSE
10668,469.99,6.15271141788201,326.729925333333,143.260074666667,FALSE
10671,400,5.99146454710798,86.9935824126984,313.006417587302,FALSE
10673,179.99,5.19290129379139,60.0808411405588,119.909158859441,FALSE
10674,222.72,5.40591537714606,287.965394333333,65.2453943333335,FALSE
10676,285,5.65248918026865,189.50290684127,95.4970931587299,FALSE
10679,387.45,5.95958680820996,202.045179,185.404821,FALSE
10680,239.99,5.48059725580725,175.424223880231,64.5657761197691,FALSE
10681,175,5.16478597392351,179.320375333333,4.3203753333332,FALSE
10682,438,6.08221891037645,469.203163888888,31.2031638888884,FALSE
10683,140,4.9416424226093,54.0856956666667,85.9143043333333,FALSE
10687,80,4.38202663467388,53.6037570000001,26.3962429999999,FALSE
10690,185,5.22035582507832,187.975830603175,2.97583060317496,FALSE
10691,449.99,6.10922536029523,184.171834714286,265.818165285714,FALSE
10695,175,5.16478597392351,68.066919,106.933081,FALSE
10700,319.99,5.76828974530548,252.936810333333,67.0531896666666,FALSE
10705,210,5.34710753071747,107.812012079365,102.187987920635,FALSE
10706,150,5.01063529409626,39.3296529365079,110.670347063492,FALSE
10707,429,6.06145691892802,196.268908,232.731092,FALSE
10709,215.99,5.37523211031616,184.492714428572,31.4972855714285,FALSE
10710,219.99,5.39358209077382,268.636066460318,48.646066460318,FALSE
10711,199.99,5.298267365298,208.931774761905,8.94177476190467,FALSE
10718,159.95,5.07486126639553,175.668785023088,15.7187850230883,FALSE
10719,319,5.76519110278484,350.759546392163,31.7595463921626,FALSE
10722,244.96,5.50109493190937,73.808406888889,171.151593111111,FALSE
10724,340,5.82894561761021,291.745266824675,48.2547331753246,FALSE
10731,459,6.12905021006055,202.333685678932,256.666314321068,FALSE
10733,209.99,5.34705991053603,225.794229666667,15.8042296666668,FALSE
10735,80,4.38202663467388,95.3586065,15.3586065,FALSE
10737,220,5.39362754635236,205.393603,14.6063969999999,FALSE
10738,350,5.85793315448346,263.168413619048,86.8315863809524,FALSE
10739,169.99,5.13573961179068,177.308586,7.31858600000004,FALSE
10741,199.97,5.29816735529691,79.5722386666666,120.397761333333,FALSE
10742,559.99,6.3279189264269,374.22674481746,185.76325518254,FALSE
10743,90,4.49980967033027,30.2522357764156,59.7477642235844,FALSE
10744,320,5.76832099579377,303.393443692308,16.6065563076923,FALSE
10746,400,5.99146454710798,367.894627761905,32.1053722380951,FALSE
10747,209,5.34233425196481,207.650848333333,1.34915166666678,FALSE
10748,350,5.85793315448346,156.799553261905,193.200446738095,FALSE
10751,200,5.29831736654804,176.840442714286,23.1595572857144,FALSE
10752,265,5.57972982598622,182.577061095238,82.4229389047619,FALSE
10760,150,5.01063529409626,44.9666780960178,105.033321903982,FALSE
10762,449.99,6.10922536029523,175.78149152381,274.20850847619,FALSE
10764,400,5.99146454710798,239.390076666667,160.609923333333,FALSE
10765,249.99,5.52142091706223,243.088149333333,6.90185066666669,FALSE
10766,199,5.29330482472449,105.252506792349,93.7474932076508,FALSE
10767,614.99,6.42160600751172,350.738079714286,264.251920285715,FALSE
10770,260,5.56068163101553,191.626620309524,68.3733796904764,FALSE
10771,265,5.57972982598622,205.064536,59.9354639999999,FALSE
10772,129.99,4.86745752441993,98.486229047619,31.503770952381,FALSE
10774,266.05,5.58368426104238,151.368562880952,114.681437119048,FALSE
10776,171,5.14166355650266,193.295566666667,22.2955666666666,FALSE
10777,76,4.33073334028633,227.856155,151.856155,FALSE
10783,350,5.85793315448346,330.647677849206,19.3523221507936,FALSE
10785,164,5.0998664278242,44.8203593237999,119.1796406762,FALSE
10786,249.95,5.52126089785958,57.3500406754226,192.599959324577,FALSE
10787,339,5.82600010738045,308.487394737374,30.5126052626262,FALSE
10788,200,5.29831736654804,238.724950047619,38.7249500476192,FALSE
10789,160,5.07517381523383,174.73143747619,14.7314374761901,FALSE
10791,395,5.97888576490112,185.612161285714,209.387838714286,FALSE
10793,800,6.68461172766793,363.148658809524,436.851341190476,FALSE
10800,565.95,6.33850573507843,397.704286999999,168.245713000001,FALSE
10801,180,5.19295685089021,36.5719805945166,143.428019405483,FALSE
10804,89,4.48863636973214,241.323635,152.323635,FALSE
10806,232.99,5.45099553418974,309.374238737374,76.3842387373738,FALSE
10807,167.38,5.12026667660473,170.094693880231,2.7146938802311,FALSE
10809,299,5.70044357339069,219.864747333333,79.1352526666666,FALSE
10815,299,5.70044357339069,262.745656261905,36.2543437380953,FALSE
10818,249.99,5.52142091706223,272.190031460318,22.2000314603179,FALSE
10819,175,5.16478597392351,174.506098785714,0.493901214286012,FALSE
10821,129.99,4.86745752441993,175.208359,45.2183589999999,FALSE
10828,249.97,5.52134091066167,68.6822504126986,181.287749587301,FALSE
10829,188,5.23644196282995,243.482578333334,55.4825783333335,FALSE
10831,199.99,5.298267365298,214.993871666667,15.0038716666667,FALSE
10833,182,5.2040066870768,211.980415,29.9804150000001,FALSE
10836,125,4.8283137373023,14.9700853492063,110.029914650794,FALSE
10839,529.99,6.27285813844364,460.940728428571,69.049271571429,FALSE
10841,79.99,4.38190162686073,30.1773903431372,49.8126096568628,FALSE
10842,119.99,4.7874084059763,90.2253501904762,29.7646498095238,FALSE
10845,649.99,6.47695697815595,256.408643333334,393.581356666666,FALSE
10847,299,5.70044357339069,252.817168714286,46.182831285714,FALSE
10849,258.98,5.55675083864069,274.596404920636,15.6164049206355,FALSE
10850,279.99,5.63475388824576,206.004725666667,73.9852743333333,FALSE
10851,150,5.01063529409626,203.727511333333,53.7275113333334,FALSE
10852,350,5.85793315448346,348.683793373016,1.31620662698418,FALSE
10856,249.99,5.52142091706223,219.241849666667,30.7481503333333,FALSE
10857,200,5.29831736654804,106.011184714286,93.9888152857142,FALSE
10862,250,5.52146091786225,206.064830333333,43.9351696666667,FALSE
10865,579.99,6.36301086201252,419.587307666666,160.402692333334,FALSE
10867,500,6.21460809842219,284.317858515873,215.682141484127,FALSE
10873,279.99,5.63475388824576,203.150777666667,76.8392223333332,FALSE
10874,276.99,5.62398140445265,201.774003,75.215997,FALSE
10877,379.99,5.94014493658469,304.695720358974,75.2942796410257,FALSE
10878,275,5.61677109766657,182.729452904762,92.2705470952383,FALSE
10879,145,4.97673374242057,82.2779144444445,62.7220855555555,FALSE
10883,439,6.08449941307517,406.423585,32.5764150000003,FALSE
10884,379,5.93753620508243,374.055600001831,4.94439999816905,FALSE
10886,350,5.85793315448346,301.835627,48.164373,FALSE
10888,194.85,5.27223003178472,184.097336761905,10.7526632380952,FALSE
10889,360,5.88610403145016,422.107363,62.1073629999996,FALSE
10890,500,6.21460809842219,216.056351666667,283.943648333333,FALSE
10891,463.26,6.13828845154878,234.099877,229.160123,FALSE
10893,99,4.59511985013459,185.916583666667,86.9165836666666,FALSE
10894,795.99,6.6795866229514,453.728033142856,342.261966857144,FALSE
10895,259.95,5.56048930482972,143.769036365079,116.180963634921,FALSE
10900,300,5.7037824746562,80.95592,219.04408,FALSE
10903,244.97,5.50113575406765,273.573113587302,28.6031135873023,FALSE
10904,249.97,5.52134091066167,57.493505857143,192.476494142857,FALSE
10906,199.99,5.298267365298,177.87621247619,22.1137875238099,FALSE
10908,500,6.21460809842219,390.170498230159,109.829501769841,FALSE
10909,660,6.49223983502047,460.071197888888,199.928802111112,FALSE
10910,359.99,5.88607625328657,288.426858967532,71.5631410324675,FALSE
10911,525,6.26339826259162,416.560834999999,108.439165000001,FALSE
10914,209.85,5.3463929897796,206.862398666667,2.98760133333329,FALSE
10915,299.99,5.7037491407673,212.220978666667,87.7690213333334,FALSE
10916,149.97,5.01043527409359,170.479134761905,20.5091347619046,FALSE
10917,179.99,5.19290129379139,12.6628522792207,167.327147720779,FALSE
10921,349.99,5.85790458264672,311.85584861039,38.1341513896104,FALSE
10922,200,5.29831736654804,37.7920517919053,162.207948208095,FALSE
10924,449.95,6.10913646547996,344.598486666666,105.351513333334,FALSE
10925,350.25,5.85864718521712,309.202999238095,41.0470007619049,FALSE
10927,479.99,6.17376527035159,218.954217,261.035783,FALSE
10928,154,5.03695260241363,234.069203333333,80.0692033333334,FALSE
10929,239,5.47646355193151,84.5198239999999,154.480176,FALSE
10930,376,5.92958914338989,368.293056666667,7.70694333333347,FALSE
10932,385,5.95324333428778,291.432058967533,93.5679410324674,FALSE
10933,322.99,5.77762136299107,409.934979333333,86.9449793333329,FALSE
10934,162,5.08759633523238,193.798113666667,31.7981136666667,FALSE
10938,229,5.43372200355424,99.9651293333332,129.034870666667,FALSE
10939,459.99,6.13120475011641,206.210529333333,253.779470666667,FALSE
10940,350,5.85793315448346,234.392419,115.607581,FALSE
10941,149.98,5.01050195187324,34.7215823333333,115.258417666667,FALSE
10945,449.99,6.10922536029523,357.516209,92.4737910000002,FALSE
10946,318,5.76205138278018,391.766905333333,73.7669053333328,FALSE
10947,400,5.99146454710798,299.166020666667,100.833979333333,FALSE
10948,110,4.70048036579242,100.465824,9.53417600000007,FALSE
10949,200.29,5.29976631631314,215.536177666667,15.2461776666666,FALSE
10951,829.99,6.72141365252529,552.447006031746,277.542993968254,FALSE
10952,150,5.01063529409626,37.4515265238095,112.54847347619,FALSE
10953,529.99,6.27285813844364,355.837040201686,174.152959798314,FALSE
10954,300,5.7037824746562,325.643908619047,25.6439086190474,FALSE
10955,70,4.24849524204936,52.3950168095238,17.6049831904762,FALSE
10956,279.99,5.63475388824576,337.811794106449,57.8217941064486,FALSE
10959,115,4.74493212836325,106.389155714286,8.61084428571421,FALSE
10960,499,6.21260609575152,173.122140714286,325.877859285714,FALSE
10964,193,5.26269018890489,219.221023,26.221023,FALSE
10967,399.99,5.99143954679548,88.1738833333334,311.816116666667,FALSE
10968,174.99,5.16472882943366,212.140665666667,37.1506656666668,FALSE
10969,159.99,5.07511131328062,161.127269142857,1.13726914285709,FALSE
10970,259.99,5.5606431687374,93.8020597081807,166.187940291819,FALSE
10972,199.99,5.298267365298,74.6926014071485,125.297398592852,FALSE
10973,180,5.19295685089021,114.299772674603,65.7002273253968,FALSE
10975,359,5.88332238848828,291.135832967533,67.8641670324675,FALSE
10977,279.99,5.63475388824576,232.633155,47.356845,FALSE
10978,139.5,4.93806460126142,171.840596515151,32.3405965151514,FALSE
10979,549.99,6.30990009624304,338.383818666667,211.606181333333,FALSE
