"UniqueID","sold.fctr","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.All.Interact.X.no.rnorm.rf.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rf","sold.fctr.predict.Max.cor.Y.rpart.prob","sold.fctr.predict.Max.cor.Y.rpart","sold.fctr.predict.All.X.no.rnorm.rpart.prob","sold.fctr.predict.All.X.no.rnorm.rpart","sold.fctr.predict.All.Interact.X.no.rnorm.rpart.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rpart","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart.prob","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart","sold.fctr.predict.All.Interact.X.glmnet.prob","sold.fctr.predict.All.Interact.X.glmnet","sold.fctr.predict.Max.cor.Y.glm.prob","sold.fctr.predict.Max.cor.Y.glm","sold.fctr.predict.Interact.High.cor.Y.glm.prob","sold.fctr.predict.Interact.High.cor.Y.glm","sold.fctr.predict.All.Interact.X.bayesglm.prob","sold.fctr.predict.All.Interact.X.bayesglm","sold.fctr.predict.All.X.glmnet.prob","sold.fctr.predict.All.X.glmnet","sold.fctr.predict.All.X.glm.prob","sold.fctr.predict.All.X.glm","sold.fctr.predict.All.X.bayesglm.prob","sold.fctr.predict.All.X.bayesglm","sold.fctr.predict.Low.cor.X.glm.prob","sold.fctr.predict.Low.cor.X.glm","sold.fctr.predict.All.Interact.X.glm.prob","sold.fctr.predict.All.Interact.X.glm","sold.fctr.predict.Ensemble.glmnet.prob","sold.fctr.predict.Ensemble.glmnet","sold.fctr.predict.Ensemble.glmnet.accurate"
11403,"N",0.132,"N",0.154,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0285714285714286,"N",0.0873491007022987,"N",0.0528567676170598,"N",0.0541852255014146,"N",0.0550699470123614,"N",0.0838204323198115,"N",0.0148482321761993,"N",0.0181292417541642,"N",0.0157973794273766,"N",2.22044604925031e-16,"N",0.130496222385435,"N",TRUE
11404,"N",0.156,"N",0.196,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0285714285714286,"N",0.0788136489509812,"N",0.0404395615731793,"N",0.0416380295398483,"N",0.0424639089918801,"N",0.0728113721883371,"N",0.00777510726543276,"N",0.0100384553365511,"N",0.00857448700633175,"N",2.22044604925031e-16,"N",0.149732218011734,"N",TRUE
11418,"N",0.154,"N",0.174,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0285714285714286,"N",0.0838015133923807,"N",0.0271944047466515,"N",0.0281806199376469,"N",0.0423203012886754,"N",0.0786986347187037,"N",0.0063209555944352,"N",0.00852737603090681,"N",0.00714633558558541,"N",2.22044604925031e-16,"N",0.142425668619224,"N",TRUE
11419,"N",0.014,"N",0.01,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",7.14891571245935e-08,"N",0.00535567192517221,"N",0.00276275145166597,"N",4.48776623691017e-10,"N",0.0416752629780779,"N",0.000369433514900691,"N",0.000583328951384617,"N",0.000482569806143609,"N",2.22044604925031e-16,"N",0.0737493192324562,"N",TRUE
11437,"N",0.136,"N",0.174,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.246707135946392,"N",0.636351239097531,"N",0.452127786470911,"N",0.126876052324158,"N",0.500504910866729,"Y",0.365889245413342,"N",0.39486307864383,"N",0.365191529555962,"N",2.22044604925031e-16,"N",0.139908331625741,"N",TRUE
11450,"N",0.054,"N",0.042,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.196428571428571,"N",0.170171875780745,"N",0.273360914311093,"N",0.272862072471817,"N",0.136073208285713,"N",0.203272529395834,"N",0.147394900859749,"N",0.158823831157743,"N",0.142476901619989,"N",2.22044604925031e-16,"N",0.0888420028770483,"N",TRUE
11455,"N",0.008,"N",0.016,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.263747508304128,"N",0.637475974052503,"N",0.63150734619217,"N",0.190717186430032,"N",0.370621532534797,"N",0.502176760643015,"N",0.498969582529099,"N",0.477516769260386,"N",1,"Y",0.0743269713310503,"N",TRUE
11459,"N",0,"N",0,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.219989860997701,"N",0.563769359208469,"N",0.558573579154331,"N",0.167374190934713,"N",0.316574943373777,"N",0.35818348966732,"N",0.377777632524689,"N",0.354896194015483,"N",2.22044604925031e-16,"N",0.0702108135119587,"N",TRUE
11465,"N",0.096,"N",0.036,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.333463925855211,"N",0.633519892167233,"N",0.627584306792529,"N",0.252608749100228,"N",0.444358718735161,"N",0.541394650724559,"N",0.564958805781423,"Y",0.504389103433004,"Y",2.22044604925031e-16,"N",0.0953536874405032,"N",TRUE
11526,"N",0.37,"N",0.308,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.202380952380952,"N",0.170198541972371,"N",0.153254897595604,"N",0.154362012644943,"N",0.113225402147163,"N",0.187929216190809,"N",0.057460874068885,"N",0.0713984482761575,"N",0.0560078962219824,"N",2.22044604925031e-16,"N",0.287994111387902,"N",TRUE
11591,"N",0.042,"N",0.026,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.21572108369124,"N",0.548283610290285,"N",0.54328732996212,"N",0.161670790827549,"N",0.302758049340197,"N",0.342080800657527,"N",0.360397814462248,"N",0.335057650368445,"N",2.22044604925031e-16,"N",0.0818402318726621,"N",TRUE
11597,"N",0.228,"N",0.204,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.202380952380952,"N",0.159775523282287,"N",0.148749739707237,"N",0.14989750126168,"N",0.101031829082829,"N",0.181508172803156,"N",0.0622466418677269,"N",0.073979758375394,"N",0.0628055233417343,"N",2.22044604925031e-16,"N",0.181110103879782,"N",TRUE
11602,"N",0.222,"N",0.166,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.428719125918965,"N",0.695106751439425,"N",0.517113352198412,"N",0.295932424224367,"N",0.622283464927253,"Y",0.536499534621398,"N",0.574427597454681,"Y",0.603258679055638,"Y",1,"Y",0.167345579728034,"N",TRUE
11719,"N",0.292,"N",0.338,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0285714285714286,"N",0.13274359386062,"N",0.0686534881802574,"N",0.0700758513590926,"N",0.0771793553191304,"N",0.166385720493519,"N",0.0303155244222283,"N",0.0399518795245968,"N",0.0425805221365515,"N",2.22044604925031e-16,"N",0.258763594945803,"N",TRUE
11763,"N",0.378,"N",0.408,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.202380952380952,"N",0.18113606199242,"N",0.156378741979315,"N",0.157456519381353,"N",0.121545748974895,"N",0.245864354754578,"N",0.093611435342087,"N",0.11465585283382,"N",0.121283864534457,"N",2.22044604925031e-16,"N",0.345104494682925,"N",TRUE
11796,"N",0.626,"Y",0.704,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.773411242602607,"Y",0.809543492762501,"Y",0.664194127725106,"N",0.637316362149587,"Y",0.598909971559661,"Y",0.571999641415532,"N",0.581688479851296,"Y",0.537419237857508,"Y",1,"Y",0.701313165836675,"Y",FALSE
11838,"N",0.058,"N",0.054,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.29181727094054,"N",0.37372728132588,"N",0.371515458982349,"N",0.180521641363294,"N",0.359570135233054,"N",0.291835328019013,"N",0.326940992866566,"N",0.267238930373354,"N",2.22044604925031e-16,"N",0.0904778443431869,"N",TRUE
10005,"N",0.208,"N",0.176,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.0603060767787808,"N",0.517122463822148,"N",0.51255942104371,"N",0.00925320134089149,"N",0.179679157047481,"N",0.0736579496392407,"N",0.0985821204472885,"N",0.0224923704169998,"N",2.22044604925031e-16,"N",0.159474380670555,"N",TRUE
10199,"N",0.97,"Y",0.98,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.852625263564185,"Y",0.817855259909306,"Y",0.805795759156101,"Y",0.806197965342921,"Y",0.714959786098485,"Y",0.88682086376432,"Y",0.879328055654766,"Y",0.928243831355439,"Y",1,"Y",0.916145757649193,"Y",FALSE
10386,"N",0.128,"N",0.174,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.25743293060398,"N",0.427546343636329,"N",0.424406516324458,"N",0.183026125916847,"N",0.367089624821242,"N",0.243571579700946,"N",0.299474131965735,"N",0.163862905373661,"N",2.22044604925031e-16,"N",0.136697952640635,"N",TRUE
10597,"N",0.02,"N",0.026,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.398189692749,"N",0.741828255687536,"Y",0.735432035689073,"Y",0.116935668039497,"N",0.52224354568793,"Y",0.208426406370987,"N",0.341483039695737,"N",0.31731972750095,"N",2.22044604925031e-16,"N",0.0774955319743619,"N",TRUE
10651,"N",0.032,"N",0.026,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.274197866593961,"N",0.419688421986575,"N",0.416682114843465,"N",0.0582353112139592,"N",0.33792334222421,"N",0.0494652055777341,"N",0.098139348583965,"N",0.0849055784985757,"N",2.22044604925031e-16,"N",0.0791236813185738,"N",TRUE
10676,"N",0.14,"N",0.138,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0285714285714286,"N",0.151008692415757,"N",0.12485788426681,"N",0.126184884922937,"N",0.168178843252464,"N",0.168712475541595,"N",0.060656510226926,"N",0.117463534004856,"N",0.133519471211105,"N",1,"Y",0.129807267564711,"N",TRUE
10741,"N",0.182,"N",0.128,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.0734915092122533,"N",0.552950459359748,"N",0.491230847211651,"N",0.0254382529029413,"N",0.354361461856377,"N",0.280428407059706,"N",0.251959504965268,"N",0.291274148870453,"N",2.22044604925031e-16,"N",0.138567178756572,"N",TRUE
10804,"N",0.05,"N",0.036,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.370267647438286,"N",0.68647111419625,"N",0.680187507465022,"N",0.115242723646452,"N",0.473442386896579,"N",0.171304097746221,"N",0.288434767880696,"N",0.25989811646815,"N",2.22044604925031e-16,"N",0.084785712026472,"N",TRUE
10829,"N",0.058,"N",0.048,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.302985332820294,"N",0.500871364086139,"N",0.496549172237633,"N",0.0972531648440496,"N",0.369098136912802,"N",0.0643948694753453,"N",0.124906389312352,"N",0.110979526457911,"N",2.22044604925031e-16,"N",0.0884879552045387,"N",TRUE
11001,"N",0.15,"N",0.124,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0285714285714286,"N",0.0670312180404436,"N",0.117752400891484,"N",0.119119485529133,"N",0.485667486014481,"N",0.129695361287293,"N",0.769327012178673,"Y",0.0496965263745228,"N",0.0204299575909072,"N",2.22044604925031e-16,"N",0.13297206438546,"N",TRUE
11138,"N",0.182,"N",0.15,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.00404741057134831,"N",0.248364364484444,"N",0.232809655479653,"N",0.00106347056586626,"N",0.273065399005767,"N",0.083813343698859,"N",0.0832007700528926,"N",0.0823995583403864,"N",2.22044604925031e-16,"N",0.144742075681941,"N",TRUE
11195,"N",0.07,"N",0.15,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.00651030767843689,"N",0.31982968766471,"N",0.254678255960918,"N",0.0015397446734399,"N",0.270409840373141,"N",0.020355781772436,"N",0.0251719196556156,"N",0.0254332913169559,"N",2.22044604925031e-16,"N",0.113915729293246,"N",TRUE
11367,"N",0.304,"N",0.31,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.181818181818182,"N",0.148185365245049,"N",0.254368258884233,"N",0.254171116761077,"N",0.138107961825181,"N",0.144680312326586,"N",0.0837520709860792,"N",0.0723787261242595,"N",0.0957364803523182,"N",2.22044604925031e-16,"N",0.256871204050807,"N",TRUE
11372,"N",0.094,"N",0.122,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.202380952380952,"N",0.148297341036686,"N",0.147531840461175,"N",0.148690243390225,"N",0.290834816169416,"N",0.150993454849063,"N",0.132296202249899,"N",0.0986278659615168,"N",0.218046401078175,"N",2.22044604925031e-16,"N",0.117585536040334,"N",TRUE
11378,"N",0.256,"N",0.204,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.202380952380952,"N",0.116400283972247,"N",0.145323755726444,"N",0.146501065996142,"N",0.0974773490773244,"N",0.10361417986082,"N",0.0352545607131315,"N",0.0316363207366373,"N",0.0426868423005365,"N",2.22044604925031e-16,"N",0.191464442440387,"N",TRUE
11412,"N",0.232,"N",0.282,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.538461538461538,"Y",0.154477144686478,"N",0.318158911389611,"N",0.316911400501199,"N",0.187898119245959,"N",0.226645820643612,"N",0.119701177793654,"N",0.114768161606142,"N",0.0476059882069869,"N",2.22044604925031e-16,"N",0.222560318545905,"N",TRUE
11417,"N",0.116,"N",0.092,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.296894510211046,"N",0.756595344984781,"Y",0.750220115237148,"Y",0.575716554771304,"Y",0.422465554175607,"N",0.813179673753747,"Y",0.790001472578291,"Y",0.659733136549961,"Y",2.22044604925031e-16,"N",0.116471288908093,"N",TRUE
11443,"N",0.118,"N",0.11,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.250329830055039,"N",0.78416055154425,"Y",0.777890143287097,"Y",0.3253449407547,"N",0.384402852285663,"N",0.537503902635351,"N",0.555284974638127,"Y",0.276794810915002,"N",2.22044604925031e-16,"N",0.118479972215279,"N",TRUE
11458,"N",0.04,"N",0.036,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0285714285714286,"N",0.0583833910240302,"N",0.0682258313234362,"N",0.0696465423662476,"N",0.0406812213605454,"N",0.0755171739438751,"N",0.00546596409555567,"N",0.00720344928295235,"N",0.00332163303401764,"N",2.22044604925031e-16,"N",0.0822674085634175,"N",TRUE
11466,"N",0.118,"N",0.102,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.309037453522662,"N",0.563548429914933,"N",0.558355415921501,"N",0.504909722683601,"Y",0.340193905820803,"N",0.666606703947555,"Y",0.603189587801449,"Y",0.613151297650658,"Y",2.22044604925031e-16,"N",0.118647164649141,"N",TRUE
11585,"N",0.198,"N",0.21,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0256410256410256,"N",0.111702445314796,"N",0.486353090513424,"N",0.482253613976991,"N",0.625510934864781,"Y",0.27517114482751,"N",0.155524592279595,"N",0.192129176851498,"N",0.0995409578997258,"N",2.22044604925031e-16,"N",0.177801573127297,"N",TRUE
11629,"N",0.604,"Y",0.622,"Y",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.196428571428571,"N",0.205385685191713,"N",0.298229868981075,"N",0.297320556057618,"N",0.530807357174125,"Y",0.299955297134534,"N",0.338908272271763,"N",0.317403722577709,"N",0.124399764204447,"N",2.22044604925031e-16,"N",0.618554441641899,"Y",FALSE
11748,"N",0.482,"N",0.486,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.512362882887268,"N",0.724672115424484,"Y",0.519276489670368,"N",0.849224071132701,"Y",0.603663994048274,"Y",0.577164629650871,"N",0.707665030381962,"Y",0.613672765252852,"Y",2.22044604925031e-16,"N",0.469854344434618,"N",TRUE
11819,"N",0.354,"N",0.436,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.538461538461538,"Y",0.173816980037552,"N",0.320625240846394,"N",0.319335447092762,"N",0.312038098251625,"N",0.173769572603576,"N",0.174101637225379,"N",0.170883158736603,"N",0.209364248232022,"N",2.22044604925031e-16,"N",0.363293457426765,"N",TRUE
11826,"N",0.236,"N",0.262,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0285714285714286,"N",0.0880739961270997,"N",0.107352278265335,"N",0.108765494166317,"N",0.0460728322637878,"N",0.0798549453119313,"N",0.00560465666192417,"N",0.0106273444251231,"N",0.0142466827673956,"N",2.22044604925031e-16,"N",0.201184870044999,"N",TRUE
10012,"N",0.32,"N",0.32,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.6,"Y",0.221260985899251,"N",0.209606879814263,"N",0.210063383821429,"N",0.11488506159026,"N",0.351489216350433,"N",0.174115485031866,"N",0.195083764719355,"N",0.169760394237263,"N",2.22044604925031e-16,"N",0.280511593826095,"N",TRUE
10038,"N",0.266,"N",0.232,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.6,"Y",0.263592059925449,"N",0.2093664669761,"N",0.209826211412504,"N",0.224222569908438,"N",0.407587693885233,"N",0.318584353336272,"N",0.319243876793834,"N",0.320288791281197,"N",1,"Y",0.218185547932055,"N",TRUE
10054,"N",0.254,"N",0.22,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.6,"Y",0.242688159575725,"N",0.170520787315589,"N",0.171454688946525,"N",0.180601484209273,"N",0.3740306019806,"N",0.276983762402388,"N",0.277334901823584,"N",0.272223916239554,"N",2.22044604925031e-16,"N",0.207488994107137,"N",TRUE
10082,"N",0.326,"N",0.302,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.538461538461538,"Y",0.230276582431885,"N",0.322948444012933,"N",0.321618749222546,"N",0.18689016416946,"N",0.390209171669023,"N",0.434340719552046,"N",0.422618386335655,"N",0.425002394913058,"N",1,"Y",0.274606116709563,"N",TRUE
10127,"N",0.572,"Y",0.708,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.792858868801214,"Y",0.798990715138943,"Y",0.824573877772365,"Y",0.75100087250496,"Y",0.772908327371662,"Y",0.841365498150453,"Y",0.835100476225898,"Y",0.837953606446181,"Y",1,"Y",0.677894224811215,"Y",FALSE
10168,"N",0.22,"N",0.16,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.6,"Y",0.15368898170383,"N",0.171071125792491,"N",0.171999081653976,"N",0.109578384516628,"N",0.270236379023324,"N",0.136084903365972,"N",0.145683917639814,"N",0.150361486855654,"N",2.22044604925031e-16,"N",0.171038087176531,"N",TRUE
10182,"N",0.506,"Y",0.652,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.794807601607092,"Y",0.764754978698316,"Y",0.813022933672877,"Y",0.778917699477047,"Y",0.787276931147671,"Y",0.880084650786622,"Y",0.877864458744695,"Y",0.889198124787753,"Y",1,"Y",0.610349165223326,"Y",FALSE
10254,"N",0.012,"N",0.006,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.123456790123457,"N",0.0676505949451305,"N",0.420432784528451,"N",0.498109529588969,"N",0.0223766682335939,"N",0.617094022637982,"Y",0.523060759652297,"N",0.538310961657053,"Y",0.559621595332592,"Y",2.22044604925031e-16,"N",0.0729314030335772,"N",TRUE
10366,"N",0.456,"N",0.466,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.142857142857143,"N",0.194738407771586,"N",0.195386711275338,"N",0.196028907251063,"N",0.133873294715352,"N",0.33126431544114,"N",0.18548624833555,"N",0.187874353750457,"N",0.219822842228815,"N",2.22044604925031e-16,"N",0.421971116720469,"N",TRUE
10382,"N",0.402,"N",0.392,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.32258064516129,"N",0.217201260582021,"N",0.177936335515475,"N",0.178788076261405,"N",0.175248504072965,"N",0.346390589403592,"N",0.196752098045487,"N",0.20741839993712,"N",0.206356825053231,"N",2.22044604925031e-16,"N",0.354953313507093,"N",TRUE
10494,"N",0.268,"N",0.328,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.202380952380952,"N",0.237392449869674,"N",0.160483020809315,"N",0.161520867749621,"N",0.1816311573032,"N",0.341562743143825,"N",0.201477367681059,"N",0.206639437481606,"N",0.197383476611174,"N",2.22044604925031e-16,"N",0.249977352970548,"N",TRUE
10638,"N",0.118,"N",0.18,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0285714285714286,"N",0.229430850001206,"N",0.0915784476393307,"N",0.0930295620299332,"N",0.221899298870762,"N",0.301355908496998,"N",0.172819065600821,"N",0.181767956790113,"N",0.190864998496378,"N",2.22044604925031e-16,"N",0.13611729979561,"N",TRUE
10658,"N",0.326,"N",0.288,"N",0.925501432664756,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.925501432664756,"Y",0.713733931194601,"Y",0.746202644316883,"Y",0.79751254320372,"Y",0.6790335869807,"Y",0.74497335678377,"Y",0.811018916628086,"Y",0.816286512229411,"Y",0.830847706352452,"Y",1,"Y",0.290561888054797,"N",TRUE
10772,"N",0.322,"N",0.368,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.202380952380952,"N",0.290673691117769,"N",0.130658339075809,"N",0.131947857629349,"N",0.32025602591695,"N",0.339266056564062,"N",0.27569965174477,"N",0.284832133070102,"N",0.265967967674574,"N",1,"Y",0.298949520598966,"N",TRUE
