"UniqueID","sold.fctr","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.All.X.no.rnorm.rf.accurate"
11622,"N",0.994,"Y",FALSE
11718,"N",0.184,"N",TRUE
11724,"N",0.136,"N",TRUE
11733,"N",0.372,"N",TRUE
11775,"N",0.24,"N",TRUE
11803,"N",0.434,"N",TRUE
11837,"N",0.764,"Y",FALSE
11848,"N",0.198,"N",TRUE
11856,"N",0.348,"N",TRUE
11861,"N",0.192,"N",TRUE
10023,"N",0.352,"N",TRUE
10088,"N",0.166,"N",TRUE
10129,"N",0.512,"N",TRUE
10149,"N",0.078,"N",TRUE
10191,"N",0.412,"N",TRUE
10216,"N",0.234,"N",TRUE
10235,"N",0.6,"N",TRUE
10252,"N",0.564,"N",TRUE
10274,"N",0.382,"N",TRUE
10282,"N",0.442,"N",TRUE
10325,"N",0.19,"N",TRUE
10409,"N",0.486,"N",TRUE
10432,"N",0.128,"N",TRUE
10440,"N",0.024,"N",TRUE
10503,"N",0.164,"N",TRUE
10504,"N",0.84,"Y",FALSE
10522,"N",0.094,"N",TRUE
10539,"N",0.094,"N",TRUE
10560,"N",0.008,"N",TRUE
10567,"N",0.878,"Y",FALSE
10569,"N",0.54,"N",TRUE
10596,"N",0.072,"N",TRUE
10628,"N",0.312,"N",TRUE
10665,"N",0.064,"N",TRUE
10673,"N",0.046,"N",TRUE
10681,"N",0.094,"N",TRUE
10709,"N",0.018,"N",TRUE
10739,"N",0.554,"N",TRUE
10776,"N",0.03,"N",TRUE
10821,"N",0.03,"N",TRUE
10828,"N",0.084,"N",TRUE
10851,"N",0.462,"N",TRUE
10888,"N",0.24,"N",TRUE
10893,"N",0.086,"N",TRUE
10904,"N",0.068,"N",TRUE
10916,"N",0.354,"N",TRUE
10917,"N",0.044,"N",TRUE
10934,"N",0.042,"N",TRUE
10952,"N",0.062,"N",TRUE
10984,"N",0.314,"N",TRUE
10992,"N",0.956,"Y",FALSE
11004,"N",0.134,"N",TRUE
11011,"N",0.18,"N",TRUE
11032,"N",0.08,"N",TRUE
11044,"N",0.132,"N",TRUE
11047,"N",0.11,"N",TRUE
11051,"N",0.038,"N",TRUE
11068,"N",0.132,"N",TRUE
11069,"N",0.078,"N",TRUE
11081,"N",0.496,"N",TRUE
11091,"N",0.014,"N",TRUE
11103,"N",0.664,"Y",FALSE
11157,"N",0.05,"N",TRUE
11161,"N",0.046,"N",TRUE
11170,"N",0.056,"N",TRUE
11242,"N",0.048,"N",TRUE
11251,"N",0.174,"N",TRUE
11275,"N",0.208,"N",TRUE
11290,"N",0.05,"N",TRUE
11303,"N",0.012,"N",TRUE
11320,"N",0.25,"N",TRUE
11337,"N",0.01,"N",TRUE
11349,"N",0.15,"N",TRUE
11352,"N",0.024,"N",TRUE
11365,"N",0.026,"N",TRUE
11410,"N",0.4,"N",TRUE
11415,"N",0.276,"N",TRUE
11432,"N",0.814,"Y",FALSE
11451,"N",0.034,"N",TRUE
11502,"N",0.324,"N",TRUE
11517,"N",0.39,"N",TRUE
11551,"N",0.018,"N",TRUE
11554,"N",0.086,"N",TRUE
11558,"N",0.1,"N",TRUE
11559,"N",0.058,"N",TRUE
11610,"N",0.24,"N",TRUE
11614,"N",0.354,"N",TRUE
11640,"N",0.34,"N",TRUE
11644,"N",0.484,"N",TRUE
11673,"N",0.364,"N",TRUE
11675,"N",0.428,"N",TRUE
11684,"N",0.312,"N",TRUE
11685,"N",0.082,"N",TRUE
11698,"N",0.374,"N",TRUE
11747,"N",0.414,"N",TRUE
11749,"N",0.222,"N",TRUE
11751,"N",0.204,"N",TRUE
11755,"N",0.152,"N",TRUE
11756,"N",0.562,"N",TRUE
11788,"N",0.27,"N",TRUE
11847,"N",0.122,"N",TRUE
11849,"N",0.158,"N",TRUE
10028,"N",0.108,"N",TRUE
10059,"N",0.16,"N",TRUE
10133,"N",0.156,"N",TRUE
10144,"N",0.372,"N",TRUE
10146,"N",0.242,"N",TRUE
10193,"N",0.302,"N",TRUE
10195,"N",0.204,"N",TRUE
10204,"N",0.08,"N",TRUE
10241,"N",0.882,"Y",FALSE
10302,"N",0.104,"N",TRUE
10369,"N",0.476,"N",TRUE
10423,"N",0.082,"N",TRUE
10424,"N",0.26,"N",TRUE
10429,"N",0.16,"N",TRUE
10434,"N",0.126,"N",TRUE
10465,"N",0.248,"N",TRUE
10472,"N",0.796,"Y",FALSE
10485,"N",0.188,"N",TRUE
10508,"N",0.642,"Y",FALSE
10527,"N",0.084,"N",TRUE
10532,"N",0.118,"N",TRUE
10574,"N",0.078,"N",TRUE
10601,"N",0.086,"N",TRUE
10629,"N",0.218,"N",TRUE
10700,"N",0.332,"N",TRUE
10747,"N",0.85,"Y",FALSE
10765,"N",0.476,"N",TRUE
10771,"N",0.3,"N",TRUE
10788,"N",0.152,"N",TRUE
10845,"N",0.26,"N",TRUE
10850,"N",0.02,"N",TRUE
10862,"N",0.104,"N",TRUE
10873,"N",0.036,"N",TRUE
10900,"N",0.104,"N",TRUE
10927,"N",0.126,"N",TRUE
10940,"N",0.164,"N",TRUE
10949,"N",0.166,"N",TRUE
10990,"N",0.142,"N",TRUE
11006,"N",0.046,"N",TRUE
11063,"N",0.256,"N",TRUE
11074,"N",0.176,"N",TRUE
11075,"N",0.384,"N",TRUE
11079,"N",0.012,"N",TRUE
11113,"N",0.044,"N",TRUE
11126,"N",0.118,"N",TRUE
11133,"N",0.182,"N",TRUE
11137,"N",0.132,"N",TRUE
11148,"N",0.044,"N",TRUE
11191,"N",0.008,"N",TRUE
11222,"N",0.054,"N",TRUE
11229,"N",0.016,"N",TRUE
11265,"N",0.022,"N",TRUE
11301,"N",0.166,"N",TRUE
11318,"N",0.168,"N",TRUE
11375,"N",0.082,"N",TRUE
11385,"N",0.194,"N",TRUE
11387,"N",0.158,"N",TRUE
11402,"N",0.448,"N",TRUE
11495,"N",0.408,"N",TRUE
11572,"N",0.094,"N",TRUE
11577,"N",0.018,"N",TRUE
11580,"N",0.056,"N",TRUE
11595,"N",0.304,"N",TRUE
11631,"N",0.582,"N",TRUE
11658,"N",0.044,"N",TRUE
11692,"N",0.286,"N",TRUE
11739,"N",0.078,"N",TRUE
11745,"N",0.218,"N",TRUE
11746,"N",0.024,"N",TRUE
11790,"N",0.09,"N",TRUE
11813,"N",0.162,"N",TRUE
11825,"N",0.474,"N",TRUE
11846,"N",0.178,"N",TRUE
10025,"N",0.436,"N",TRUE
10036,"N",0.108,"N",TRUE
10044,"N",0.31,"N",TRUE
10067,"N",0.444,"N",TRUE
10083,"N",0.024,"N",TRUE
10087,"N",0.282,"N",TRUE
10096,"N",0.084,"N",TRUE
10102,"N",0.026,"N",TRUE
10116,"N",0.454,"N",TRUE
10136,"N",0.396,"N",TRUE
10139,"N",0.048,"N",TRUE
10153,"N",0.156,"N",TRUE
10197,"N",0.524,"N",TRUE
10236,"N",0.258,"N",TRUE
10246,"N",0.35,"N",TRUE
10261,"N",0.696,"Y",FALSE
10287,"N",0.282,"N",TRUE
10541,"N",0.112,"N",TRUE
10565,"N",0.3,"N",TRUE
10590,"N",0.244,"N",TRUE
10594,"N",0.474,"N",TRUE
10605,"N",0.124,"N",TRUE
10637,"N",0.294,"N",TRUE
10643,"N",0.38,"N",TRUE
10644,"N",0.154,"N",TRUE
10719,"N",0.448,"N",TRUE
10731,"N",0.132,"N",TRUE
10738,"N",0.716,"Y",FALSE
10865,"N",0.05,"N",TRUE
10867,"N",0.216,"N",TRUE
10889,"N",0.16,"N",TRUE
10894,"N",0.096,"N",TRUE
10946,"N",0.098,"N",TRUE
10951,"N",0.08,"N",TRUE
10956,"N",0.144,"N",TRUE
10980,"N",0.16,"N",TRUE
11012,"N",0.336,"N",TRUE
11034,"N",0.188,"N",TRUE
11035,"N",0.042,"N",TRUE
11045,"N",0.056,"N",TRUE
11073,"N",0.096,"N",TRUE
11130,"N",0.034,"N",TRUE
11136,"N",0.046,"N",TRUE
11140,"N",0.09,"N",TRUE
11162,"N",0.066,"N",TRUE
11168,"N",0.058,"N",TRUE
11197,"N",0.006,"N",TRUE
11205,"N",0.072,"N",TRUE
11206,"N",0.064,"N",TRUE
11211,"N",0.054,"N",TRUE
11221,"N",0.082,"N",TRUE
11224,"N",0.006,"N",TRUE
11238,"N",0.002,"N",TRUE
11253,"N",0.06,"N",TRUE
11262,"N",0.138,"N",TRUE
11274,"N",0.082,"N",TRUE
11306,"N",0.01,"N",TRUE
11321,"N",0.27,"N",TRUE
11334,"N",0.042,"N",TRUE
11373,"N",0.034,"N",TRUE
11384,"N",0.012,"N",TRUE
11399,"N",0.03,"N",TRUE
11487,"N",0.038,"N",TRUE
11533,"N",0.078,"N",TRUE
11549,"N",0.35,"N",TRUE
11566,"N",0.114,"N",TRUE
11573,"N",0.072,"N",TRUE
11612,"N",0.34,"N",TRUE
11633,"N",0.116,"N",TRUE
11642,"N",0.114,"N",TRUE
11682,"N",0.108,"N",TRUE
11760,"N",0.214,"N",TRUE
11771,"N",0.258,"N",TRUE
11772,"N",0.238,"N",TRUE
11782,"N",0.198,"N",TRUE
11786,"N",0.234,"N",TRUE
11799,"N",0.342,"N",TRUE
11822,"N",0.502,"N",TRUE
11832,"N",0.05,"N",TRUE
11834,"N",0.132,"N",TRUE
11835,"N",0.092,"N",TRUE
10065,"N",0.066,"N",TRUE
10257,"N",0.158,"N",TRUE
10347,"N",0.72,"Y",FALSE
10359,"N",0.288,"N",TRUE
10374,"N",0.164,"N",TRUE
10404,"N",0.082,"N",TRUE
10488,"N",1,"Y",FALSE
10491,"N",0.976,"Y",FALSE
10495,"N",0.568,"N",TRUE
10520,"N",0.174,"N",TRUE
10528,"N",0.412,"N",TRUE
10529,"N",0.384,"N",TRUE
10547,"N",0.382,"N",TRUE
10550,"N",0.348,"N",TRUE
10575,"N",0.308,"N",TRUE
10663,"N",0.038,"N",TRUE
10667,"N",0.04,"N",TRUE
10710,"N",0.208,"N",TRUE
10711,"N",0.556,"N",TRUE
10786,"N",0.046,"N",TRUE
10789,"N",0.486,"N",TRUE
10818,"N",0.198,"N",TRUE
10819,"N",0.662,"Y",FALSE
10903,"N",0.338,"N",TRUE
10969,"N",0.446,"N",TRUE
10972,"N",0.05,"N",TRUE
11010,"N",0.052,"N",TRUE
11019,"N",0.05,"N",TRUE
11060,"N",0.134,"N",TRUE
11070,"N",0.112,"N",TRUE
11071,"N",0.106,"N",TRUE
11072,"N",0.074,"N",TRUE
11092,"N",0.06,"N",TRUE
11093,"N",0.228,"N",TRUE
11147,"N",0.096,"N",TRUE
11174,"N",0.136,"N",TRUE
11181,"N",0.054,"N",TRUE
11193,"N",0.378,"N",TRUE
11194,"N",0.2,"N",TRUE
11248,"N",0.214,"N",TRUE
11278,"N",0.066,"N",TRUE
11285,"N",0.044,"N",TRUE
11310,"N",0.026,"N",TRUE
11328,"N",0.246,"N",TRUE
11342,"N",0.154,"N",TRUE
11346,"N",0.084,"N",TRUE
11347,"N",0.118,"N",TRUE
11362,"N",0.076,"N",TRUE
11397,"N",0.002,"N",TRUE
11405,"N",0.262,"N",TRUE
11411,"N",0.16,"N",TRUE
11424,"N",0.164,"N",TRUE
11452,"N",0.044,"N",TRUE
11482,"N",0.084,"N",TRUE
11496,"N",0.176,"N",TRUE
11528,"N",0.374,"N",TRUE
11541,"N",0.04,"N",TRUE
11543,"N",0.484,"N",TRUE
11553,"N",0.052,"N",TRUE
11557,"N",0.142,"N",TRUE
11562,"N",0.13,"N",TRUE
11568,"N",0.152,"N",TRUE
11626,"N",0.054,"N",TRUE
11703,"N",0.21,"N",TRUE
11728,"N",0.452,"N",TRUE
11779,"N",0.072,"N",TRUE
11800,"N",0.156,"N",TRUE
11801,"N",0.354,"N",TRUE
10026,"N",0.384,"N",TRUE
10120,"N",0.698,"Y",FALSE
10148,"N",0.06,"N",TRUE
10207,"N",0.028,"N",TRUE
10229,"N",0.016,"N",TRUE
10267,"N",0.528,"N",TRUE
10308,"N",0.058,"N",TRUE
10316,"N",0.034,"N",TRUE
10413,"N",0.968,"Y",FALSE
10428,"N",0.204,"N",TRUE
10555,"N",0.214,"N",TRUE
10614,"N",0.406,"N",TRUE
10674,"N",0.144,"N",TRUE
10742,"N",0.06,"N",TRUE
10748,"N",0.242,"N",TRUE
10767,"N",0.11,"N",TRUE
10815,"N",0.156,"N",TRUE
10839,"N",0.288,"N",TRUE
10852,"N",0.568,"N",TRUE
10895,"N",0.13,"N",TRUE
10945,"N",0.228,"N",TRUE
10947,"N",0.068,"N",TRUE
10975,"N",0.18,"N",TRUE
10999,"N",0.17,"N",TRUE
11013,"N",0.062,"N",TRUE
11098,"N",0.282,"N",TRUE
11135,"N",0.46,"N",TRUE
11164,"N",0.082,"N",TRUE
11171,"N",0.36,"N",TRUE
11184,"N",0.042,"N",TRUE
11215,"N",0.172,"N",TRUE
11216,"N",0.094,"N",TRUE
11226,"N",0.052,"N",TRUE
11254,"N",0.016,"N",TRUE
11283,"N",0.022,"N",TRUE
11291,"N",0.062,"N",TRUE
11292,"N",0.016,"N",TRUE
11317,"N",0.002,"N",TRUE
11340,"N",0.008,"N",TRUE
11356,"N",0.078,"N",TRUE
11377,"N",0.058,"N",TRUE
11394,"N",0.054,"N",TRUE
11480,"N",0.05,"N",TRUE
11488,"N",0.04,"N",TRUE
11491,"N",0.018,"N",TRUE
11492,"N",0.018,"N",TRUE
11494,"N",0.108,"N",TRUE
11510,"N",0.368,"N",TRUE
11515,"N",0.446,"N",TRUE
11532,"N",0.294,"N",TRUE
11548,"N",0.218,"N",TRUE
11556,"N",0.234,"N",TRUE
11564,"N",0.178,"N",TRUE
11777,"N",0.134,"N",TRUE
11793,"N",0.648,"Y",FALSE
11843,"N",0.468,"N",TRUE
10130,"Y",0.85,"Y",TRUE
10201,"Y",0.936,"Y",TRUE
10211,"Y",0.942,"Y",TRUE
10225,"Y",0.998,"Y",TRUE
10262,"Y",1,"Y",TRUE
10286,"Y",0.998,"Y",TRUE
10341,"Y",0.83,"Y",TRUE
10478,"Y",0.972,"Y",TRUE
10525,"Y",0.092,"N",FALSE
10553,"Y",1,"Y",TRUE
10557,"Y",0.342,"N",FALSE
10582,"Y",0.762,"Y",TRUE
10585,"Y",0.974,"Y",TRUE
10611,"Y",0.108,"N",FALSE
10688,"Y",0.964,"Y",TRUE
10759,"Y",0.96,"Y",TRUE
10837,"Y",0.054,"N",FALSE
10869,"Y",0.166,"N",FALSE
10897,"Y",0.984,"Y",TRUE
10923,"Y",0.84,"Y",TRUE
11055,"Y",0.962,"Y",TRUE
11056,"Y",0.578,"N",FALSE
11102,"Y",0.778,"Y",TRUE
11199,"Y",0.494,"N",FALSE
11326,"Y",0.822,"Y",TRUE
11332,"Y",0.954,"Y",TRUE
11359,"Y",0,"N",FALSE
11427,"Y",0.354,"N",FALSE
11448,"Y",0,"N",FALSE
11570,"Y",0.176,"N",FALSE
11583,"Y",0.014,"N",FALSE
11589,"Y",0.23,"N",FALSE
11623,"Y",0.996,"Y",TRUE
11641,"Y",0.95,"Y",TRUE
11663,"Y",0.226,"N",FALSE
11686,"Y",0.88,"Y",TRUE
11695,"Y",0.88,"Y",TRUE
11705,"Y",0.114,"N",FALSE
11708,"Y",0.854,"Y",TRUE
11711,"Y",0.96,"Y",TRUE
11714,"Y",0.816,"Y",TRUE
11720,"Y",0.066,"N",FALSE
11764,"Y",0.182,"N",FALSE
11816,"Y",0.768,"Y",TRUE
11821,"Y",0.514,"N",FALSE
10013,"Y",0.786,"Y",TRUE
10027,"Y",0.578,"N",FALSE
10032,"Y",0.352,"N",FALSE
10095,"Y",0.98,"Y",TRUE
10134,"Y",1,"Y",TRUE
10169,"Y",0.998,"Y",TRUE
10192,"Y",0.996,"Y",TRUE
10285,"Y",0.972,"Y",TRUE
10294,"Y",0.994,"Y",TRUE
10300,"Y",0.972,"Y",TRUE
10324,"Y",0.992,"Y",TRUE
10328,"Y",0.798,"Y",TRUE
10333,"Y",0.99,"Y",TRUE
10339,"Y",0.998,"Y",TRUE
10360,"Y",0.992,"Y",TRUE
10361,"Y",0.992,"Y",TRUE
10364,"Y",0.996,"Y",TRUE
10400,"Y",0.998,"Y",TRUE
10415,"Y",0.944,"Y",TRUE
10430,"Y",0.914,"Y",TRUE
10458,"Y",0.35,"N",FALSE
10480,"Y",1,"Y",TRUE
10551,"Y",1,"Y",TRUE
10552,"Y",0.926,"Y",TRUE
10732,"Y",0.278,"N",FALSE
10763,"Y",0.152,"N",FALSE
10769,"Y",1,"Y",TRUE
10798,"Y",1,"Y",TRUE
10808,"Y",0.992,"Y",TRUE
10822,"Y",0.968,"Y",TRUE
10853,"Y",0.87,"Y",TRUE
10859,"Y",0.404,"N",FALSE
10876,"Y",0.966,"Y",TRUE
10892,"Y",0.984,"Y",TRUE
10942,"Y",0.364,"N",FALSE
11190,"Y",0.422,"N",FALSE
11611,"Y",0.954,"Y",TRUE
11617,"Y",0.976,"Y",TRUE
11621,"Y",0.978,"Y",TRUE
11634,"Y",0.934,"Y",TRUE
11680,"Y",0.892,"Y",TRUE
11721,"Y",0.936,"Y",TRUE
11753,"Y",0.318,"N",FALSE
11776,"Y",0.208,"N",FALSE
11812,"Y",0.89,"Y",TRUE
11830,"Y",0.45,"N",FALSE
10045,"Y",0.258,"N",FALSE
10062,"Y",0.908,"Y",TRUE
10064,"Y",0.914,"Y",TRUE
10081,"Y",0.992,"Y",TRUE
10089,"Y",0.548,"N",FALSE
10091,"Y",0.99,"Y",TRUE
10099,"Y",0.384,"N",FALSE
10131,"Y",0.372,"N",FALSE
10189,"Y",0.982,"Y",TRUE
10213,"Y",0.874,"Y",TRUE
10223,"Y",0.998,"Y",TRUE
10233,"Y",0.998,"Y",TRUE
10237,"Y",0.972,"Y",TRUE
10255,"Y",1,"Y",TRUE
10259,"Y",0.396,"N",FALSE
10265,"Y",0.996,"Y",TRUE
10288,"Y",0.982,"Y",TRUE
10303,"Y",0.966,"Y",TRUE
10313,"Y",0.964,"Y",TRUE
10318,"Y",0.978,"Y",TRUE
10323,"Y",0.992,"Y",TRUE
10330,"Y",0.99,"Y",TRUE
10336,"Y",1,"Y",TRUE
10355,"Y",0.952,"Y",TRUE
10379,"Y",0.91,"Y",TRUE
10396,"Y",0.972,"Y",TRUE
10463,"Y",0.992,"Y",TRUE
10464,"Y",0.962,"Y",TRUE
10474,"Y",0.896,"Y",TRUE
10475,"Y",1,"Y",TRUE
10487,"Y",1,"Y",TRUE
10496,"Y",1,"Y",TRUE
10499,"Y",0.95,"Y",TRUE
10505,"Y",0.968,"Y",TRUE
10531,"Y",0.968,"Y",TRUE
10536,"Y",0.916,"Y",TRUE
10561,"Y",1,"Y",TRUE
10562,"Y",0.52,"N",FALSE
10589,"Y",0.996,"Y",TRUE
10599,"Y",0.974,"Y",TRUE
10617,"Y",0.944,"Y",TRUE
10623,"Y",0.798,"Y",TRUE
10630,"Y",0.298,"N",FALSE
10631,"Y",0.956,"Y",TRUE
10646,"Y",0.854,"Y",TRUE
10659,"Y",0.992,"Y",TRUE
10717,"Y",0.058,"N",FALSE
10728,"Y",1,"Y",TRUE
10758,"Y",1,"Y",TRUE
10781,"Y",0.972,"Y",TRUE
10782,"Y",0.996,"Y",TRUE
10844,"Y",1,"Y",TRUE
10863,"Y",0.978,"Y",TRUE
10918,"Y",0.342,"N",FALSE
10971,"Y",0.342,"N",FALSE
11015,"Y",0.398,"N",FALSE
11025,"Y",0.316,"N",FALSE
11036,"Y",0.048,"N",FALSE
11196,"Y",0.25,"N",FALSE
11241,"Y",0.154,"N",FALSE
11289,"Y",0.986,"Y",TRUE
11435,"Y",0.872,"Y",TRUE
11467,"Y",0.918,"Y",TRUE
11476,"Y",0.77,"Y",TRUE
11505,"Y",0.398,"N",FALSE
11509,"Y",0.83,"Y",TRUE
11536,"Y",0.208,"N",FALSE
11607,"Y",0.978,"Y",TRUE
11630,"Y",0.992,"Y",TRUE
11646,"Y",0.962,"Y",TRUE
11666,"Y",0.98,"Y",TRUE
11667,"Y",0.958,"Y",TRUE
11671,"Y",0.596,"N",FALSE
11681,"Y",0.802,"Y",TRUE
11694,"Y",0.902,"Y",TRUE
11697,"Y",0.008,"N",FALSE
11725,"Y",0.432,"N",FALSE
11785,"Y",0.964,"Y",TRUE
11852,"Y",0.388,"N",FALSE
10011,"Y",0.41,"N",FALSE
10015,"Y",0.234,"N",FALSE
10041,"Y",0.536,"N",FALSE
10048,"Y",0.654,"Y",TRUE
10049,"Y",0.892,"Y",TRUE
10070,"Y",0.81,"Y",TRUE
10098,"Y",0.882,"Y",TRUE
10105,"Y",0.562,"N",FALSE
10125,"Y",0.99,"Y",TRUE
10141,"Y",0.974,"Y",TRUE
10147,"Y",0.536,"N",FALSE
10152,"Y",0.97,"Y",TRUE
10178,"Y",0.208,"N",FALSE
10187,"Y",0.862,"Y",TRUE
10203,"Y",0.91,"Y",TRUE
10214,"Y",1,"Y",TRUE
10218,"Y",0.354,"N",FALSE
10228,"Y",0.99,"Y",TRUE
10243,"Y",0.91,"Y",TRUE
10247,"Y",0.998,"Y",TRUE
10268,"Y",0.894,"Y",TRUE
10309,"Y",0.99,"Y",TRUE
10322,"Y",0.994,"Y",TRUE
10356,"Y",0.974,"Y",TRUE
10393,"Y",0.952,"Y",TRUE
10394,"Y",0.284,"N",FALSE
10417,"Y",0.796,"Y",TRUE
10425,"Y",0.8,"Y",TRUE
10431,"Y",0.972,"Y",TRUE
10435,"Y",0.796,"Y",TRUE
10442,"Y",0.914,"Y",TRUE
10454,"Y",0.92,"Y",TRUE
10502,"Y",0.95,"Y",TRUE
10579,"Y",0.676,"Y",TRUE
10598,"Y",0.946,"Y",TRUE
10604,"Y",0.972,"Y",TRUE
10654,"Y",0.784,"Y",TRUE
10669,"Y",0.972,"Y",TRUE
10678,"Y",0.98,"Y",TRUE
10684,"Y",0.984,"Y",TRUE
10696,"Y",0.91,"Y",TRUE
10720,"Y",0.984,"Y",TRUE
10740,"Y",0.974,"Y",TRUE
10749,"Y",0.96,"Y",TRUE
10756,"Y",0.784,"Y",TRUE
10790,"Y",1,"Y",TRUE
10882,"Y",0.758,"Y",TRUE
10936,"Y",0.972,"Y",TRUE
10966,"Y",0.966,"Y",TRUE
11026,"Y",0.324,"N",FALSE
11057,"Y",0.766,"Y",TRUE
11236,"Y",0.878,"Y",TRUE
11421,"Y",0.026,"N",FALSE
11508,"Y",0.3,"N",FALSE
11581,"Y",0.172,"N",FALSE
11596,"Y",0.382,"N",FALSE
11638,"Y",0.988,"Y",TRUE
11690,"Y",0.566,"N",FALSE
11734,"Y",0.964,"Y",TRUE
11735,"Y",0.286,"N",FALSE
11744,"Y",0.944,"Y",TRUE
11778,"Y",0.924,"Y",TRUE
11857,"Y",0.246,"N",FALSE
10019,"Y",0.128,"N",FALSE
10034,"Y",0.964,"Y",TRUE
10050,"Y",0.98,"Y",TRUE
10061,"Y",0.988,"Y",TRUE
10090,"Y",0.92,"Y",TRUE
10109,"Y",0.29,"N",FALSE
10119,"Y",0.896,"Y",TRUE
10181,"Y",0.996,"Y",TRUE
10198,"Y",0.984,"Y",TRUE
10205,"Y",0.406,"N",FALSE
10253,"Y",0.984,"Y",TRUE
10277,"Y",0.17,"N",FALSE
10284,"Y",0.998,"Y",TRUE
10327,"Y",0.994,"Y",TRUE
10331,"Y",0.98,"Y",TRUE
10342,"Y",0.814,"Y",TRUE
10363,"Y",0.972,"Y",TRUE
10398,"Y",0.948,"Y",TRUE
10399,"Y",0.986,"Y",TRUE
10403,"Y",0.966,"Y",TRUE
10467,"Y",0.628,"Y",TRUE
10533,"Y",1,"Y",TRUE
10549,"Y",0.988,"Y",TRUE
10571,"Y",0.99,"Y",TRUE
10572,"Y",0.922,"Y",TRUE
10577,"Y",0.376,"N",FALSE
10580,"Y",0.98,"Y",TRUE
10584,"Y",0.918,"Y",TRUE
10625,"Y",0.358,"N",FALSE
10675,"Y",0.078,"N",FALSE
10755,"Y",0.932,"Y",TRUE
10773,"Y",0.988,"Y",TRUE
10796,"Y",0.95,"Y",TRUE
10812,"Y",0.972,"Y",TRUE
