"UniqueID","sold.fctr","sold.fctr.predict.All.X.gbm.prob","sold.fctr.predict.All.X.gbm","sold.fctr.predict.All.Interact.X.gbm.prob","sold.fctr.predict.All.Interact.X.gbm","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.All.Interact.X.no.rnorm.rf.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rf","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart.prob","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart","sold.fctr.predict.Max.cor.Y.glm.prob","sold.fctr.predict.Max.cor.Y.glm","sold.fctr.predict.Interact.High.cor.Y.glm.prob","sold.fctr.predict.Interact.High.cor.Y.glm","sold.fctr.predict.All.X.glmnet.prob","sold.fctr.predict.All.X.glmnet","sold.fctr.predict.All.Interact.X.glmnet.prob","sold.fctr.predict.All.Interact.X.glmnet","sold.fctr.predict.All.Interact.X.bayesglm.prob","sold.fctr.predict.All.Interact.X.bayesglm","sold.fctr.predict.Max.cor.Y.rpart.prob","sold.fctr.predict.Max.cor.Y.rpart","sold.fctr.predict.All.X.no.rnorm.rpart.prob","sold.fctr.predict.All.X.no.rnorm.rpart","sold.fctr.predict.All.Interact.X.no.rnorm.rpart.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rpart","sold.fctr.predict.All.X.bayesglm.prob","sold.fctr.predict.All.X.bayesglm","sold.fctr.predict.Low.cor.X.glm.prob","sold.fctr.predict.Low.cor.X.glm","sold.fctr.predict.All.X.glm.prob","sold.fctr.predict.All.X.glm","sold.fctr.predict.All.Interact.X.glm.prob","sold.fctr.predict.All.Interact.X.glm","sold.fctr.predict.All.X.gbm.accurate"
11403,"N",0.038746057890519,"N",0.0204170672107369,"N",0.022,"N",0.018,"N",0.0234741784037559,"N",0.0207074789439524,"N",0.0204183601144973,"N",0.101897483604513,"N",0.0890257183032965,"N",0.0623530959174799,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0109978002326066,"N",0.00869569867171932,"N",0.00842813695600744,"N",0.0640786561856682,"N",TRUE
11404,"N",0.0421745835776212,"N",0.0235530751136137,"N",0.052,"N",0.062,"N",0.0234741784037559,"N",0.0272174088702048,"N",0.0268802085951,"N",0.113613001428732,"N",0.0962079574195344,"N",0.0844312703186132,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0155141784079604,"N",0.0127224506994419,"N",0.0120815197752181,"N",0.0920017505998266,"N",TRUE
11418,"N",0.0365348573024089,"N",0.0178999921832332,"N",0.016,"N",0.004,"N",0.0234741784037559,"N",0.0445520267193331,"N",0.0441283091296486,"N",0.159557773722746,"N",0.133558157712521,"N",0.09208113667695,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0236748899118305,"N",0.0189580992277907,"N",0.0177693486983903,"N",0.0903922648400993,"N",TRUE
11419,"N",0.0707480658472892,"N",0.0255768917717273,"N",0.004,"N",0,"N",0.05,"N",0.0454834345493732,"N",0.0238424610416363,"N",0.281000142498797,"N",0.0040719573656117,"N",0.000381582194168263,"N",0.05,"N",0.05,"N",0.05,"N",0.017311676658837,"N",0.0141995912394875,"N",0.012464121324761,"N",0.000139294934617888,"N",TRUE
11437,"N",0.0707480658472892,"N",0.0255768917717273,"N",0.008,"N",0,"N",0.05,"N",0.280690173903486,"N",0.168295385248292,"N",0.494081960997454,"N",0.0989327036882803,"N",0.0309617818025885,"N",0.05,"N",0.05,"N",0.05,"N",0.156887258943608,"N",0.136098741796283,"N",0.129667386923597,"N",0.0197724227579312,"N",TRUE
11450,"N",0.0325559000292502,"N",0.0173094089711966,"N",0.004,"N",0.004,"N",0.0234741784037559,"N",0.0950139949309216,"N",0.0945396609411966,"N",0.171225023802658,"N",0.119822556027866,"N",0.0929845198378606,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0389511954445574,"N",0.0304331889026184,"N",0.0319773266987132,"N",0.0892170457407269,"N",TRUE
11455,"N",0.019105004232373,"N",0.0141531172590394,"N",0.03,"N",0.014,"N",0.0238095238095238,"N",0.878532062920831,"Y",0.880417274331634,"Y",0.566207882280518,"N",0.275939777620152,"N",0.224007814470695,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.772370194881538,"Y",0.751561421845125,"Y",0.774310584141476,"Y",0.192718088499246,"N",TRUE
11459,"N",0.0491961151782986,"N",0.0312434397721738,"N",0.042,"N",0.048,"N",0.0234741784037559,"N",0.0885238516802421,"N",0.088044305646958,"N",0.180592546609231,"N",0.110325811234445,"N",0.0790307194849131,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0420113756546193,"N",0.0362141128618178,"N",0.0330320078083503,"N",0.0755693101668331,"N",TRUE
11465,"N",0.0744572465374204,"N",0.0811943844358347,"N",0.052,"N",0.024,"N",0.0238095238095238,"N",0.369033495271593,"N",0.369949540985449,"N",0.325111101319923,"N",0.212249945356378,"N",0.218897562123896,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.293745749724578,"N",0.231779864144335,"N",0.258287173658646,"N",0.247017486403081,"N",TRUE
11526,"N",0.108593851293442,"N",0.0690476693421426,"N",0.008,"N",0.008,"N",0.0234741784037559,"N",0.143685807223599,"N",0.143323718520761,"N",0.218539375940266,"N",0.165288213104718,"N",0.184863539502275,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.113879487253268,"N",0.0831903578946988,"N",0.0925841343470553,"N",0.239540986736666,"N",TRUE
11591,"N",0.0541154381556532,"N",0.0544476297181254,"N",0.064,"N",0.03,"N",0.0238095238095238,"N",0.716498961505208,"N",0.718928892469609,"Y",0.476772683881281,"N",0.257966257059839,"N",0.232423853174708,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.660631916869241,"Y",0.636569842223451,"Y",0.650123254878653,"Y",0.209145261703574,"N",TRUE
11597,"N",0.0633831741460137,"N",0.0422956542944641,"N",0.056,"N",0.046,"N",0.0234741784037559,"N",0.064922383423418,"N",0.0644500648128322,"N",0.184200284726288,"N",0.161262979349985,"N",0.124684514035421,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0435631960798455,"N",0.0349890223478004,"N",0.0349590560532827,"N",0.128688657381809,"N",TRUE
11602,"N",0.639823171914833,"Y",0.491890348642737,"Y",0.564,"Y",0.678,"Y",0.950437317784257,"Y",0.785252679716588,"N",0.657495471092423,"N",0.70104853258306,"Y",0.532008910587703,"N",0.427808872324017,"N",0.94,"Y",0.94,"Y",0.94,"Y",0.550510608690169,"N",0.556744413426043,"N",0.490311656778547,"N",0.399257593276616,"N",FALSE
11719,"N",0.110474906936073,"N",0.0860286189290346,"N",0.192,"N",0.164,"N",0.0234741784037559,"N",0.14324516131533,"N",0.14288157871766,"N",0.24873215305395,"N",0.176718413236918,"N",0.149382858549894,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0963955430115865,"N",0.095202967295661,"N",0.0731198491651821,"N",0.152793728595248,"N",TRUE
11763,"N",0.423925518662557,"Y",0.673561924592996,"Y",0.778,"Y",0.778,"Y",0.155555555555556,"N",0.261274269260584,"N",0.26149849438178,"N",0.314519858277634,"N",0.229061776471789,"N",0.217645129355843,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.231034559162676,"N",0.230054102895677,"N",0.19359548879557,"N",0.220490553661185,"N",FALSE
11796,"N",0.0836549284128022,"N",0.0509864381803511,"N",0.018,"N",0,"N",0.05,"N",0.0198930291016538,"N",0.0102488047209625,"N",0.212286108614304,"N",0.000989601840175118,"N",3.69034409213128e-05,"N",0.05,"N",0.05,"N",0.05,"N",0.00364347501219945,"N",0.00259446085009687,"N",0.00240030517968919,"N",1.43820631832495e-05,"N",TRUE
11838,"N",0.0988430011510917,"N",0.0666861781573399,"N",0.17,"N",0.186,"N",0.0238095238095238,"N",0.502314123477965,"N",0.504048445527794,"N",0.420097427347706,"N",0.289013764401166,"N",0.24964036206677,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.408014735573272,"N",0.325497275883195,"N",0.363017169702624,"N",0.284801667136989,"N",TRUE
10005,"N",0.0400374130442178,"N",0.0677888287512672,"N",0.238,"N",0.166,"N",0.0238095238095238,"N",0.338652418685491,"N",0.339369435663179,"N",0.26819737853754,"N",0.0934771300306657,"N",0.027888229031758,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0885335040011682,"N",0.0225456786263087,"N",0.0621079629010644,"N",0.000903307089032704,"N",TRUE
10199,"N",0.979528181472465,"Y",0.987531389541156,"Y",0.992,"Y",0.996,"Y",0.950437317784257,"Y",0.907307449409823,"Y",0.898612884856205,"Y",0.792978375073085,"Y",0.955147569526788,"Y",0.962288895011441,"Y",0.94,"Y",0.94,"Y",0.94,"Y",0.95148720157041,"Y",0.967703928195549,"Y",0.948447998818821,"Y",0.713349249523214,"Y",FALSE
10386,"N",0.123356832951987,"N",0.0734212009074915,"N",0.122,"N",0.17,"N",0.0238095238095238,"N",0.32374339768041,"N",0.324363066646946,"N",0.332114766664976,"N",0.231508488658228,"N",0.108911672602291,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.276977340975189,"N",0.166190837824099,"N",0.236306521716518,"N",0.00189161659520868,"N",TRUE
10597,"N",0.0343741646906558,"N",0.0194763914077707,"N",0.01,"N",0.01,"N",0.0238095238095238,"N",0.580632009252296,"N",0.582743803531988,"N",0.437626584991665,"N",0.278363211292631,"N",0.115772317571113,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.336257312101949,"N",0.332107023995396,"N",0.219678162375263,"N",0.0243352421809565,"N",TRUE
10651,"N",0.222086490266789,"N",0.155593876551099,"N",0.11,"N",0.092,"N",0.625,"Y",0.274292323503829,"N",0.274596422778871,"N",0.306559465147505,"N",0.231242111310692,"N",0.0946222630475788,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.117169145332469,"N",0.112794566597323,"N",0.067945137789395,"N",0.0211879448156504,"N",TRUE
10676,"N",0.0589348578571952,"N",0.0552605832424727,"N",0.024,"N",0.04,"N",0.0234741784037559,"N",0.146989662384085,"N",0.146639007158414,"N",0.245711306330872,"N",0.197350195356181,"N",0.178725555580575,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.22627982469012,"N",0.265876493294535,"N",0.12966040807373,"N",0.0399741012167187,"N",TRUE
10741,"N",0.684832943966745,"Y",0.735695114555696,"Y",0.822,"Y",0.864,"Y",0.950437317784257,"Y",0.839091495627453,"Y",0.781167383718367,"Y",0.717879833530527,"Y",0.553751257927095,"N",0.455857926083047,"N",0.94,"Y",0.94,"Y",0.94,"Y",0.680568283519184,"Y",0.733576672787078,"Y",0.729850431471531,"Y",0.2739597973644,"N",FALSE
10804,"N",0.0191113701409643,"N",0.0110164983908581,"N",0.046,"N",0.02,"N",0.0238095238095238,"N",0.56610428090494,"N",0.568154561347823,"N",0.407278706034302,"N",0.244287595307786,"N",0.113234596537663,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.193668592671612,"N",0.183625322090663,"N",0.116233063261234,"N",0.0321702269292659,"N",TRUE
10829,"N",0.110265398543574,"N",0.106916996374707,"N",0.078,"N",0.04,"N",0.0238095238095238,"N",0.291769075969581,"N",0.292182879941147,"N",0.314592555201372,"N",0.219268710594368,"N",0.110066960193482,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.120745664102183,"N",0.115935620921769,"N",0.0682088721151705,"N",0.0384975678707369,"N",TRUE
11001,"N",0.0532889666686873,"N",0.0390291117136863,"N",0.036,"N",0.024,"N",0.0234741784037559,"N",0.162232767846584,"N",0.161939872551258,"N",0.205241866930227,"N",0.110183193401087,"N",0.66077668500928,"Y",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0652438305380934,"N",0.0261753312954507,"N",0.9894338145338,"Y",0.999997782226747,"Y",TRUE
11138,"N",0.118504826164658,"N",0.116909585073603,"N",0.146,"N",0.098,"N",0.05,"N",0.723394939648141,"N",0.643915700796562,"N",0.663054935025152,"N",0.339129418215256,"N",0.21624332930213,"N",0.05,"N",0.05,"N",0.05,"N",0.43074254467839,"N",0.456525360698065,"N",0.483514282341557,"N",0.000467635324881236,"N",TRUE
11195,"N",0.0503948289076158,"N",0.0287856377873391,"N",0.014,"N",0,"N",0.05,"N",0.00331943417674557,"N",0.00234846987318513,"N",0.10783624814632,"N",2.27706594166127e-05,"N",2.3261400439915e-07,"N",0.05,"N",0.05,"N",0.05,"N",7.58651014213153e-05,"N",4.78144810818256e-05,"N",3.08428974349471e-05,"N",1.53380486852242e-08,"N",TRUE
11367,"N",0.154579551993927,"N",0.136379396480576,"N",0.176,"N",0.164,"N",0.0234741784037559,"N",0.185917589526602,"N",0.185728779504168,"N",0.25915526913969,"N",0.177163227235204,"N",0.213718524979004,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.130034166470948,"N",0.166336160838315,"N",0.141145010471819,"N",0.29040636928374,"N",TRUE
11372,"N",0.0531302402431361,"N",0.0671276489908912,"N",0.03,"N",0.046,"N",0.0234741784037559,"N",0.15348694658754,"N",0.15315993539132,"N",0.248468973459685,"N",0.185063120786746,"N",0.278780505317801,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.148130980296731,"N",0.303843436791745,"N",0.182046352547204,"N",0.0741215763509261,"N",TRUE
11378,"N",0.0643299584966652,"N",0.0418683171037038,"N",0.024,"N",0.036,"N",0.0234741784037559,"N",0.140486250935513,"N",0.14011348443995,"N",0.232179179255157,"N",0.146386197904401,"N",0.160684601434696,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0745746226818093,"N",0.0969478131851902,"N",0.0769052120817498,"N",0.229007213995404,"N",TRUE
11412,"N",0.0528153792627457,"N",0.0441922684789117,"N",0.032,"N",0.02,"N",0.0234741784037559,"N",0.135315739782161,"N",0.134926570287393,"N",0.234044596567174,"N",0.0996634305451624,"N",0.0863604567706208,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0531234066536549,"N",0.0272913347452575,"N",0.0544105214840237,"N",0.000197800081014813,"N",TRUE
11417,"N",0.0223909504115983,"N",0.0265541632374924,"N",0.2,"N",0.16,"N",0.0238095238095238,"N",0.630501027516693,"N",0.632788185947042,"N",0.433968206134236,"N",0.261804736405982,"N",0.51316049311433,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.684013827947949,"Y",0.516368068018644,"N",0.634357777819724,"Y",0.269215333733805,"N",TRUE
11443,"N",0.0381315346464951,"N",0.0352542991006067,"N",0.222,"N",0.186,"N",0.0238095238095238,"N",0.840500341594494,"Y",0.842639101495152,"Y",0.580292634803567,"N",0.292438196921921,"N",0.389001596409421,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.813261950633799,"Y",0.612778672926916,"Y",0.802059781170341,"Y",0.114208510764919,"N",TRUE
11458,"N",0.0382067139773521,"N",0.0178793480271587,"N",0.044,"N",0.054,"N",0.0234741784037559,"N",0.0723986908566512,"N",0.0719191758148184,"N",0.186350307572189,"N",0.0625980459415326,"N",0.0543107882673714,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.019381132038813,"N",0.0118619211144681,"N",0.0232661759187974,"N",0.017965214644973,"N",TRUE
11466,"N",0.0667877403291827,"N",0.0561291422305861,"N",0.182,"N",0.138,"N",0.0238095238095238,"N",0.352137939018179,"N",0.35294330917314,"N",0.317793403938647,"N",0.208419502189665,"N",0.398609432841612,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.38851847511747,"N",0.379861157350318,"N",0.41460986691921,"N",0.480847054050128,"N",TRUE
11585,"N",0.172613774422513,"N",0.183097521957397,"N",0.25,"N",0.214,"N",0.0238095238095238,"N",0.336245541005853,"N",0.336946809920837,"N",0.337600323597322,"N",0.113525202395384,"N",0.77727853355103,"Y",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.236136676209257,"N",0.162963006531161,"N",0.175355961891543,"N",0.000686393321585582,"N",TRUE
11629,"N",0.361837877736555,"Y",0.35526884820065,"Y",0.504,"Y",0.472,"N",0.0238095238095238,"N",0.274948356154408,"N",0.275256525753691,"N",0.287812196797558,"N",0.153002428099374,"N",0.381694454704521,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.215699989646445,"N",0.0939167128726213,"N",0.196062255149139,"N",0.445719959212376,"N",FALSE
11748,"N",0.140937294430539,"N",0.055931634021174,"N",0.034,"N",0.006,"N",0.05,"N",0.0846467455869807,"N",0.0519944034539147,"N",0.336235470104418,"N",0.0112069447113943,"N",0.00836166451391951,"N",0.05,"N",0.05,"N",0.05,"N",0.0791128387599926,"N",0.0486348012189197,"N",0.039650663759203,"N",2.55632911138109e-05,"N",TRUE
11819,"N",0.0608785418991964,"N",0.0393898630365552,"N",0.14,"N",0.182,"N",0.0238095238095238,"N",0.313401891098962,"N",0.313954430688984,"N",0.304642279436264,"N",0.186389294317514,"N",0.307777712047627,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.199592332809697,"N",0.245149405170828,"N",0.193600513103692,"N",0.165150355359253,"N",TRUE
11826,"N",0.033702094661791,"N",0.0195451088903688,"N",0.06,"N",0.06,"N",0.0234741784037559,"N",0.138951063562225,"N",0.138573315212785,"N",0.216619004049229,"N",0.0774834504776415,"N",0.0541652149664008,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0119143153048317,"N",0.00908795215044208,"N",0.00504110181983078,"N",0.270959686034867,"N",TRUE
10012,"N",0.134241244382868,"N",0.146365948446165,"N",0.488,"N",0.334,"N",0.272727272727273,"N",0.188418859725196,"N",0.188241935339753,"N",0.257123990027607,"N",0.22677648425231,"N",0.216029657369558,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.157049478265099,"N",0.135597058034999,"N",0.150645201091196,"N",0.223373392854487,"N",TRUE
10038,"N",0.477730617000353,"Y",0.586602777993717,"Y",0.502,"Y",0.416,"N",0.285714285714286,"N",0.211193592819333,"N",0.21113161536498,"N",0.269162242438107,"N",0.224962240368713,"N",0.217422965429916,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.214485322203263,"N",0.199649405015176,"N",0.206242885451956,"N",0.213528543437565,"N",FALSE
10054,"N",0.071984958155234,"N",0.0427617910229161,"N",0.05,"N",0.076,"N",0.0238095238095238,"N",0.300872499433464,"N",0.301344353735097,"N",0.311701520621936,"N",0.266518435040741,"N",0.25809500293956,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.323862994174893,"N",0.30605557701648,"N",0.326903444496778,"N",0.23432234909431,"N",TRUE
10082,"N",0.0550404393787385,"N",0.0345653664000251,"N",0.032,"N",0.018,"N",0.0234741784037559,"N",0.136115050294744,"N",0.135728346027791,"N",0.197789885881041,"N",0.163746279453062,"N",0.166940037047274,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.129818785586981,"N",0.125149506819734,"N",0.129835732376427,"N",0.155006311690747,"N",TRUE
10127,"N",0.801268540601876,"Y",0.771235396468202,"Y",0.848,"Y",0.876,"Y",0.950437317784257,"Y",0.78480719142525,"N",0.795554311416555,"Y",0.721055817034223,"Y",0.817683600706771,"Y",0.849684612407312,"Y",0.94,"Y",0.94,"Y",0.94,"Y",0.831050118687993,"Y",0.841659400863886,"Y",0.840209557237975,"Y",0.861631704149773,"Y",FALSE
10168,"N",0.0601395083726978,"N",0.0288141100233006,"N",0.05,"N",0.03,"N",0.0234741784037559,"N",0.0678033236222604,"N",0.0673276385525555,"N",0.14971671371998,"N",0.102454571504717,"N",0.0964686738912526,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0386093727623515,"N",0.0386938190503089,"N",0.0333463128404876,"N",0.0968126289846312,"N",TRUE
10182,"N",0.989233810830146,"Y",0.993981183206427,"Y",0.998,"Y",1,"Y",0.950437317784257,"Y",0.894450145735207,"Y",0.928306995367593,"Y",0.788666669082734,"Y",0.963578872207038,"Y",0.982543431064456,"Y",0.94,"Y",0.94,"Y",0.94,"Y",0.961671176318115,"Y",0.968471702998973,"Y",0.962887524007803,"Y",0.986334966381557,"Y",FALSE
10254,"N",0.0944921418856325,"N",0.0367916775477379,"N",0.022,"N",0.022,"N",0.05,"N",0.18214366813655,"N",0.250116327836913,"N",0.409387683585591,"N",0.0303849477193362,"N",0.00575452458302072,"N",0.05,"N",0.05,"N",0.05,"N",0.193388973204309,"N",0.208867708596582,"N",0.165719879115601,"N",0.0022067263099077,"N",TRUE
10366,"N",0.567381757652329,"Y",0.832532181175764,"Y",0.746,"Y",0.698,"Y",0.75,"Y",0.214260169928466,"N",0.214214514563586,"N",0.270733907633253,"N",0.203247281164083,"N",0.181010588206333,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.165085726317435,"N",0.183066291695416,"N",0.165738469360229,"N",0.187977877961323,"N",FALSE
10382,"N",0.511885579740756,"Y",0.752586281661553,"Y",0.384,"N",0.35,"N",0.533333333333333,"Y",0.239831718072634,"N",0.239928738563512,"N",0.303892593592808,"N",0.253656065548078,"N",0.263408609661746,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.319263245994873,"N",0.319842762581772,"N",0.312829273596335,"N",0.262937374417399,"N",FALSE
10494,"N",0.084976734654428,"N",0.093603516216808,"N",0.078,"N",0.218,"N",0.0234741784037559,"N",0.140447465595632,"N",0.140074572095828,"N",0.24686630413377,"N",0.265982470803576,"N",0.316320647519437,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.229191483463399,"N",0.222818543482667,"N",0.233041746915674,"N",0.328717212857022,"N",TRUE
