"UniqueID","sold.fctr","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.All.X.no.rnorm.rf.accurate"
11424,"N",0.53,"Y",FALSE
11429,"N",0.038,"N",TRUE
11438,"N",0.292,"N",TRUE
11452,"N",0.286,"N",TRUE
11482,"N",0.202,"N",TRUE
11512,"N",0.422,"N",TRUE
11534,"N",0.412,"N",TRUE
11541,"N",0.274,"N",TRUE
11562,"N",0.076,"N",TRUE
11565,"N",0.256,"N",TRUE
11568,"N",0.094,"N",TRUE
11639,"N",0.138,"N",TRUE
11668,"N",0.134,"N",TRUE
11691,"N",0.996,"Y",FALSE
11750,"N",0.342,"N",TRUE
11752,"N",0.284,"N",TRUE
11779,"N",0.042,"N",TRUE
11800,"N",0.102,"N",TRUE
11801,"N",0.416,"N",TRUE
11824,"N",0.396,"N",TRUE
10018,"N",0.054,"N",TRUE
10155,"N",0.13,"N",TRUE
10172,"N",0.076,"N",TRUE
10207,"N",0.076,"N",TRUE
10229,"N",0.034,"N",TRUE
10232,"N",0.242,"N",TRUE
10308,"N",0.218,"N",TRUE
10413,"N",0.932,"Y",FALSE
10506,"N",0.268,"N",TRUE
10555,"N",0.164,"N",TRUE
10614,"N",0.11,"N",TRUE
10660,"N",0.024,"N",TRUE
10668,"N",0.102,"N",TRUE
10680,"N",0.768,"Y",FALSE
10724,"N",0.04,"N",TRUE
10742,"N",0.046,"N",TRUE
10748,"N",0.3,"N",TRUE
10839,"N",0.25,"N",TRUE
10910,"N",0.006,"N",TRUE
10925,"N",0.136,"N",TRUE
10930,"N",0.132,"N",TRUE
10947,"N",0.114,"N",TRUE
10989,"N",0.36,"N",TRUE
10995,"N",0.368,"N",TRUE
11014,"N",0.048,"N",TRUE
11084,"N",0.088,"N",TRUE
11088,"N",0.246,"N",TRUE
11090,"N",0.266,"N",TRUE
11105,"N",0.17,"N",TRUE
11135,"N",0.34,"N",TRUE
11171,"N",0.132,"N",TRUE
11203,"N",0.156,"N",TRUE
11247,"N",0.22,"N",TRUE
11291,"N",0.166,"N",TRUE
11292,"N",0.08,"N",TRUE
11325,"N",0.352,"N",TRUE
11339,"N",0.3,"N",TRUE
11340,"N",0.132,"N",TRUE
11363,"N",0.092,"N",TRUE
11377,"N",0.742,"Y",FALSE
11426,"N",0.164,"N",TRUE
11436,"N",0.22,"N",TRUE
11463,"N",0.188,"N",TRUE
11475,"N",0.264,"N",TRUE
11484,"N",0.396,"N",TRUE
11489,"N",0.028,"N",TRUE
11492,"N",0.038,"N",TRUE
11493,"N",0.034,"N",TRUE
11494,"N",0.17,"N",TRUE
11548,"N",0.106,"N",TRUE
11569,"N",0.67,"Y",FALSE
11578,"N",0.102,"N",TRUE
11592,"N",0.202,"N",TRUE
11793,"N",0.238,"N",TRUE
11795,"N",0.094,"N",TRUE
11843,"N",0.034,"N",TRUE
10244,"N",0.126,"N",TRUE
10260,"N",0.126,"N",TRUE
10451,"N",0.354,"N",TRUE
10537,"N",0.024,"N",TRUE
10602,"N",0.126,"N",TRUE
10632,"N",0.11,"N",TRUE
10651,"N",0.204,"N",TRUE
10676,"N",0.234,"N",TRUE
10741,"N",0.476,"N",TRUE
10760,"N",0.59,"Y",FALSE
10806,"N",0.328,"N",TRUE
10879,"N",0.442,"N",TRUE
10921,"N",0.144,"N",TRUE
11001,"N",0.374,"N",TRUE
11031,"N",0.134,"N",TRUE
11127,"N",0.648,"Y",FALSE
11138,"N",0.138,"N",TRUE
11159,"N",0.258,"N",TRUE
11244,"N",0.202,"N",TRUE
11246,"N",0.45,"N",TRUE
11282,"N",0.536,"Y",FALSE
11311,"N",0.164,"N",TRUE
11315,"N",0.076,"N",TRUE
11383,"N",0.14,"N",TRUE
11386,"N",0.666,"Y",FALSE
11403,"N",0.3,"N",TRUE
11404,"N",0.492,"N",TRUE
11417,"N",0.214,"N",TRUE
11423,"N",0.386,"N",TRUE
11425,"N",0.68,"Y",FALSE
11437,"N",0.414,"N",TRUE
11440,"N",0.074,"N",TRUE
11445,"N",0.116,"N",TRUE
11446,"N",0.156,"N",TRUE
11450,"N",0.252,"N",TRUE
11457,"N",0.294,"N",TRUE
11458,"N",0.208,"N",TRUE
11459,"N",0.042,"N",TRUE
11465,"N",0.33,"N",TRUE
11466,"N",0.294,"N",TRUE
11574,"N",0.522,"Y",FALSE
11591,"N",0.3,"N",TRUE
11602,"N",0.224,"N",TRUE
11629,"N",0.516,"Y",FALSE
11700,"N",0.868,"Y",FALSE
11719,"N",0.338,"N",TRUE
11748,"N",0.85,"Y",FALSE
11761,"N",0.358,"N",TRUE
11765,"N",0.074,"N",TRUE
11796,"N",0.526,"Y",FALSE
11838,"N",0.222,"N",TRUE
11853,"N",0.344,"N",TRUE
10009,"Y",1,"Y",TRUE
10068,"Y",0.54,"Y",TRUE
10078,"Y",1,"Y",TRUE
10134,"Y",1,"Y",TRUE
10157,"Y",0.97,"Y",TRUE
10162,"Y",1,"Y",TRUE
10175,"Y",0.946,"Y",TRUE
10240,"Y",0.978,"Y",TRUE
10270,"Y",0.992,"Y",TRUE
10285,"Y",0.938,"Y",TRUE
10294,"Y",0.996,"Y",TRUE
10300,"Y",0.952,"Y",TRUE
10321,"Y",0.996,"Y",TRUE
10324,"Y",0.834,"Y",TRUE
10328,"Y",0.88,"Y",TRUE
10339,"Y",1,"Y",TRUE
10350,"Y",0.528,"Y",TRUE
10387,"Y",0.918,"Y",TRUE
10400,"Y",0.992,"Y",TRUE
10415,"Y",0.998,"Y",TRUE
10556,"Y",0.912,"Y",TRUE
10661,"Y",0.82,"Y",TRUE
10699,"Y",0.972,"Y",TRUE
10726,"Y",0.944,"Y",TRUE
10732,"Y",0.002,"N",FALSE
10763,"Y",0.328,"N",FALSE
10769,"Y",1,"Y",TRUE
10798,"Y",1,"Y",TRUE
10808,"Y",0.758,"Y",TRUE
10859,"Y",0.362,"N",FALSE
10866,"Y",1,"Y",TRUE
10871,"Y",0.98,"Y",TRUE
10963,"Y",0.8,"Y",TRUE
11296,"Y",0.828,"Y",TRUE
11462,"Y",1,"Y",TRUE
11535,"Y",0.442,"N",FALSE
11598,"Y",0.908,"Y",TRUE
11611,"Y",0.952,"Y",TRUE
11617,"Y",0.988,"Y",TRUE
11621,"Y",0.968,"Y",TRUE
11707,"Y",0.906,"Y",TRUE
11727,"Y",0.8,"Y",TRUE
11753,"Y",0.438,"N",FALSE
11776,"Y",0.192,"N",FALSE
11809,"Y",0.844,"Y",TRUE
11830,"Y",0.072,"N",FALSE
10021,"Y",0.332,"N",FALSE
10045,"Y",0.274,"N",FALSE
10062,"Y",0.988,"Y",TRUE
10064,"Y",1,"Y",TRUE
10073,"Y",0.838,"Y",TRUE
10081,"Y",1,"Y",TRUE
10099,"Y",0.5,"Y",TRUE
10131,"Y",0.688,"Y",TRUE
10150,"Y",0.766,"Y",TRUE
10151,"Y",0.866,"Y",TRUE
10220,"Y",0.996,"Y",TRUE
10250,"Y",0.978,"Y",TRUE
10255,"Y",1,"Y",TRUE
10258,"Y",1,"Y",TRUE
10290,"Y",0.842,"Y",TRUE
10318,"Y",0.998,"Y",TRUE
10323,"Y",0.942,"Y",TRUE
10330,"Y",0.996,"Y",TRUE
10336,"Y",0.882,"Y",TRUE
10358,"Y",0.984,"Y",TRUE
10371,"Y",1,"Y",TRUE
10372,"Y",0.99,"Y",TRUE
10380,"Y",1,"Y",TRUE
10391,"Y",0.984,"Y",TRUE
10395,"Y",0.804,"Y",TRUE
10408,"Y",0.962,"Y",TRUE
10444,"Y",0.988,"Y",TRUE
10457,"Y",0.984,"Y",TRUE
10463,"Y",0.996,"Y",TRUE
10475,"Y",0.994,"Y",TRUE
10479,"Y",0.77,"Y",TRUE
10487,"Y",0.946,"Y",TRUE
10496,"Y",0.96,"Y",TRUE
10505,"Y",0.99,"Y",TRUE
10515,"Y",0.184,"N",FALSE
10516,"Y",0.668,"Y",TRUE
10521,"Y",0.87,"Y",TRUE
10536,"Y",0.524,"Y",TRUE
10540,"Y",0.946,"Y",TRUE
10588,"Y",0.948,"Y",TRUE
10589,"Y",0.916,"Y",TRUE
10610,"Y",0.386,"N",FALSE
10617,"Y",0.906,"Y",TRUE
10623,"Y",0.818,"Y",TRUE
10630,"Y",0.236,"N",FALSE
10646,"Y",0.7,"Y",TRUE
10664,"Y",0.4,"N",FALSE
10701,"Y",0.392,"N",FALSE
10753,"Y",0.94,"Y",TRUE
10758,"Y",1,"Y",TRUE
10781,"Y",0.986,"Y",TRUE
10782,"Y",1,"Y",TRUE
10802,"Y",1,"Y",TRUE
10844,"Y",1,"Y",TRUE
10863,"Y",0.91,"Y",TRUE
10899,"Y",0.994,"Y",TRUE
10902,"Y",0.086,"N",FALSE
10913,"Y",1,"Y",TRUE
10937,"Y",0.98,"Y",TRUE
10971,"Y",0.538,"Y",TRUE
11015,"Y",0.134,"N",FALSE
11036,"Y",0.28,"N",FALSE
11196,"Y",0.406,"N",FALSE
11241,"Y",0.32,"N",FALSE
11289,"Y",1,"Y",TRUE
11313,"Y",0.94,"Y",TRUE
11467,"Y",0.918,"Y",TRUE
11607,"Y",0.836,"Y",TRUE
11620,"Y",0.978,"Y",TRUE
11630,"Y",0.91,"Y",TRUE
11646,"Y",0.984,"Y",TRUE
11648,"Y",0.438,"N",FALSE
11650,"Y",0.648,"Y",TRUE
11666,"Y",0.9,"Y",TRUE
11670,"Y",0.824,"Y",TRUE
11681,"Y",1,"Y",TRUE
11737,"Y",0.912,"Y",TRUE
11785,"Y",0.93,"Y",TRUE
11810,"Y",0.546,"Y",TRUE
10011,"Y",0.114,"N",FALSE
10031,"Y",0.3,"N",FALSE
10048,"Y",0.3,"N",FALSE
10049,"Y",0.894,"Y",TRUE
10097,"Y",0.848,"Y",TRUE
10105,"Y",0.296,"N",FALSE
10152,"Y",0.936,"Y",TRUE
10194,"Y",0.868,"Y",TRUE
10228,"Y",0.718,"Y",TRUE
10242,"Y",0.898,"Y",TRUE
10247,"Y",1,"Y",TRUE
10272,"Y",0.662,"Y",TRUE
10309,"Y",0.982,"Y",TRUE
10322,"Y",0.918,"Y",TRUE
10334,"Y",0.834,"Y",TRUE
10356,"Y",0.976,"Y",TRUE
10373,"Y",0.99,"Y",TRUE
10417,"Y",0.892,"Y",TRUE
10425,"Y",0.518,"Y",TRUE
10477,"Y",0.786,"Y",TRUE
10502,"Y",0.862,"Y",TRUE
10542,"Y",0.978,"Y",TRUE
10604,"Y",0.996,"Y",TRUE
10608,"Y",0.9,"Y",TRUE
10633,"Y",0.962,"Y",TRUE
10642,"Y",0.988,"Y",TRUE
10678,"Y",0.876,"Y",TRUE
10684,"Y",0.97,"Y",TRUE
10702,"Y",0.67,"Y",TRUE
10703,"Y",0.534,"Y",TRUE
10704,"Y",0.998,"Y",TRUE
10716,"Y",0.582,"Y",TRUE
10721,"Y",0.842,"Y",TRUE
10729,"Y",0.912,"Y",TRUE
10761,"Y",0.996,"Y",TRUE
10780,"Y",0.91,"Y",TRUE
10824,"Y",0.238,"N",FALSE
10840,"Y",1,"Y",TRUE
10858,"Y",0.918,"Y",TRUE
10880,"Y",0.768,"Y",TRUE
10896,"Y",0.316,"N",FALSE
10901,"Y",0.886,"Y",TRUE
10936,"Y",0.982,"Y",TRUE
10974,"Y",0.886,"Y",TRUE
11030,"Y",0.89,"Y",TRUE
11125,"Y",0.098,"N",FALSE
11134,"Y",0.788,"Y",TRUE
11236,"Y",1,"Y",TRUE
11508,"Y",0.51,"Y",TRUE
11582,"Y",0.462,"N",FALSE
11596,"Y",0.532,"Y",TRUE
11618,"Y",0.328,"N",FALSE
11624,"Y",0.936,"Y",TRUE
11627,"Y",0.8,"Y",TRUE
11635,"Y",0.982,"Y",TRUE
11638,"Y",0.758,"Y",TRUE
11655,"Y",0.718,"Y",TRUE
11678,"Y",0.952,"Y",TRUE
11706,"Y",0.996,"Y",TRUE
11805,"Y",0.428,"N",FALSE
11807,"Y",0.388,"N",FALSE
11808,"Y",1,"Y",TRUE
11831,"Y",0.93,"Y",TRUE
10019,"Y",0.102,"N",FALSE
10030,"Y",0.032,"N",FALSE
10034,"Y",0.934,"Y",TRUE
10051,"Y",0.058,"N",FALSE
10109,"Y",0.268,"N",FALSE
10114,"Y",0.63,"Y",TRUE
10118,"Y",0.854,"Y",TRUE
10198,"Y",0.958,"Y",TRUE
10231,"Y",0.382,"N",FALSE
10277,"Y",0.292,"N",FALSE
10297,"Y",0.4,"N",FALSE
10307,"Y",0.896,"Y",TRUE
10331,"Y",0.726,"Y",TRUE
10342,"Y",0.562,"Y",TRUE
10353,"Y",0.038,"N",FALSE
10381,"Y",0.17,"N",FALSE
10388,"Y",0.654,"Y",TRUE
10398,"Y",0.96,"Y",TRUE
10403,"Y",1,"Y",TRUE
10427,"Y",0.958,"Y",TRUE
10436,"Y",0.034,"N",FALSE
10467,"Y",0.458,"N",FALSE
10490,"Y",0.578,"Y",TRUE
10519,"Y",0.896,"Y",TRUE
10549,"Y",0.944,"Y",TRUE
10571,"Y",0.65,"Y",TRUE
10580,"Y",0.992,"Y",TRUE
10584,"Y",0.64,"Y",TRUE
10593,"Y",0.876,"Y",TRUE
10656,"Y",0.728,"Y",TRUE
10698,"Y",0.956,"Y",TRUE
10727,"Y",0.798,"Y",TRUE
10730,"Y",0.984,"Y",TRUE
10755,"Y",0.702,"Y",TRUE
10768,"Y",0.976,"Y",TRUE
10775,"Y",0.584,"Y",TRUE
10778,"Y",0.964,"Y",TRUE
10784,"Y",0.946,"Y",TRUE
10792,"Y",0.104,"N",FALSE
10803,"Y",0.094,"N",FALSE
10805,"Y",0.874,"Y",TRUE
10814,"Y",0.954,"Y",TRUE
10861,"Y",0.946,"Y",TRUE
10912,"Y",0.99,"Y",TRUE
10944,"Y",0.986,"Y",TRUE
11017,"Y",0.818,"Y",TRUE
11028,"Y",0.984,"Y",TRUE
11042,"Y",0.262,"N",FALSE
11049,"Y",0.274,"N",FALSE
11053,"Y",0.64,"Y",TRUE
11066,"Y",0.91,"Y",TRUE
11099,"Y",0.902,"Y",TRUE
11165,"Y",0.666,"Y",TRUE
11180,"Y",0.976,"Y",TRUE
11200,"Y",0.16,"N",FALSE
11212,"Y",0.044,"N",FALSE
11225,"Y",0.248,"N",FALSE
11233,"Y",0.63,"Y",TRUE
11235,"Y",0.984,"Y",TRUE
11293,"Y",0.512,"Y",TRUE
11300,"Y",0.09,"N",FALSE
11354,"Y",0.316,"N",FALSE
11422,"Y",1,"Y",TRUE
11497,"Y",0.142,"N",FALSE
11625,"Y",0.994,"Y",TRUE
11654,"Y",0.962,"Y",TRUE
11730,"Y",1,"Y",TRUE
11757,"Y",0.366,"N",FALSE
11840,"Y",0.442,"N",FALSE
11855,"Y",0.168,"N",FALSE
10007,"Y",0.916,"Y",TRUE
10075,"Y",0.966,"Y",TRUE
10113,"Y",0.846,"Y",TRUE
10123,"Y",0.502,"Y",TRUE
10159,"Y",0.226,"N",FALSE
10176,"Y",0.256,"N",FALSE
