"UniqueID","sold.fctr","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart.prob","sold.fctr.predict.Max.cor.Y.cv.0.cp.0.rpart","sold.fctr.predict.Max.cor.Y.rpart.prob","sold.fctr.predict.Max.cor.Y.rpart","sold.fctr.predict.All.X.no.rnorm.rpart.prob","sold.fctr.predict.All.X.no.rnorm.rpart","sold.fctr.predict.All.Interact.X.no.rnorm.rpart.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rpart","sold.fctr.predict.Max.cor.Y.glm.prob","sold.fctr.predict.Max.cor.Y.glm","sold.fctr.predict.All.Interact.X.glmnet.prob","sold.fctr.predict.All.Interact.X.glmnet","sold.fctr.predict.All.X.glmnet.prob","sold.fctr.predict.All.X.glmnet","sold.fctr.predict.All.X.no.rnorm.rf.prob","sold.fctr.predict.All.X.no.rnorm.rf","sold.fctr.predict.Interact.High.cor.Y.glm.prob","sold.fctr.predict.Interact.High.cor.Y.glm","sold.fctr.predict.All.Interact.X.bayesglm.prob","sold.fctr.predict.All.Interact.X.bayesglm","sold.fctr.predict.All.Interact.X.no.rnorm.rf.prob","sold.fctr.predict.All.Interact.X.no.rnorm.rf","sold.fctr.predict.Low.cor.X.glm.prob","sold.fctr.predict.Low.cor.X.glm","sold.fctr.predict.All.X.bayesglm.prob","sold.fctr.predict.All.X.bayesglm","sold.fctr.predict.All.X.glm.prob","sold.fctr.predict.All.X.glm","sold.fctr.predict.All.Interact.X.glm.prob","sold.fctr.predict.All.Interact.X.glm","sold.fctr.predict.Ensemble.glmnet.prob","sold.fctr.predict.Ensemble.glmnet","sold.fctr.predict.Ensemble.glmnet.accurate"
11403,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0545650809489764,"N",0.169537052302665,"N",0.160700210698154,"N",0.138,"N",0.055328246789341,"N",0.0473902046197909,"N",0.05,"N",0.0169788949969756,"N",0.0186387098425365,"N",0.0147149511667421,"N",0.0386274390234182,"N",0.104828809793788,"N",TRUE
11404,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0432396643170638,"N",0.158109837726285,"N",0.146740015608249,"N",0.166,"N",0.0439400791441665,"N",0.0369872217106174,"N",0.088,"N",0.0114357887625045,"N",0.0127808160904539,"N",0.00981835392153437,"N",0.0305836457474921,"N",0.122011620541672,"N",TRUE
11418,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.0672066992854254,"N",0.192561992285395,"N",0.174275819584927,"N",0.176,"N",0.0680128484124344,"N",0.0509412577168998,"N",0.036,"N",0.020930417570402,"N",0.0243873377705053,"N",0.0191182319202704,"N",0.039938563020709,"N",0.111012433816525,"N",TRUE
11419,"N",0,"N",0.296703296703297,"N",0.296703296703297,"N",0.296703296703297,"N",0.0274358965324429,"N",0.0513829901935771,"N",0.223052470939922,"N",0.19,"N",0.0121572031422122,"N",0.000161505155946941,"N",0.17,"N",0.00686492855403909,"N",0.00735191379881193,"N",0.00527482727836484,"N",7.89157053744718e-05,"N",0.154376133537008,"N",TRUE
11437,"N",0.714285714285714,"N",0.296703296703297,"N",0.296703296703297,"N",0.296703296703297,"N",0.682301962990083,"N",0.605566454497721,"Y",0.657986041404071,"Y",0.168,"N",0.474416719444545,"N",0.376435304182852,"N",0.178,"N",0.389063843422341,"N",0.420396822713681,"N",0.388335064452518,"N",0.350735774355762,"N",0.151310376216949,"N",TRUE
11450,"N",0.315789473684211,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.481064424996352,"N",0.344090222854669,"N",0.393187919619974,"N",0.032,"N",0.478770331474532,"N",0.204254608555704,"N",0.034,"N",0.247217741482338,"N",0.273012621991657,"N",0.252364329998862,"N",0.195603259267395,"N",0.0787760480611826,"N",TRUE
11455,"N",0,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.754026963495742,"Y",0.440872615256784,"N",0.522784839454821,"N",0.042,"N",0.750395921108032,"Y",0.248012903200646,"N",0.042,"N",0.455538372652202,"N",0.485059777610753,"N",0.476201813789024,"N",0.262663518774745,"N",0.0824482198519739,"N",TRUE
11459,"N",0,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.693640538618715,"N",0.415519685676178,"N",0.489540523779114,"N",0,"N",0.69004305067678,"Y",0.207066952663889,"N",0.002,"N",0.358767877787733,"N",0.391014573812954,"N",0.365277370819183,"N",0.211516891397024,"N",0.0675417708639236,"N",TRUE
11465,"N",0.315789473684211,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.52521375067755,"N",0.357599429012225,"N",0.411846445035008,"N",0.234,"N",0.522541946157402,"N",0.195297516215638,"N",0.132,"N",0.234389172713082,"N",0.297080673288308,"N",0.259678606662663,"N",0.227601772534579,"N",0.157967294686689,"N",TRUE
11526,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.154774017274195,"N",0.230960464276592,"N",0.241209675603333,"N",0.158,"N",0.155398123153821,"N",0.0866859356503948,"N",0.058,"N",0.0458436209811421,"N",0.0597337510832487,"N",0.047316918682124,"N",0.10561516106024,"N",0.11216936668818,"N",TRUE
11591,"N",0,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.735079429600058,"Y",0.430428555076657,"N",0.511858960013913,"N",0.108,"N",0.731436834470569,"Y",0.238439469592633,"N",0.168,"N",0.412445288899977,"N",0.448418026415236,"N",0.425439523393112,"N",0.249019535830686,"N",0.128730680033624,"N",TRUE
11597,"N",0.2,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.273115504545881,"N",0.292869279541654,"N",0.303547203182269,"N",0.162,"N",0.272833457389027,"N",0.131079579747337,"N",0.192,"N",0.110034762566668,"N",0.129776040123009,"N",0.112487434659346,"N",0.116800414102706,"N",0.152726806782422,"N",TRUE
11602,"N",0.125,"N",0.296703296703297,"N",0.296703296703297,"N",0.296703296703297,"N",0.698466191914059,"N",0.61699332471975,"Y",0.665419790644114,"Y",0.196,"N",0.493140523621391,"N",0.452375168125634,"N",0.184,"N",0.514370613518256,"Y",0.480074638942038,"N",0.435521136366141,"N",0.442791837962466,"Y",0.163623329715362,"N",TRUE
11719,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.170609341416236,"N",0.250764958220618,"N",0.250680979019856,"N",0.296,"N",0.17114234565476,"N",0.104685630533187,"N",0.214,"N",0.0879773565905517,"N",0.081047178590904,"N",0.0645206208620685,"N",0.0968335612608709,"N",0.213433388057453,"N",TRUE
11763,"N",0.346938775510204,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.31466716972466,"N",0.305020663757954,"N",0.322472047316471,"N",0.61,"Y",0.313989103094157,"N",0.172199427617519,"N",0.64,"Y",0.193849794038437,"N",0.181779938812978,"N",0.153725851600546,"N",0.162047556617044,"N",0.650427535408169,"Y",FALSE
11796,"N",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.763780842543121,"Y",0.673096408866434,"Y",0.697196258493934,"Y",0.672,"Y",0.575226336179741,"N",0.484763695329487,"N",0.658,"Y",0.397730165047471,"N",0.462180897690267,"N",0.446071949123347,"N",0.580531147853694,"Y",0.699947942472726,"Y",FALSE
11838,"N",0.315789473684211,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.398129985975382,"N",0.330995007557562,"N",0.358446207361889,"N",0.466,"Y",0.396624311512718,"N",0.160940913711901,"N",0.498,"Y",0.155497529154116,"N",0.2113511556493,"N",0.17905657454302,"N",0.190779483788766,"N",0.469400648819208,"Y",FALSE
10005,"N",0.526315789473684,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.258266345853563,"N",0.272138683256102,"N",0.29652759321673,"N",0.414,"Y",0.258119594028812,"N",0.00243829740644315,"N",0.396,"N",0.00943363714861879,"N",0.0507327178663779,"N",0.0268035851921574,"N",2.14027661024292e-05,"N",0.370683377997273,"N",TRUE
10199,"N",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.896922637753827,"Y",0.827133211310681,"Y",0.780513015547276,"Y",0.94,"Y",0.885638929962223,"Y",0.8778138377825,"Y",0.842,"Y",0.963200550710054,"Y",0.940184883710546,"Y",0.940807072493327,"Y",0.572662497941637,"Y",0.883518933424404,"Y",FALSE
10386,"N",0.346938775510204,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.31049376924637,"N",0.315715809589004,"N",0.320611608635085,"N",0.372,"N",0.309856364652636,"N",0.0795203523685621,"N",0.368,"N",0.145228965397494,"N",0.304356257028961,"N",0.279098632157891,"N",0.00155715554917305,"N",0.329175669577644,"N",TRUE
10597,"N",0,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.587692484522785,"N",0.40077401196583,"N",0.439046363112545,"N",0.038,"N",0.584564966189126,"N",0.0511863319976161,"N",0.026,"N",0.21744417233412,"N",0.25507221330813,"N",0.167379895350319,"N",0.0073845218317104,"N",0.0779003152504581,"N",TRUE
10651,"N",0.0952380952380952,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.364078604855475,"N",0.32813326914453,"N",0.343996136729301,"N",0.044,"N",0.362911403462453,"N",0.0399495450716105,"N",0.028,"N",0.10523967282615,"N",0.127347335930543,"N",0.0752276418067212,"N",0.00489613951086876,"N",0.0794120116168962,"N",TRUE
10676,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.164413607021836,"N",0.257053619141439,"N",0.247034085370449,"N",0.19,"N",0.164983764309628,"N",0.128992361246669,"N",0.378,"N",0.260254602419013,"N",0.2373555276449,"N",0.165703069197884,"N",0.0593172322577016,"N",0.2379875646006,"N",TRUE
10741,"N",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.742325697248029,"Y",0.658570258167058,"Y",0.686390757317537,"Y",0.628,"Y",0.699976158472051,"Y",0.37881391866699,"N",0.616,"Y",0.639724512896012,"Y",0.598761981806134,"Y",0.598253571192529,"Y",0.180896394778454,"N",0.647353140083306,"Y",FALSE
10804,"N",0.315789473684211,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.559122567393976,"N",0.38816872874566,"N",0.426454356561726,"N",0.082,"N",0.556190224117885,"N",0.07160360691497,"N",0.07,"N",0.1925580424078,"N",0.232567387094239,"N",0.148778302093256,"N",0.0138482581655625,"N",0.0960518960232092,"N",TRUE
10829,"N",0.538461538461538,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.381709209904233,"N",0.331357176402084,"N",0.351505721504812,"N",0.074,"N",0.380366388281392,"N",0.0510539255910243,"N",0.05,"N",0.0996190049088565,"N",0.120233288128206,"N",0.0720822211090256,"N",0.0113386459888668,"N",0.0899310602076565,"N",TRUE
11001,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.194988423629431,"N",0.244585651643681,"N",0.264397046864678,"N",0.162,"N",0.195358546303252,"N",0.537284644889521,"Y",0.236,"N",0.0273078179135721,"N",0.0751337900672892,"N",0.663518347185082,"Y",0.947997174586907,"Y",0.17254883313003,"N",TRUE
11138,"N",0.304347826086957,"N",0.296703296703297,"N",0.296703296703297,"N",0.296703296703297,"N",0.515170330455483,"N",0.471826204418954,"N",0.585492837251943,"N",0.39,"N",0.480307995426511,"N",0.270967742145555,"N",0.424,"Y",0.421985981794913,"N",0.420413917771014,"N",0.469078398839145,"N",0.0013131705805369,"N",0.37272637453162,"N",TRUE
11195,"N",0.304347826086957,"N",0.296703296703297,"N",0.296703296703297,"N",0.296703296703297,"N",0.630935007120634,"N",0.564451454667223,"N",0.635100175402778,"Y",0.13,"N",0.599537167900671,"N",0.252175313057612,"N",0.202,"N",0.326946926593461,"N",0.259411115033087,"N",0.306595691507404,"N",0.267206969970576,"N",0.146024414160601,"N",TRUE
11367,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.196993366641625,"N",0.257541123731521,"N",0.265485033875534,"N",0.18,"N",0.197349020988114,"N",0.151280168923465,"N",0.258,"N",0.10537315061886,"N",0.0848175358065587,"N",0.0895652670401936,"N",0.217522969068328,"N",0.183572106951866,"N",TRUE
11372,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.19216824985427,"N",0.260313157838453,"N",0.262857139451364,"N",0.136,"N",0.192558465728916,"N",0.329957159905873,"N",0.156,"N",0.28502082036226,"N",0.141931128791067,"N",0.179166216335019,"N",0.202818669062539,"N",0.133418028663298,"N",TRUE
11378,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.126606454007518,"N",0.224632723386652,"N",0.222932762936159,"N",0.218,"N",0.127357326014882,"N",0.10319113544672,"N",0.27,"N",0.0572020261681975,"N",0.045468472876727,"N",0.0466708835717219,"N",0.15992623453609,"N",0.203660664449952,"N",TRUE
11412,"N",0.466666666666667,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.289135020696846,"N",0.294763553670445,"N",0.310956627241629,"N",0.316,"N",0.288702903239913,"N",0.146268290526671,"N",0.326,"N",0.0460341431946409,"N",0.111143485661527,"N",0.11466730737195,"N",0.00030130070802073,"N",0.275369925062812,"N",TRUE
11417,"N",0.315789473684211,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.500539490840574,"N",0.359434212125944,"N",0.401381762120086,"N",0.324,"N",0.49807405870297,"N",0.45228997164766,"N",0.226,"N",0.334070067589893,"N",0.524506970831545,"Y",0.517434543202944,"Y",0.27333277566935,"N",0.232763935806662,"N",TRUE
11443,"N",0,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.606020760540586,"N",0.393326969774744,"N",0.447300623362911,"N",0.328,"N",0.602781410716359,"Y",0.183051571925392,"N",0.218,"N",0.106807954267911,"N",0.314840273338463,"N",0.260738575748584,"N",0.0328524088068941,"N",0.229308158929862,"N",TRUE
11458,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.184692196493925,"N",0.25609058376076,"N",0.258718698271839,"N",0.074,"N",0.185134161762614,"N",0.0651124801219332,"N",0.22,"N",0.0166263642086775,"N",0.0361706758680185,"N",0.0317070124344814,"N",0.0131722366561572,"N",0.132680791686171,"N",TRUE
11466,"N",0.315789473684211,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.448470206159128,"N",0.342504629842053,"N",0.379544026806258,"N",0.262,"N",0.446476587580105,"N",0.49216909624879,"N",0.166,"N",0.484817827293268,"N",0.495742654485106,"N",0.529467334900649,"Y",0.696055603868408,"Y",0.183344913700864,"N",TRUE
11585,"N",0.315789473684211,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.427646553459707,"N",0.337197028572627,"N",0.370835787942396,"N",0.59,"Y",0.425852030048439,"N",0.464266854798477,"N",0.628,"Y",0.0911429597481305,"N",0.195701799028203,"N",0.169129511037521,"N",0.00131647718902871,"N",0.629726755910411,"Y",FALSE
11629,"N",0.315789473684211,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.471822313710729,"N",0.34935845594747,"N",0.389313166293763,"N",0.696,"Y",0.469611817282454,"N",0.575616245652939,"Y",0.616,"Y",0.218563589045775,"N",0.50112173106687,"Y",0.524854022795182,"Y",0.642240706641762,"Y",0.690998215103279,"Y",FALSE
11748,"N",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.820708936110179,"Y",0.726479030499792,"Y",0.728420359256461,"Y",0.82,"Y",0.640780694631659,"Y",0.960812613939456,"Y",0.748,"Y",0.710635209414537,"Y",0.799251996695119,"Y",0.664731357823477,"Y",0.148847831659166,"N",0.810244805077893,"Y",FALSE
11819,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.196672982632442,"N",0.254434405496396,"N",0.265311549085688,"N",0.214,"N",0.197030959071371,"N",0.246251761583824,"N",0.27,"N",0.101642944639101,"N",0.0815418655353998,"N",0.0846030384000074,"N",0.167589778246134,"N",0.202004251720096,"N",TRUE
11826,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.122720954353721,"N",0.219155788624869,"N",0.220235932406442,"N",0.292,"N",0.123485196730293,"N",0.0594145341832949,"N",0.534,"Y",0.0382745425060742,"N",0.0253009901308656,"N",0.0196350302636534,"N",0.345098015289983,"N",0.381620865829118,"N",TRUE
10012,"N",0.346938775510204,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.318354399809045,"N",0.329984779042586,"N",0.324109327138089,"N",0.396,"N",0.317640284775747,"N",0.183380881173726,"N",0.39,"N",0.246288225551776,"N",0.285150801034768,"N",0.254675276376641,"N",0.145577021617465,"N",0.357449905652049,"N",TRUE
10038,"N",0.538461538461538,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.379819014337635,"N",0.350358697574532,"N",0.350703764736504,"N",0.112,"N",0.37849499688941,"N",0.34922830348826,"N",0.116,"N",0.47490888421525,"N",0.476496214229152,"N",0.48200883712002,"N",0.364104524189851,"N",0.11600460984894,"N",TRUE
10054,"N",0.538461538461538,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.371924058445894,"N",0.347524452344011,"N",0.347346301393688,"N",0.152,"N",0.370678660739965,"N",0.365870274885516,"N",0.112,"N",0.481927102637426,"N",0.488059075827913,"N",0.489821450979052,"N",0.337680057422492,"N",0.126011978358748,"N",TRUE
10082,"N",0.346938775510204,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.311259224033065,"N",0.309041825833418,"N",0.320953429668475,"N",0.336,"N",0.310614373156745,"N",0.283646503257058,"N",0.334,"N",0.353446722870281,"N",0.342141992874491,"N",0.337739182678179,"N",0.254628207002846,"N",0.292291527293211,"N",TRUE
10127,"N",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.722600929698076,"Y",0.659180812498126,"Y",0.676796285877427,"Y",0.808,"Y",0.741279220060533,"Y",0.655025841797289,"Y",0.826,"Y",0.721879678194581,"Y",0.714604388042988,"Y",0.713432636020721,"Y",0.631827490154151,"Y",0.837452752229975,"Y",FALSE
10168,"N",0.111538461538462,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.16185901266173,"N",0.249760725610284,"N",0.245508991289124,"N",0.046,"N",0.162443936275028,"N",0.124913802079267,"N",0.04,"N",0.122938853354114,"N",0.11417773757002,"N",0.105730148318196,"N",0.124431744402885,"N",0.0824467892342771,"N",TRUE
10182,"N",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.808149939083017,"Y",0.73640282078753,"Y",0.721140212349582,"Y",0.722,"Y",0.860626173863375,"Y",0.903006653973863,"Y",0.96,"Y",0.906116096118676,"Y",0.888157268628026,"Y",0.888264018126848,"Y",0.899828534812913,"Y",0.854159974891241,"Y",FALSE
10254,"N",0.304347826086957,"N",0.296703296703297,"N",0.296703296703297,"N",0.296703296703297,"N",0.586276660143822,"N",0.545272291680952,"N",0.615803220011244,"Y",0.452,"Y",0.677090895212787,"Y",0.553627143300199,"Y",0.458,"Y",0.757816728708141,"Y",0.717863964508322,"Y",0.708580198621363,"Y",0.5024499089918,"Y",0.437813568944053,"Y",FALSE
10366,"N",0.714285714285714,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.330504145857475,"N",0.329272991212391,"N",0.329464442625606,"N",0.384,"N",0.329670545957985,"N",0.273257327207611,"N",0.5,"Y",0.347476137182999,"N",0.362044277169104,"N",0.384856283901471,"N",0.287462898323877,"N",0.418291905565136,"Y",FALSE
10382,"N",0.714285714285714,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.33478206500398,"N",0.330504534468076,"N",0.331336416528871,"N",0.36,"N",0.333906179680951,"N",0.252845145546622,"N",0.45,"Y",0.326005787705528,"N",0.328895167450672,"N",0.32483081991604,"N",0.258857634283745,"N",0.372222382240594,"N",TRUE
10494,"N",0.346938775510204,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.295235062248521,"N",0.315299211839234,"N",0.313738366613482,"N",0.37,"N",0.294744852836102,"N",0.291369656950925,"N",0.438,"Y",0.323127554412201,"N",0.338619236826899,"N",0.334765291524653,"N",0.274205676192833,"N",0.371316543402954,"N",TRUE
10638,"N",0.346938775510204,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.309203520073305,"N",0.318240246197145,"N",0.320034821736217,"N",0.632,"Y",0.308578654625721,"N",0.325740504104294,"N",0.526,"Y",0.429710941697567,"N",0.388013347552824,"N",0.379740037031603,"N",0.353041545406189,"N",0.597101003501021,"Y",FALSE
10658,"N",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.902654867256637,"Y",0.796364101302154,"Y",0.719144596361953,"Y",0.714531651693915,"Y",0.426,"Y",0.851552437221901,"Y",0.842682626925207,"Y",0.272,"N",0.843434955735165,"Y",0.81871139944583,"Y",0.813528880362203,"Y",0.837958400855643,"Y",0.313568678511043,"N",TRUE
10772,"N",0.0952380952380952,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.341921566421719,"N",0.327524203571069,"N",0.334446166838322,"N",0.418,"Y",0.34097491626372,"N",0.428159132594766,"N",0.33,"N",0.46648629057295,"N",0.490486635467125,"N",0.488144055406766,"N",0.415686278807549,"Y",0.338033453387341,"N",TRUE
10857,"N",0.235294117647059,"N",0.211502782931354,"N",0.211502782931354,"N",0.211502782931354,"N",0.217728717938248,"N",0.281393213662263,"N",0.276433573129126,"N",0.562,"Y",0.217926465182498,"N",0.308671440873798,"N",0.496,"Y",0.269548318132371,"N",0.284607965846113,"N",0.271540800781647,"N",0.267476094323758,"N",0.532055480196819,"Y",FALSE
